CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
57905112,DALLAS ISD,JAMES BOWIE ELE,3,INDEPENDENT,330 N MARSALIS AVE,DALLAS,75203-1714,22,56,20,8
57905114,DALLAS ISD,JOHN NEELY BRYA,3,INDEPENDENT,2001 DEER PATH DR,DALLAS,75216-4601,18,30,11,2
57905115,DALLAS ISD,HARRELL BUDD EL,3,INDEPENDENT,2121 S MARSALIS AVE,DALLAS,75216-2311,17,38,16,7
57905116,DALLAS ISD,DAVID G. BURNET,3,INDEPENDENT,3200 KINKAID DR,DALLAS,75220-1623,14,74,46,24
57905117,DALLAS ISD,RUFUS C. BURLES,3,INDEPENDENT,6300 ELAM RD,DALLAS,75217-5665,36,53,23,7
57905118,DALLAS ISD,W.W. BUSHMAN EL,3,INDEPENDENT,4200 BONNIE VIEW RD,DALLAS,75216-6608,20,51,20,6
57905119,DALLAS ISD,CHAPEL HILL PRE,3,INDEPENDENT,12701 TEMPLETON TRL,DALLAS,75234-6563,13,46,30,17
57905120,DALLAS ISD,F.P. CAILLET EL,3,INDEPENDENT,3033 MERRELL RD,DALLAS,75229-4973,18,90,56,21
57905121,DALLAS ISD,JOHN W. CARPENT,3,INDEPENDENT,2121 TOSCA LN,DALLAS,75224-4179,10,31,8,4
57905122,DALLAS ISD,C.F. CARR ELEM.,3,INDEPENDENT,1952 BAYSIDE ST,DALLAS,75212-1713,14,38,26,11
57905125,DALLAS ISD,CASA VIEW ELEM.,3,INDEPENDENT,2100 N FAROLA DR,DALLAS,75228-2226,21,75,41,18
57905126,DALLAS ISD,CENTRAL ELEM.,3,INDEPENDENT,902 SHADY LN,SEAGOVILLE,75159-2628,4,60,46,27
57905128,DALLAS ISD,MARTIN LUTHER K,3,INDEPENDENT,1817 WARREN AVE,DALLAS,75215-3475,14,40,21,11
57905129,DALLAS ISD,S.S. CONNER ELE,3,INDEPENDENT,3037 GREENMEADOW DR,DALLAS,75228-5124,26,58,21,5
57905130,DALLAS ISD,LEILA P. COWART,3,INDEPENDENT,1515 S RAVINIA DR,DALLAS,75211-5742,15,52,24,12
57905131,DALLAS ISD,IGNACIO ZARAGOZ,3,INDEPENDENT,4550 WORTH ST,DALLAS,75246-1101,15,29,12,8
57905133,DALLAS ISD,BARBARA JORDAN,3,INDEPENDENT,1111 W KIEST BLVD,DALLAS,75224-3230,30,57,30,14
57905134,DALLAS ISD,GEORGE B. DEALE,3,INDEPENDENT,6501 ROYAL LN,DALLAS,75230-4174,1,65,57,39
57905135,DALLAS ISD,EVERETTE LEE DE,3,INDEPENDENT,3453 FLAIR DR,DALLAS,75229-2603,11,48,28,13
57905136,DALLAS ISD,L.O. DONALD ELE,3,INDEPENDENT,1218 PHINNEY AVE,DALLAS,75211-6235,15,48,25,9
57905137,DALLAS ISD,JULIUS DORSEY E,3,INDEPENDENT,133 N ST AUGUSTINE DR,DALLAS,75217-7214,11,61,42,29
57905139,DALLAS ISD,PAUL L. DUNBAR,3,INDEPENDENT,4200 METROPOLITAN AVE,DALLAS,75210-1123,27,45,17,5
57905141,DALLAS ISD,JILL STONE ELEM,3,INDEPENDENT,6606 RIDGECREST RD,DALLAS,75231-7002,17,36,26,11
57905142,DALLAS ISD,J.N. ERVIN ELEM,3,INDEPENDENT,3722 BLACK OAK DR,DALLAS,75241-3307,35,43,17,9
57905144,DALLAS ISD,TOM W. FIELD EL,3,,,,,13,25,13,6
57905145,DALLAS ISD,STEPHEN C. FOST,3,INDEPENDENT,3700 CLOVER LN,DALLAS,75220-3610,15,62,39,17
57905147,DALLAS ISD,CHARLES A. GILL,3,INDEPENDENT,10910 FERGUSON RD,DALLAS,75228-2376,26,75,40,16
57905148,DALLAS ISD,TOM C. GOOCH EL,3,INDEPENDENT,4030 CALCULUS RD,DALLAS,75244-7215,7,35,20,14
57905149,DALLAS ISD,LENORE KIRK HAL,3,INDEPENDENT,2120 KEATS DR,DALLAS,75211-8538,12,59,26,11
57905152,DALLAS ISD,MARGARET B. HEN,3,INDEPENDENT,2200 S EDGEFIELD AVE,DALLAS,75224-1142,15,41,30,18
57905153,DALLAS ISD,VICTOR H. HEXTE,3,INDEPENDENT,9720 WATERVIEW RD,DALLAS,75218-2137,12,61,40,24
57905154,DALLAS ISD,LARRY G. SMITH,3,INDEPENDENT,5299 GUS THOMASSON RD,MESQUTE,75150-1064,28,91,55,29
57905155,DALLAS ISD,C.A. TATUM JR.,3,INDEPENDENT,3002 ST AUGUSTINE RD,DALLAS,75227,16,66,41,13
57905156,DALLAS ISD,NATHANIEL HAWTH,3,INDEPENDENT,7800 UMPHRESS RD,DALLAS,75217-1814,14,53,33,17
57905157,DALLAS ISD,JAMES S. HOGG E,3,INDEPENDENT,1144 N MADISON AVE,DALLAS,75208-4132,5,29,25,9
57905158,DALLAS ISD,LIDA HOOE ELEM.,3,INDEPENDENT,2419 GLADSTONE DR,DALLAS,75211-5312,8,44,25,13
57905159,DALLAS ISD,L.L. HOTCHKISS,3,INDEPENDENT,6929 TOWN N DR,DALLAS,75231-8117,28,71,35,18
57905160,DALLAS ISD,PERSONALIZED LE,3,INDEPENDENT,2827 THROCKMORTON AVE,DALLAS,75219-3447,3,18,12,7
57905161,DALLAS ISD,JOHN IRELAND EL,3,INDEPENDENT,1515 N JIM MILLER RD,DALLAS,75217-1319,10,48,27,16
57905162,DALLAS ISD,MOCKINGBIRD ELE,3,INDEPENDENT,5828 E MOCKINGBIRD LN,DALLAS,75206-5424,17,100,75,52
57905163,DALLAS ISD,CEDAR CREST ELE,3,INDEPENDENT,2020 MOUSER ST,DALLAS,75203-3942,20,26,10,3
57905164,DALLAS ISD,ANSON JONES ELE,3,INDEPENDENT,3901 MEREDITH AVE,DALLAS,75211-4761,29,45,18,10
57905166,DALLAS ISD,EDWIN J. KIEST,3,INDEPENDENT,2611 HEALEY DR,DALLAS,75228-3545,18,79,51,21
57905167,DALLAS ISD,KLEBERG ELEM.,3,INDEPENDENT,1450 EDD RD,DALLAS,75253-4801,28,73,36,14
57905168,DALLAS ISD,OBADIAH KNIGHT,3,INDEPENDENT,2615 ANSON RD,DALLAS,75235-3798,6,40,21,11
57905169,DALLAS ISD,ARTHUR KRAMER E,3,INDEPENDENT,7131 MIDBURY DR,DALLAS,75230-3168,7,81,52,22
57905170,DALLAS ISD,RICHARD LAGOW E,3,INDEPENDENT,687 EDGEWORTH DR,DALLAS,75217-8108,18,61,25,11
57905171,DALLAS ISD,LAKEWOOD ELEM.,3,INDEPENDENT,3000 HILLBROOK ST,DALLAS,75214-3412,4,159,145,103
57905172,DALLAS ISD,JIMMIE TYLER BR,3,INDEPENDENT,2959 HAMPTON RD,DALLAS,75204,8,81,63,38
57905173,DALLAS ISD,SIDNEY LANIER E,3,INDEPENDENT,1400 WALMSLEY AVE,DALLAS,75208-1551,17,56,32,18
57905174,DALLAS ISD,GENEVA HEIGHTS,3,INDEPENDENT,2911 DELMAR AVE,DALLAS,75206-6102,6,34,20,11
57905175,DALLAS ISD,UMPHREY LEE ELE,3,INDEPENDENT,7808 RACINE DR,DALLAS,75232-4302,23,46,16,6
57905176,DALLAS ISD,JACK LOWE SR. E,3,INDEPENDENT,7000 HOLLY HILL DR,DALLAS,75231,14,51,29,10
57905177,DALLAS ISD,WILLIAM LIPSCOM,3,INDEPENDENT,5801 WORTH ST,DALLAS,75214-4645,16,35,17,10
57905178,DALLAS ISD,H.I. HOLLAND EL,3,INDEPENDENT,4203 S LANCASTER RD,DALLAS,75216-6458,12,50,24,10
57905180,DALLAS ISD,B.H. MACON ELEM,3,INDEPENDENT,650 HOLCOMB RD,DALLAS,75217-4409,11,61,49,24
57905181,DALLAS ISD,MAPLE LAWN ELEM,3,INDEPENDENT,3120 INWOOD RD,DALLAS,75235-7626,23,101,53,25
57905182,DALLAS ISD,HERBERT MARCUS,3,INDEPENDENT,2911 NORTHAVEN RD,DALLAS,75229-2402,26,67,38,14
57905183,DALLAS ISD,THOMAS L. MARSA,3,INDEPENDENT,5640 S MARSALIS AVE,DALLAS,75241-1999,15,59,32,15
57905184,DALLAS ISD,BEN MILAM ELEM.,3,INDEPENDENT,4200 MCKINNEY AVE,DALLAS,75205-4526,7,33,22,11
57905185,DALLAS ISD,WILLIAM B. MILL,3,INDEPENDENT,3111 BONNIE VIEW RD,DALLAS,75216-3494,10,28,15,6
57905186,DALLAS ISD,ROGER Q. MILLS,3,INDEPENDENT,1515 LYNN HAVEN AVE,DALLAS,75216-1323,14,30,12,1
57905187,DALLAS ISD,NANCY MOSELEY E,3,INDEPENDENT,10400 RYLIE RD,DALLAS,75217-8241,21,89,52,19
57905188,DALLAS ISD,MOUNT AUBURN ST,3,INDEPENDENT,6012 E GRAND AVE,DALLAS,75223-1423,22,48,21,7
57905189,DALLAS ISD,CLARA OLIVER EL,3,INDEPENDENT,4010 IDAHO AVE,DALLAS,75216-6148,17,35,17,6
57905190,DALLAS ISD,GEORGE PEABODY,3,INDEPENDENT,3101 RAYDELL PL,DALLAS,75211-5128,15,53,36,13
57905191,DALLAS ISD,ELISHA M. PEASE,3,INDEPENDENT,2914 CUMMINGS ST,DALLAS,75216-7235,30,47,15,3
57905192,DALLAS ISD,JOHN F. PEELER,3,INDEPENDENT,810 S LLEWELLYN AVE,DALLAS,75208-6312,9,24,15,10
57905193,DALLAS ISD,JOHN J. PERSHIN,3,INDEPENDENT,5715 MEADERS LN,DALLAS,75230-6657,10,53,26,10
57905194,DALLAS ISD,K.B. POLK CENTE,3,INDEPENDENT,6911 VICTORIA AVE,DALLAS,75209-3640,11,38,21,7
57905195,DALLAS ISD,PRESTON HOLLOW,3,INDEPENDENT,6423 WALNUT HILL LN,DALLAS,75230-5118,9,45,26,14
57905197,DALLAS ISD,JOHN H. REAGAN,3,INDEPENDENT,201 N ADAMS AVE,DALLAS,75208-4624,11,33,15,10
57905198,DALLAS ISD,MARTHA TURNER R,3,INDEPENDENT,11230 LIPPITT AVE,DALLAS,75218-1952,26,46,30,17
57905199,DALLAS ISD,REINHARDT ELEM.,3,INDEPENDENT,10122 LOSA DR,DALLAS,75218-3123,12,61,39,21
57905200,DALLAS ISD,JOSEPH J. RHOAD,3,INDEPENDENT,4401 N 2ND AVE,DALLAS,75210-2712,54,53,20,5
57905201,DALLAS ISD,CHARLES RICE LE,3,INDEPENDENT,2425 PINE ST,DALLAS,75215-4046,16,52,32,11
57905202,DALLAS ISD,ORAN M. ROBERTS,3,INDEPENDENT,4919 GRAND AVE,DALLAS,75223,18,67,44,23
57905203,DALLAS ISD,DAN D. ROGERS E,3,INDEPENDENT,5314 ABRAMS RD,DALLAS,75214-2001,11,55,33,12
57905204,DALLAS ISD,ROSEMONT ELEM.,3,INDEPENDENT,1919 STEVENS FOREST DR,DALLAS,75208-3539,33,119,68,26
57905205,DALLAS ISD,CLINTON P. RUSS,3,INDEPENDENT,3031 S BECKLEY AVE,DALLAS,75224-3501,26,71,38,20
57905206,DALLAS ISD,ALEX SANGER PRE,3,INDEPENDENT,8410 SAN LEANDRO DR,DALLAS,75218-4319,9,70,53,34
57905207,DALLAS ISD,SAN JACINTO ELE,3,INDEPENDENT,7900 HUME DR,DALLAS,75227-6850,17,26,11,3
57905208,DALLAS ISD,SEAGOVILLE ELEM,3,INDEPENDENT,304 N KAUFMAN ST,SEAGOVILLE,75159-3742,30,83,39,18
57905209,DALLAS ISD,ASCHER SILBERST,3,INDEPENDENT,5940 HOLLIS AVE,DALLAS,75227-6311,12,89,59,35
57905210,DALLAS ISD,LESLIE A. STEMM,3,INDEPENDENT,2727 KNOXVILLE ST,DALLAS,75211-7652,21,82,58,29
57905211,DALLAS ISD,STEVENS PARK EL,3,INDEPENDENT,2615 W COLORADO BLVD,DALLAS,75211-1707,21,65,35,10
57905212,DALLAS ISD,HARRY STONE MON,3,INDEPENDENT,4747 VETERANS DR,DALLAS,75216-7103,8,41,26,10
57905213,DALLAS ISD,T.G. TERRY ELEM,3,INDEPENDENT,6661 GREENSPAN DR,DALLAS,75232-3605,14,42,24,13
57905215,DALLAS ISD,R.L. THORNTON E,3,INDEPENDENT,6011 OLD OX RD,DALLAS,75241-2729,12,38,19,7
57905216,DALLAS ISD,EDWARD TITCHE E,3,INDEPENDENT,9560 HIGHFIELD DR,DALLAS,75227-8149,13,54,27,14
57905218,DALLAS ISD,GEORGE W. TRUET,3,INDEPENDENT,1811 GROSS RD,DALLAS,75228-4765,82,77,31,14
57905219,DALLAS ISD,ADELLE TURNER E,3,INDEPENDENT,5505 S POLK ST,DALLAS,75232-2062,11,30,15,12
57905220,DALLAS ISD,MARK TWAIN LEAD,3,INDEPENDENT,724 GREEN COVE LN,DALLAS,75232-1342,21,17,10,5
57905222,DALLAS ISD,URBAN PARK ELEM,3,INDEPENDENT,6901 MILITARY PKWY,DALLAS,75227-3712,24,75,32,9
57905224,DALLAS ISD,WALNUT HILL ELE,3,INDEPENDENT,10115 MIDWAY RD,DALLAS,75229-6230,4,43,30,13
57905225,DALLAS ISD,DANIEL WEBSTER,3,INDEPENDENT,3815 S FRANKLIN ST,DALLAS,75233-3309,29,40,16,8
57905226,DALLAS ISD,MARTIN WEISS EL,3,INDEPENDENT,8601 WILLOUGHBY BLVD,DALLAS,75232-5408,34,55,30,15
57905229,DALLAS ISD,WINNETKA ELEM.,3,INDEPENDENT,1151 S EDGEFIELD AVE,DALLAS,75208-7099,20,112,73,29
57905230,DALLAS ISD,HARRY C. WITHER,3,INDEPENDENT,3959 NORTHAVEN RD,DALLAS,75229-2758,14,54,34,22
57905232,DALLAS ISD,EDNA ROWE ELEM.,3,INDEPENDENT,4918 HOVENKAMP DR,DALLAS,75227-2819,19,43,25,12
57905233,DALLAS ISD,NATHAN ADAMS EL,3,INDEPENDENT,12600 WELCH RD,DALLAS,75244-6950,19,43,23,10
57905234,DALLAS ISD,HENRY B. GONZAL,3,INDEPENDENT,6610 LAKE JUNE RD,DALLAS,75217,17,64,30,9
57905235,DALLAS ISD,BIRDIE ALEXANDE,3,INDEPENDENT,1830 GOLDWOOD DR,DALLAS,75232-3716,12,27,13,6
57905236,DALLAS ISD,NANCY J. COCHRA,3,INDEPENDENT,6000 KEENELAND PKWY,DALLAS,75211-6930,33,27,11,3
57905237,DALLAS ISD,JOHN W. RUNYON,3,INDEPENDENT,10750 CRADLEROCK DR,DALLAS,75217-3220,19,57,38,20
57905239,DALLAS ISD,ARTURO SALAZAR,3,INDEPENDENT,1120 S RAVINIA DR,DALLAS,75211,12,71,30,14
57905240,DALLAS ISD,FRANK GUZICK EL,3,INDEPENDENT,5000 BERRIDGE LN,DALLAS,75227,27,77,41,21
57905244,DALLAS ISD,SEAGOVILLE NORT,3,INDEPENDENT,1906 SEAGOVILLE RD,DALLAS,75159,42,79,39,15
57905247,DALLAS ISD,ADELFA BOTELLO,3,INDEPENDENT,7817 MILITARY PKWY,DALLAS,75227,16,75,41,22
57905250,DALLAS ISD,WHITNEY M. YOUN,3,INDEPENDENT,4601 VETERANS DR,DALLAS,75216-7101,15,38,11,5
57905260,DALLAS ISD,LORENZO DE ZAVA,3,INDEPENDENT,3214 N WINNETKA AVE,DALLAS,75212-3930,7,56,29,17
57905263,DALLAS ISD,J.P. STARKS ELE,3,INDEPENDENT,3033 TIPS BLVD,DALLAS,75216-3563,13,27,10,6
57905264,DALLAS ISD,RONALD E. MCNAI,3,INDEPENDENT,3150 BAINBRIDGE DR,DALLAS,75237-3606,19,48,28,11
57905265,DALLAS ISD,ELADIO R. MARTI,3,INDEPENDENT,4500 BERNAL DR,DALLAS,75212-2149,25,75,44,22
57905266,DALLAS ISD,FREDERICK DOUGL,3,INDEPENDENT,226N JIM MILLER RD,DALLAS,75227-5803,53,44,11,1
57905270,DALLAS ISD,EDUARDO MATA EL,3,INDEPENDENT,7420 LA VISTA,DALLAS,75204-9999,12,69,43,17
57905271,DALLAS ISD,JULIAN T. SALDI,3,INDEPENDENT,9510 BROCKBANK DR,DALLAS,75220-6801,17,68,43,22
57905272,DALLAS ISD,MARIA MORENO EL,3,INDEPENDENT,2115 HAMPTON RD,DALLAS,75224,11,37,17,11
57905273,DALLAS ISD,PLEASANT GROVE,3,INDEPENDENT,1614 N ST AUGUSTINE,DALLAS,75217-2654,18,57,42,18
57905274,DALLAS ISD,MARY MCLEOD BET,3,INDEPENDENT,1665 DUNCANVILLE RD,DALLAS,75211-6530,29,78,44,9
57905275,DALLAS ISD,LOUISE WOLFF KA,3,INDEPENDENT,610 N FRANKLIN,DALLAS,75211-2221,13,75,45,21
57905276,DALLAS ISD,GILBERT CUELLAR,3,INDEPENDENT,337 PLEASANT VISTA DR,DALLAS,75217-7959,19,84,61,30
57905277,DALLAS ISD,THOMAS TOLBERT,3,INDEPENDENT,4000 BLUE RDG RD,DALLAS,75233-2438,16,48,22,11
57905278,DALLAS ISD,LEONIDES GONZAL,3,INDEPENDENT,9990 WEBB CHAPEL RD,DALLAS,75220,9,50,34,15
57905279,DALLAS ISD,JERRY R. JUNKIN,3,INDEPENDENT,2808 RUNNING DUKE DR,CARROLLTON,75204,21,82,50,24
57905280,DALLAS ISD,ANNE FRANK ELEM,3,INDEPENDENT,5201 CELESTIAL RD,DALLAS,75204-9999,33,125,76,39
57905281,DALLAS ISD,CESAR CHAVEZ LE,3,INDEPENDENT,1710 N CARROLL,DALLAS,75204-4402,35,72,38,15
57905283,DALLAS ISD,ESPERANZA MEDRA,3,INDEPENDENT,2221 LUCAS DR,DALLAS,75219,15,35,18,9
57905284,DALLAS ISD,HIGHLAND MEADOW,3,INDEPENDENT,8939 WHITEWING LN,DALLAS,75238,25,74,38,19
57905286,DALLAS ISD,LEE A. MCSHAN J,3,INDEPENDENT,8307 MEADOW,DALLAS,75231,25,61,29,14
57905287,DALLAS ISD,CELESTINO MAURI,3,INDEPENDENT,4510 W JEFFERSON BLVD,DALLAS,75211,15,73,40,16
57905289,DALLAS ISD,FELIX G. BOTELL,3,INDEPENDENT,225 S MARSALIS,DALLAS,75203,10,61,38,19
57905301,DALLAS ISD,WILMER-HUTCHINS,3,INDEPENDENT,7475 J J LEMMON RD,DALLAS,75241,45,89,39,9
57905303,DALLAS ISD,THELMA ELIZABET,3,INDEPENDENT,7203 BURTON RD,DALLAS,75217,34,79,39,15
57905304,DALLAS ISD,GEORGE HERBERT,3,INDEPENDENT,3939 SPRING VALLEY RD,ADDISON,75001,17,78,46,21
57905305,DALLAS ISD,EBBY HALLIDAY E,3,INDEPENDENT,10210 TEAGARDEN,DALLAS,75217,28,75,36,14
57905306,DALLAS ISD,SOLAR PREPARATO,3,INDEPENDENT,2617 N HENDERSON AVE,DALLAS,75206,6,81,64,38
57906102,DESOTO ISD,RUBY YOUNG ELEM,3,INDEPENDENT,707 N YOUNG BLVD,DESOTO,75115-4443,38,32,15,4
57906103,DESOTO ISD,NORTHSIDE ELEM.,3,,,,,26,33,9,0
57906106,DESOTO ISD,THE MEADOWS ELE,3,INDEPENDENT,1016 THE MEADOWS PKWY,DESOTO,75115-4210,25,42,22,6
57906107,DESOTO ISD,COCKRELL HILL E,3,INDEPENDENT,425 S COCKRELL HILL,DESOTO,75115-5311,30,49,20,10
57906108,DESOTO ISD,FRANK D. MOATES,3,INDEPENDENT,1500 HERITAGE DR,GLENN HEIGHTS,75154-8140,17,58,37,12
57906109,DESOTO ISD,WOODRIDGE ELEM.,3,INDEPENDENT,1001 WOODRIDGE,DESOTO,75115,35,84,43,15
57906112,DESOTO ISD,KATHERINE JOHNS,3,INDEPENDENT,1200 ACADEMY WAY,DESOTO,75115,23,53,25,10
57907101,DUNCANVILLE ISD,CENTRAL ELEM.,3,INDEPENDENT,302 E FREEMAN ST,DUNCANVILLE,75116-4813,20,83,49,26
57907102,DUNCANVILLE ISD,FAIRMEADOWS ELE,3,INDEPENDENT,101 E FAIRMEADOWS DR,DUNCANVILLE,75116-2711,16,55,31,8
57907103,DUNCANVILLE ISD,MERRIFIELD ELEM,3,INDEPENDENT,102 E VINYARD ST,DUNCANVILLE,75137-2355,43,53,21,7
57907104,DUNCANVILLE ISD,WILLIAM LEE HAS,3,INDEPENDENT,602 W CENTER ST,DUNCANVILLE,75116-3102,20,91,56,24
57907105,DUNCANVILLE ISD,S. GUS ALEXANDE,3,INDEPENDENT,510 SOFTWOOD DR,DUNCANVILLE,75137-3999,17,68,38,16
57907106,DUNCANVILLE ISD,CLINT Q. SMITH,3,INDEPENDENT,1010 BIG STONE GAP,DUNCANVILLE,75137-2124,15,40,19,6
57907107,DUNCANVILLE ISD,CHARLES ACTON E,3,INDEPENDENT,7095 W WHEATLAND RD,DALLAS,75249-1124,24,72,41,22
57907111,DUNCANVILLE ISD,C.J. AND ANNE H,3,INDEPENDENT,8441 FOX CREEK TRL,DALLAS,75249,34,47,25,14
57907112,DUNCANVILLE ISD,JAMES R. BILHAR,3,INDEPENDENT,6700 WANDT,DALLAS,75236,25,71,40,17
57909101,GARLAND ISD,BEAVER TECHNOLO,3,INDEPENDENT,3232 MARCH LN,GARLAND,75042-5466,7,81,62,35
57909102,GARLAND ISD,BULLOCK ELEM.,3,INDEPENDENT,3909 EDGEWOOD DR,GARLAND,75042-6999,6,74,49,32
57909103,GARLAND ISD,CALDWELL ELEM.,3,INDEPENDENT,3400 SATURN RD,GARLAND,75041-4398,20,65,27,11
57909105,GARLAND ISD,CENTERVILLE ELE,3,INDEPENDENT,600 KEEN DR,GARLAND,75041-3799,6,33,20,8
57909107,GARLAND ISD,COOPER ELEM.,3,INDEPENDENT,1200 KINGSBRIDGE DR,GARLAND,75040-3340,22,57,28,12
57909108,GARLAND ISD,DAUGHERTY ELEM.,3,INDEPENDENT,501 W MILLER RD,GARLAND,75041-1806,22,102,63,27
57909109,GARLAND ISD,FREEMAN ELEM.,3,INDEPENDENT,1220 WALNUT ST,GARLAND,75040-5698,10,31,10,4
57909110,GARLAND ISD,HANDLEY ELEM.,3,INDEPENDENT,3725 BROADWAY BLVD,GARLAND,75043-1612,14,51,35,19
57909111,GARLAND ISD,KIMBERLIN ACAD.,3,INDEPENDENT,1520 CUMBERLAND DR,GARLAND,75040-8099,3,81,75,61
57909112,GARLAND ISD,PARK CREST ELEM,3,INDEPENDENT,2232 PARK CREST DR,GARLAND,75041-1499,8,54,35,15
57909113,GARLAND ISD,SOUTHGATE ELEM.,3,INDEPENDENT,1115 MAYFIELD AVE,GARLAND,75041-5099,23,49,19,6
57909115,GARLAND ISD,WATSON TECHNOLO,3,INDEPENDENT,2601 DAIRY RD,GARLAND,75041-3599,13,87,67,43
57909116,GARLAND ISD,WEAVER ELEM.,3,INDEPENDENT,805 PLEASANT VLY RD,GARLAND,75040-4834,20,55,28,10
57909117,GARLAND ISD,WILLIAMS ELEM.,3,INDEPENDENT,1821 OLD GATE LN,GARLAND,75042-8399,9,32,16,7
57909119,GARLAND ISD,BRADFIELD ELEM.,3,INDEPENDENT,3817 BUCKNELL DR,GARLAND,75042-5306,9,45,28,11
57909120,GARLAND ISD,SHOREHAVEN ELEM,3,INDEPENDENT,600 SHOREHAVEN DR,GARLAND,75040-5777,5,13,8,5
57909121,GARLAND ISD,MONTCLAIR ELEM.,3,INDEPENDENT,5200 BROADMOOR DR,GARLAND,75043-5249,18,35,13,6
57909122,GARLAND ISD,WALNUT GLEN ACA,3,INDEPENDENT,3101 EDGEWOOD DR,GARLAND,75042-6345,3,66,61,46
57909123,GARLAND ISD,GOLDEN MEADOWS,3,INDEPENDENT,1726 TRAVIS ST,GARLAND,75042-5067,15,70,48,26
57909124,GARLAND ISD,HEATHER GLEN EL,3,INDEPENDENT,5119 HEATHER GLEN DR,GARLAND,75043-3017,22,61,37,17
57909125,GARLAND ISD,HILLSIDE ACAD.,3,INDEPENDENT,2014 DAIRY RD,GARLAND,75041-2099,8,75,61,43
57909126,GARLAND ISD,DAVIS ELEM.,3,INDEPENDENT,1621 MCCALLUM DR,GARLAND,75042-4837,12,80,57,28
57909127,GARLAND ISD,ROACH ELEM.,3,INDEPENDENT,1811 MAYFIELD AVE,GARLAND,75041-5296,4,34,22,7
57909128,GARLAND ISD,ETHRIDGE ELEM.,3,INDEPENDENT,2301 SAM HOUSTON DR,GARLAND,75044-7599,16,99,59,26
57909129,GARLAND ISD,CLASSICAL CENTE,3,INDEPENDENT,126 CREEKVIEW DR,GARLAND,75043-3501,11,78,58,33
57909132,GARLAND ISD,CLUB HILL ELEM.,3,INDEPENDENT,1330 COLONEL DR,GARLAND,75043-1304,23,60,29,11
57909133,GARLAND ISD,HICKMAN ELEM.,3,INDEPENDENT,3114 PINEWOOD DR,GARLAND,75044-5851,14,60,30,20
57909134,GARLAND ISD,NORTHLAKE ELEM.,3,INDEPENDENT,1626 BOSQUE DR,GARLAND,75040-5306,9,60,38,17
57909136,GARLAND ISD,TOLER ELEM.,3,INDEPENDENT,3520 GUTHRIE RD,GARLAND,75043-6220,23,66,37,16
57909137,GARLAND ISD,ROWLETT ELEM.,3,INDEPENDENT,3315 CARLA DR,ROWLETT,75088-5736,32,67,43,21
57909138,GARLAND ISD,SPRING CREEK EL,3,INDEPENDENT,1510 SPRING CREEK DR,GARLAND,75040-8533,18,60,43,27
57909139,GARLAND ISD,LUNA ELEM.,3,INDEPENDENT,1050 LOCHNESS RD,GARLAND,75044-3422,4,31,19,6
57909140,GARLAND ISD,BACK ELEM.,3,INDEPENDENT,7300 BLUEBONNET DR,ROWLETT,75088-6700,7,48,37,25
57909141,GARLAND ISD,SHUGART ELEM.,3,INDEPENDENT,4726 ROSEHILL RD,GARLAND,75043-1711,14,54,33,10
57909142,GARLAND ISD,HERFURTH ELEM.,3,INDEPENDENT,7500 MILLER RD,ROWLETT,75088-6603,6,34,22,15
57909143,GARLAND ISD,ABBETT ELEM.,3,INDEPENDENT,730 W MUIRFIELD RD,GARLAND,75044-4102,19,95,63,36
57909144,GARLAND ISD,KEELEY ELEM.,3,INDEPENDENT,8700 LIBERTY GROVE RD,ROWLETT,75089-2372,13,93,64,37
57909145,GARLAND ISD,ROBERT B. SEWEL,3,INDEPENDENT,4400 HUDSON PARK,SACHSE,75048-4630,17,91,60,34
57909146,GARLAND ISD,KATHERINE STEPH,3,INDEPENDENT,3700 CHEYENNE DR,ROWLETT,75088-5122,17,62,43,24
57909147,GARLAND ISD,VERNAL LISTER E,3,INDEPENDENT,3131 MARS DR,GARLAND,75040-3852,18,58,36,19
57909148,GARLAND ISD,NORMA DORSEY EL,3,INDEPENDENT,6200 DEXHAM RD,ROWLETT,75089-3245,14,91,61,34
57909154,GARLAND ISD,STEADHAM ELEM.,3,INDEPENDENT,6200 DANRIDGE RD,ROWLETT,75089,22,58,18,7
57909155,GARLAND ISD,JOHN W. ARMSTRO,3,INDEPENDENT,4750 BEN DAVIS RD,SACHSE,75048-4241,9,120,88,58
57909156,GARLAND ISD,NITA PEARSON EL,3,INDEPENDENT,5201 NITA PEARSON DR,ROWLETT,75088-8911,16,90,56,29
57909157,GARLAND ISD,GLEN COUCH ELEM,3,INDEPENDENT,4349 WATERHOUSE DR,GARLAND,75043-2061,30,38,17,8
57909158,GARLAND ISD,LIBERTY GROVE E,3,INDEPENDENT,10201 LIBERTY GROVE,ROWLETT,75089-2391,25,41,26,12
57909159,GARLAND ISD,GEORGE WASHINGT,3,INDEPENDENT,2200 WYNN JOYCE,GARLAND,75043-1439,23,74,40,21
57910101,GRAND PRAIRIE I,STEPHEN F. AUST,3,INDEPENDENT,815 N W 7TH ST,GRAND PRAIRIE,75050-3498,9,80,64,42
57910102,GRAND PRAIRIE I,JAMES BOWIE FIN,3,INDEPENDENT,425 ALICE DR,GRAND PRAIRIE,75051-1898,15,52,29,17
