CAMPUS,DNAME,CNAME,GRADE,District Type,School Street Address,School City,School Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
61902135,LEWISVILLE ISD,LIBERTY ELEM.,4,INDEPENDENT,4600 QUAIL RUN RD,FLOWER MOUND,75022-5017,5.0,92.0,69.0,50.0
61902136,LEWISVILLE ISD,CASTLE HILLS EL,4,INDEPENDENT,1025 HOLY GRAIL DR,LEWISVILLE,75056-5732,7.0,115.0,97.0,70.0
61902138,LEWISVILLE ISD,MARJORY VICKERY,4,INDEPENDENT,3301 WAGER RD,FLOWER MOUND,75028-1405,21.0,44.0,30.0,21.0
61902139,LEWISVILLE ISD,ROCKBROOK ELEM.,4,INDEPENDENT,2751 ROCKBROOK DR,LEWISVILLE,75067-4150,51.0,58.0,26.0,9.0
61902140,LEWISVILLE ISD,COYOTE RIDGE EL,4,INDEPENDENT,4520 MAUMEE DR,CARROLLTON,75010-1195,27.0,74.0,48.0,32.0
61902142,LEWISVILLE ISD,INDEPENDENCE EL,4,INDEPENDENT,2511 WINDHAVEN PKWY,LEWISVILLE,75056-5822,39.0,110.0,67.0,46.0
61902143,LEWISVILLE ISD,LEWISVILLE ELEM,4,INDEPENDENT,285 W COUNTRY RIDGE RD,LEWISVILLE,75067-7968,50.0,43.0,19.0,13.0
61903102,PILOT POINT ISD,PILOT POINT INT,4,INDEPENDENT,501 E CARROLL ST,PILOT POINT,76258-3752,38.0,64.0,38.0,21.0
61905102,KRUM ISD,BLANCHE DODD IN,4,INDEPENDENT,1200 BOBCAT BLVD,KRUM,76249-6908,67.0,98.0,47.0,21.0
61906101,PONDER ISD,PONDER ELEM.,4,INDEPENDENT,400 W BAILEY ST,PONDER,76259-0278,19.0,105.0,69.0,44.0
61907101,AUBREY ISD,HL BROCKETT,4,INDEPENDENT,900 CHESTNUT ST,AUBREY,76227-9117,7.0,81.0,59.0,30.0
61907102,AUBREY ISD,JAMES A. MONACO,4,INDEPENDENT,9350 CAPE COD BLVD,AUBREY,76227,29.0,69.0,36.0,15.0
61908101,SANGER ISD,CLEAR CREEK INT,4,INDEPENDENT,601 ELM ST,SANGER,76266-9635,39.0,65.0,41.0,19.0
61908104,SANGER ISD,BUTTERFIELD ELE,4,INDEPENDENT,601 ELM ST,SANGER,76266-9635,17.0,68.0,50.0,38.0
61910042,ARGYLE ISD,ARGYLE INTERMED,4,INDEPENDENT,800 EAGLE DR,ARGYLE,76226,16.0,199.0,151.0,89.0
61911101,NORTHWEST ISD,HASLET ELEM.,4,INDEPENDENT,501 SCHOOLHOUSE RD,HASLET,76052-0184,14.0,62.0,44.0,33.0
61911102,NORTHWEST ISD,JUSTIN ELEM.,4,INDEPENDENT,425 BOSS RANGE RD,JUSTIN,76247-9709,15.0,93.0,60.0,43.0
61911106,NORTHWEST ISD,LAKEVIEW ELEM.,4,INDEPENDENT,100 VILLAGE TRL,ROANOKE,76262-8398,8.0,94.0,79.0,67.0
61911107,NORTHWEST ISD,ROANOKE ELEM.,4,INDEPENDENT,1401 LANCELOT,ROANOKE,76262,8.0,98.0,63.0,43.0
61911108,NORTHWEST ISD,SEVEN HILLS ELE,4,INDEPENDENT,654 FM 3433,RHOME,76078-0227,32.0,53.0,39.0,27.0
61911109,NORTHWEST ISD,SAMUEL BECK ELE,4,INDEPENDENT,401 PARKVIEW DR,TROPHY CLUB,76262-8398,9.0,128.0,104.0,77.0
61911110,NORTHWEST ISD,W.R. HATFIELD E,4,INDEPENDENT,2051 TEXAN DR,JUSTIN,76247,11.0,55.0,35.0,23.0
61911111,NORTHWEST ISD,PRAIRIE VIEW EL,4,INDEPENDENT,609 FM 3433,RHOME,76078-0227,20.0,65.0,35.0,18.0
61911112,NORTHWEST ISD,SONNY AND ALLEG,4,INDEPENDENT,701 TIERRA VISTA WAY,FORT WORTH,76131,29.0,74.0,42.0,28.0
61911113,NORTHWEST ISD,J. LYNDAL HUGHE,4,INDEPENDENT,13824 LOST SPURS RD,ROANOKE,76262,13.0,84.0,57.0,28.0
61911114,NORTHWEST ISD,KAY GRANGER ELE,4,INDEPENDENT,12771 SARATOGA SPRINGS CIR,KELLER,76248,16.0,105.0,84.0,58.0
61911115,NORTHWEST ISD,SENDERA RANCH E,4,INDEPENDENT,1216 DIAMOND BACK,HASLET,76052,36.0,69.0,44.0,28.0
61911116,NORTHWEST ISD,O.A. PETERSON,4,INDEPENDENT,2000 WINTER HAWK DR,FORT WORTH,76177,24.0,85.0,59.0,39.0
61911117,NORTHWEST ISD,CLARA LOVE ELEM,4,INDEPENDENT,16301 ELEMENTARY DR,JUSTIN,76247,31.0,95.0,67.0,42.0
61911118,NORTHWEST ISD,J.C. THOMPSON E,4,INDEPENDENT,440 WISHBONE LN,HASLET,76052,20.0,71.0,46.0,29.0
61911119,NORTHWEST ISD,CARL E. SCHLUTE,4,INDEPENDENT,1220 MESA CREST DR,HASLET,76052,47.0,96.0,62.0,42.0
61911120,NORTHWEST ISD,WAYNE A. COX EL,4,INDEPENDENT,1100 LITSEY RD,ROANOKE,76262,21.0,89.0,62.0,40.0
61911121,NORTHWEST ISD,LIZZIE CURTIS E,4,INDEPENDENT,P O BOX 77070,FORT WORTH,76177-0070,28.0,44.0,33.0,21.0
61912101,LAKE DALLAS ISD,LAKE DALLAS ELE,4,INDEPENDENT,P O BOX 548,LAKE DALLAS,75065-0548,26.0,86.0,59.0,36.0
61912103,LAKE DALLAS ISD,CORINTH ELEM.,4,INDEPENDENT,P O BOX 548,LAKE DALLAS,75065-0548,34.0,74.0,46.0,22.0
61912105,LAKE DALLAS ISD,SHADY SHORES EL,4,INDEPENDENT,P O BOX 548,LAKE DALLAS,75065,33.0,53.0,23.0,13.0
61914042,LITTLE ELM ISD,PRESTWICK K-8 S,4,INDEPENDENT,3101 STONEFIELD DR,THE COLONY,75065,18.0,69.0,50.0,33.0
61914103,LITTLE ELM ISD,D.H. BRENT ELEM,4,INDEPENDENT,500 WITT RD,LITTLE ELM,75068,47.0,70.0,44.0,29.0
61914104,LITTLE ELM ISD,CESAR CHAVEZ EL,4,INDEPENDENT,2600 HART RD,LITTLE ELM,75068,54.0,45.0,17.0,8.0
61914105,LITTLE ELM ISD,HACKBERRY ELEM.,4,INDEPENDENT,7200 SNUG HARBOR,FRISCO,75034,33.0,63.0,42.0,30.0
61914107,LITTLE ELM ISD,LAKEVIEW ELEM.,4,INDEPENDENT,1800 WATERSIDE,LITTLE ELM,75068,27.0,72.0,38.0,23.0
61914108,LITTLE ELM ISD,OAK POINT ELEM.,4,INDEPENDENT,401 SHAHAN PRAIRIE,OAK POINT,75068,45.0,70.0,34.0,15.0
62901042,CUERO ISD,HUNT ELEM.,4,INDEPENDENT,550 INDUSTRIAL BLVD,CUERO,77954,37.0,90.0,42.0,20.0
62902001,NORDHEIM ISD,NORDHEIM SCHOOL,4,INDEPENDENT,500 N BROADWAY,NORDHEIM,78141,4.0,7.0,3.0,0.0
62903102,YOAKUM ISD,YOAKUM INTERMED,4,INDEPENDENT,P O BOX 737,YOAKUM,77995-3999,8.0,109.0,58.0,31.0
62904102,YORKTOWN ISD,YORKTOWN ELEM.,4,INDEPENDENT,P O BOX 487,YORKTOWN,78164-0487,16.0,27.0,8.0,6.0
62905101,WESTHOFF ISD,WESTHOFF ELEM.,4,INDEPENDENT,244 LYNCH AVE,WESTHOFF,77994-0038,0.0,8.0,7.0,2.0
62906101,MEYERSVILLE ISD,MEYERSVILLE ELE,4,INDEPENDENT,P O BOX 1,MEYERSVILLE,77974-0001,0.0,14.0,10.0,6.0
63903001,SPUR ISD,SPUR SCHOOL,4,INDEPENDENT,P O BOX 550,SPUR,79370-0550,6.0,11.0,8.0,5.0
63906001,PATTON SPRINGS,PATTON SPRINGS,4,INDEPENDENT,P O BOX 32,AFTON,79220-0032,4.0,6.0,5.0,3.0
64903103,CARRIZO SPRINGS,CARRIZO SPRINGS,4,INDEPENDENT,300 N 7TH ST,CARRIZO SPRINGS,78834,52.0,98.0,43.0,25.0
65901101,CLARENDON ISD,CLARENDON ELEM.,4,INDEPENDENT,P O BOX 610,CLARENDON,79226-0610,2.0,32.0,16.0,10.0
65902001,HEDLEY ISD,HEDLEY SCHOOL,4,INDEPENDENT,P O BOX 69,HEDLEY,79237-0069,0.0,10.0,8.0,7.0
66005101,RAMIREZ CSD,RAMIREZ ELEM.,4,COMMON,10492 SCHOOL ST,REALITOS,78376-2644,,,,
66901041,BENAVIDES ISD,BENAVIDES ELEM.,4,INDEPENDENT,P O DRAWER P,BENAVIDES,78341-0916,4.0,15.0,5.0,2.0
66902101,SAN DIEGO ISD,COLLINS-PARR EL,4,INDEPENDENT,609 W LABBE AVE,SAN DIEGO,78384-3499,62.0,53.0,21.0,12.0
66903102,FREER ISD,NORMAN M. THOMA,4,INDEPENDENT,P O BOX 240,FREER,78357-0240,38.0,29.0,9.0,2.0
67902101,CISCO ISD,CISCO ELEM.,4,INDEPENDENT,P O BOX 1645,CISCO,76437-1645,15.0,45.0,26.0,14.0
67903101,EASTLAND ISD,SIEBERT ELEM.,4,INDEPENDENT,P O BOX 31,EASTLAND,76448-0031,29.0,48.0,27.0,14.0
67904101,GORMAN ISD,MAXFIELD ELEM.,4,INDEPENDENT,P O BOX 8,GORMAN,76454-0008,14.0,19.0,3.0,0.0
67907101,RANGER ISD,RANGER ELEM.,4,INDEPENDENT,1842 LOOP 254 E,RANGER,76470-9802,12.0,6.0,1.0,0.0
67908101,RISING STAR ISD,RISING STAR ELE,4,INDEPENDENT,P O BOX 37,RISING STAR,76471-5193,2.0,7.0,4.0,1.0
68802001,COMPASS ACADEMY,COMPASS ACAD. C,4,CHARTER,5530 BILLY HEXT RD,ODESSA,79765,14.0,105.0,74.0,44.0
68803001,UTPB STEM ACADE,UTPB STEM ACAD.,4,CHARTER,4901 E UNIVERSITY BLVD,ODESSA,79762,39.0,37.0,14.0,4.0
68901101,ECTOR COUNTY IS,GALE POND ALAMO,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,19.0,41.0,31.0,20.0
68901102,ECTOR COUNTY IS,AUSTIN MONTESSO,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,5.0,45.0,20.0,9.0
68901103,ECTOR COUNTY IS,BURLESON ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,44.0,40.0,19.0,12.0
68901104,ECTOR COUNTY IS,BURNET ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,43.0,57.0,23.0,12.0
68901105,ECTOR COUNTY IS,CAMERON DUAL LA,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,6.0,32.0,21.0,14.0
68901107,ECTOR COUNTY IS,DOWLING ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,49.0,45.0,18.0,3.0
68901110,ECTOR COUNTY IS,GOLIAD ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,34.0,63.0,36.0,13.0
68901111,ECTOR COUNTY IS,GONZALES ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,22.0,65.0,41.0,20.0
68901112,ECTOR COUNTY IS,ELEM. MAGNET AT,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,4.0,52.0,22.0,15.0
68901113,ECTOR COUNTY IS,SAM HOUSTON ELE,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,57.0,40.0,12.0,7.0
68901114,ECTOR COUNTY IS,IRELAND ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,54.0,56.0,34.0,15.0
68901116,ECTOR COUNTY IS,ELEM. MAGNET AT,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,21.0,57.0,32.0,18.0
68901118,ECTOR COUNTY IS,ELEM. MAGNET AT,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,0.0,99.0,87.0,62.0
68901119,ECTOR COUNTY IS,ROSS ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,47.0,20.0,6.0,0.0
68901121,ECTOR COUNTY IS,SAN JACINTO ELE,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,11.0,62.0,45.0,18.0
68901122,ECTOR COUNTY IS,ELEM. MAGNET AT,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,49.0,58.0,24.0,9.0
68901124,ECTOR COUNTY IS,NOEL ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,74.0,103.0,35.0,12.0
68901125,ECTOR COUNTY IS,BLANTON ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,35.0,51.0,21.0,11.0
68901126,ECTOR COUNTY IS,MURRY FLY ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,18.0,98.0,61.0,37.0
68901127,ECTOR COUNTY IS,ELEM. MAGNET AT,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,49.0,37.0,13.0,5.0
68901128,ECTOR COUNTY IS,L.B. JOHNSON EL,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,43.0,77.0,30.0,17.0
68901129,ECTOR COUNTY IS,BARBARA JORDAN,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,40.0,94.0,56.0,28.0
68901130,ECTOR COUNTY IS,LAURO CAVAZOS E,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,43.0,76.0,41.0,15.0
68901131,ECTOR COUNTY IS,EDWARD K. DOWNI,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,69.0,66.0,28.0,14.0
68901132,ECTOR COUNTY IS,G.E. 'BUDDY' WE,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,30.0,54.0,22.0,11.0
68901133,ECTOR COUNTY IS,LEE BUICE ELEM.,4,INDEPENDENT,P O BOX 3912,ODESSA,79760-3912,20.0,105.0,58.0,35.0
69901001,ROCKSPRINGS ISD,ROCKSPRINGS K-1,4,INDEPENDENT,P O BOX 157,ROCKSPRINGS,78880-0157,11.0,5.0,1.0,1.0
69902101,NUECES CANYON C,NUECES CANYON E,4,INDEPENDENT,P O BOX 118,BARKSDALE,78828-0118,14.0,11.0,3.0,1.0
70801002,WAXAHACHIE FAIT,OAK CLIFF FAITH,4,CHARTER,1620 FALCON DR,DESOTO,75115,77.0,28.0,15.0,10.0
70801041,WAXAHACHIE FAIT,FAITH FAMILY MA,4,CHARTER,1620 FALCON DR,DESOTO,75115,13.0,7.0,2.0,0.0
70901001,AVALON ISD,AVALON SCHOOL,4,INDEPENDENT,P O BOX 455,AVALON,76623-0455,14.0,14.0,5.0,3.0
70903043,ENNIS ISD,DORIE MILLER IN,4,INDEPENDENT,2200 W LAMPASAS,ENNIS,75119,36.0,146.0,99.0,70.0
70903105,ENNIS ISD,JACK LUMMUS INT,4,INDEPENDENT,501 N CLAY ST,ENNIS,75119-8038,52.0,149.0,78.0,52.0
70905104,FERRIS ISD,FERRIS INTERMED,4,INDEPENDENT,P O BOX 447,FERRIS,75125-0447,75.0,126.0,66.0,36.0
70907101,ITALY ISD,STAFFORD ELEM.,4,INDEPENDENT,300 S COLLEGE,ITALY,76651,10.0,36.0,19.0,4.0
70908103,MIDLOTHIAN ISD,IRVIN ELEM.,4,INDEPENDENT,600 S 5TH ST,MIDLOTHIAN,76065-3148,20.0,41.0,29.0,20.0
70908104,MIDLOTHIAN ISD,T.E. BAXTER ELE,4,INDEPENDENT,1050 PARK PL,MIDLOTHIAN,76065-5198,31.0,59.0,38.0,20.0
70908105,MIDLOTHIAN ISD,LONGBRANCH ELEM,4,INDEPENDENT,6631 F M 1387,MIDLOTHIAN,76065-5223,11.0,89.0,69.0,55.0
70908106,MIDLOTHIAN ISD,MOUNT PEAK ELEM,4,INDEPENDENT,5201 F M 663,MIDLOTHIAN,76065-6453,8.0,97.0,76.0,54.0
70908107,MIDLOTHIAN ISD,J.A. VITOVSKY E,4,INDEPENDENT,333 CHURCH ST,MIDLOTHIAN,76065,33.0,62.0,29.0,21.0
70908108,MIDLOTHIAN ISD,LARUE MILLER EL,4,INDEPENDENT,2800 SUDITH LN,MIDLOTHIAN,76065,20.0,96.0,74.0,42.0
70908109,MIDLOTHIAN ISD,DOLORES MCCLATC,4,INDEPENDENT,6631 SHILOH RD,MIDLOTHIAN,76065,19.0,81.0,61.0,45.0
70909001,MILFORD ISD,MILFORD SCHOOL,4,INDEPENDENT,P O BOX 545,MILFORD,76670-0545,11.0,4.0,1.0,0.0
70910101,PALMER ISD,PALMER ELEM.,4,INDEPENDENT,P O BOX 790,PALMER,75152-0790,34.0,78.0,56.0,36.0
70911101,RED OAK ISD,RED OAK ELEM.,4,INDEPENDENT,P O BOX 9000,RED OAK,75154-9000,39.0,60.0,27.0,15.0
70911102,RED OAK ISD,WOODEN ELEM.,4,INDEPENDENT,P O BOX 9000,RED OAK,75154-9000,16.0,93.0,69.0,47.0
70911103,RED OAK ISD,EASTRIDGE ELEM.,4,INDEPENDENT,P O BOX 9000,RED OAK,75154-9000,14.0,47.0,34.0,30.0
70911105,RED OAK ISD,SHIELDS ELEM.,4,INDEPENDENT,P O BOX 9000,RED OAK,75154-9000,25.0,67.0,33.0,12.0
70911107,RED OAK ISD,RUSSELL P. SCHU,4,INDEPENDENT,P O BOX 9000,RED OAK,75154-9000,17.0,42.0,22.0,12.0
70912104,WAXAHACHIE ISD,NORTHSIDE ELEM.,4,INDEPENDENT,801 BROWN ST,WAXAHACHIE,75165-3007,25.0,50.0,30.0,16.0
70912106,WAXAHACHIE ISD,DUNAWAY ELEM.,4,INDEPENDENT,600 S HWY 77 S,WAXAHACHIE,75165,18.0,54.0,29.0,11.0
70912107,WAXAHACHIE ISD,SHACKELFORD ELE,4,INDEPENDENT,1001 BUTCHER RD,WAXAHACHIE,75165,12.0,82.0,62.0,41.0
70912108,WAXAHACHIE ISD,WEDGEWORTH ELEM,4,INDEPENDENT,405 SOLON RD,WAXAHACHIE,75165,34.0,82.0,38.0,21.0
70912110,WAXAHACHIE ISD,MARGARET L. FEL,4,INDEPENDENT,231 PARK PL BLVD,WAXAHACHIE,75165,15.0,75.0,55.0,31.0
70912111,WAXAHACHIE ISD,OLIVER E. CLIFT,4,INDEPENDENT,650 PARKS SCHOOL HOUSE RD,WAXAHACHIE,75165,25.0,71.0,33.0,19.0
70912112,WAXAHACHIE ISD,MARVIN ELEM.,4,INDEPENDENT,110 BROWN ST,WAXAHACHIE,75165,20.0,44.0,25.0,15.0
70912114,WAXAHACHIE ISD,WILEMON STEAM A,4,INDEPENDENT,600 W SECOND ST,WAXAHACHIE,75165,12.0,46.0,30.0,16.0
70915101,MAYPEARL ISD,LORENE SMITH KI,4,INDEPENDENT,P O BOX 40,MAYPEARL,76064-0040,16.0,69.0,47.0,26.0
71801001,BURNHAM WOOD CH,HOWARD BURNHAM,4,CHARTER,7310 BISHOP FLORES DR,EL PASO,79912-1429,25.0,54.0,38.0,22.0
71806002,HARMONY SCIENCE,HARMONY SCHOOL,4,CHARTER,5210 FAIRBANKS DR,EL PASO,79924,30.0,69.0,42.0,19.0
71806004,HARMONY SCIENCE,HARMONY SCIENCE,4,CHARTER,1516 53RD ST,LUBBOCK,79412,8.0,31.0,19.0,9.0
71806005,HARMONY SCIENCE,HARMONY SCIENCE,4,CHARTER,2755 N GRANDVIEW AVE,ODESSA,79762,10.0,42.0,17.0,10.0
71806006,HARMONY SCIENCE,HARMONY SCHOOL,4,CHARTER,9435 BETEL DR,EL PASO,79907,35.0,73.0,35.0,28.0
71807101,LA FE PREPARATO,LA FE PREPARATO,4,CHARTER,616 E FATHER RAHM AVE,EL PASO,79901,6.0,5.0,3.0,0.0
71809001,VISTA DEL FUTUR,VISTA DEL FUTUR,4,CHARTER,7310 BISHOP FLORES,EL PASO,79912,6.0,40.0,24.0,15.0
71901101,CLINT ISD,WILLIAM DAVID S,4,INDEPENDENT,14521 HORIZON BLVD,EL PASO,79928,50.0,112.0,70.0,35.0
71901102,CLINT ISD,RED SANDS ELEM.,4,INDEPENDENT,14521 HORIZON BLVD,EL PASO,79928,29.0,82.0,51.0,30.0
71901103,CLINT ISD,DESERT HILLS EL,4,INDEPENDENT,14521 HORIZON BLVD,EL PASO,79928,38.0,132.0,94.0,50.0
71901104,CLINT ISD,MONTANA VISTA E,4,INDEPENDENT,14521 HORIZON BLVD,EL PASO,79928,34.0,66.0,41.0,26.0
71901105,CLINT ISD,FRANK MACIAS EL,4,INDEPENDENT,14521 HORIZON BLVD,EL PASO,79928,49.0,111.0,66.0,29.0
71901106,CLINT ISD,CARROLL T. WELC,4,INDEPENDENT,14521 HORIZON BLVD,EL PASO,79928,43.0,73.0,36.0,18.0
71902102,EL PASO ISD,ALTA VISTA ELEM,4,,,,,10.0,14.0,4.0,2.0
71902103,EL PASO ISD,AOY ELEM.,4,INDEPENDENT,901 S CAMPBELL ST,EL PASO,79901-3397,0.0,20.0,15.0,8.0
71902104,EL PASO ISD,BEALL ELEM.,4,,,,,14.0,16.0,7.0,2.0
71902105,EL PASO ISD,BLISS ELEM.,4,INDEPENDENT,4401 SHERIDAN RD,EL PASO,79906-3400,12.0,36.0,15.0,10.0
71902106,EL PASO ISD,BONHAM ELEM.,4,INDEPENDENT,7024 CIELO VISTA DR,EL PASO,79925-2208,4.0,17.0,10.0,4.0
71902107,EL PASO ISD,BURLESON ELEM.,4,,,,,10.0,30.0,17.0,8.0
71902109,EL PASO ISD,CLARDY ELEM.,4,INDEPENDENT,5508 DELTA DR,EL PASO,79905-5199,16.0,35.0,21.0,11.0
71902110,EL PASO ISD,COLDWELL ELEM.,4,INDEPENDENT,4101 ALTURA AVE,EL PASO,79903-1499,8.0,49.0,26.0,18.0
71902111,EL PASO ISD,COOLEY ELEM.,4,INDEPENDENT,107 N COLLINGSWORTH ST,EL PASO,79905-3010,6.0,51.0,23.0,9.0
71902112,EL PASO ISD,CROCKETT ELEM.,4,INDEPENDENT,3200 WHEELING AVE,EL PASO,79930-4399,23.0,36.0,14.0,4.0
71902113,EL PASO ISD,CROSBY ELEM.,4,INDEPENDENT,5411 WREN AVE,EL PASO,79924-6699,25.0,34.0,13.0,5.0
71902114,EL PASO ISD,DOUGLASS ELEM.,4,INDEPENDENT,101 S EUCALYPTUS ST,EL PASO,79905-4097,2.0,15.0,10.0,4.0
71902115,EL PASO ISD,DOWELL ELEM.,4,INDEPENDENT,5249 BASTILLE AVE,EL PASO,79924-4619,22.0,32.0,9.0,4.0
71902116,EL PASO ISD,FANNIN ELEM.,4,INDEPENDENT,5425 SALEM DR,EL PASO,79924-1899,21.0,52.0,30.0,12.0
71902118,EL PASO ISD,HART ELEM.,4,INDEPENDENT,1110 S PARK ST,EL PASO,79901-3536,23.0,20.0,10.0,5.0
71902119,EL PASO ISD,HAWKINS ELEM.,4,INDEPENDENT,5816 STEPHENSON AVE,EL PASO,79905-1895,1.0,44.0,26.0,14.0
71902121,EL PASO ISD,HILLSIDE ELEM.,4,INDEPENDENT,4500 CLIFTON AVE,EL PASO,79903-3197,8.0,43.0,27.0,13.0
71902123,EL PASO ISD,HUGHEY ELEM.,4,INDEPENDENT,6201 HUGHEY,EL PASO,79925-1890,10.0,60.0,40.0,23.0
71902125,EL PASO ISD,LAMAR ELEM.,4,INDEPENDENT,1440 E CLIFF DR,EL PASO,79902-2835,3.0,42.0,39.0,17.0
71902128,EL PASO ISD,LOGAN ELEM.,4,INDEPENDENT,3200 ELLERTHORPE AVE,EL PASO,79904-4299,31.0,33.0,18.0,9.0
71902129,EL PASO ISD,MACARTHUR ELEM.,4,INDEPENDENT,8101 WHITUS DR,EL PASO,79925-5099,19.0,50.0,31.0,20.0
71902130,EL PASO ISD,MESITA ELEM.,4,INDEPENDENT,3307 N STANTON,EL PASO,79902-2009,41.0,101.0,59.0,35.0
71902131,EL PASO ISD,MILAM ELEM.,4,INDEPENDENT,5000 LUKE ST,EL PASO,79908-3240,15.0,79.0,47.0,25.0
71902133,EL PASO ISD,NEWMAN ELEM.,4,INDEPENDENT,10275 ALCAN DR,EL PASO,79924-3499,28.0,47.0,25.0,12.0
71902134,EL PASO ISD,PARK ELEM.,4,INDEPENDENT,3601 EDGAR PARK AVE,EL PASO,79904-2699,13.0,65.0,41.0,22.0
71902135,EL PASO ISD,PUTNAM ELEM.,4,INDEPENDENT,6508 FIESTA DR,EL PASO,79912-5030,10.0,27.0,20.0,16.0
71902136,EL PASO ISD,ROBERTS ELEM.,4,INDEPENDENT,341 THORN DR,EL PASO,79932-1598,6.0,35.0,23.0,15.0
71902138,EL PASO ISD,RUSK ELEM.,4,INDEPENDENT,3601 COPIA ST,EL PASO,79930-4796,3.0,21.0,15.0,8.0
71902140,EL PASO ISD,SCHUSTER ELEM.,4,,,,,15.0,23.0,9.0,5.0
71902141,EL PASO ISD,STANTON ELEM.,4,INDEPENDENT,5414 HONDO PASS DR,EL PASO,79924-7299,16.0,36.0,19.0,9.0
71902142,EL PASO ISD,COLLINS ELEM.,4,INDEPENDENT,4860 TROPICANA AVE,EL PASO,79924-3256,14.0,56.0,37.0,24.0
71902143,EL PASO ISD,TRAVIS ELEM.,4,INDEPENDENT,5000 N STEVENS ST,EL PASO,79930-6034,23.0,23.0,10.0,3.0
71902146,EL PASO ISD,WESTERN HILLS E,4,INDEPENDENT,530 THUNDERBIRD DR,EL PASO,79912-3397,11.0,54.0,35.0,21.0
71902147,EL PASO ISD,ZACH WHITE ELEM,4,INDEPENDENT,4256 ROXBURG DR,EL PASO,79922-1299,16.0,44.0,28.0,18.0
71902148,EL PASO ISD,ZAVALA ELEM.,4,INDEPENDENT,51 N HAMMETT ST,EL PASO,79905-2596,2.0,19.0,5.0,3.0
71902149,EL PASO ISD,CLENDENIN ELEM.,4,INDEPENDENT,2701 HARRISON AVE,EL PASO,79930-2402,8.0,49.0,33.0,19.0
71902150,EL PASO ISD,LEE ELEM.,4,INDEPENDENT,7710 PANDORA ST,EL PASO,79904-3899,18.0,48.0,24.0,14.0
71902151,EL PASO ISD,CIELO VISTA ELE,4,INDEPENDENT,9000 BASIL CT,EL PASO,79925-4021,5.0,47.0,34.0,18.0
71902153,EL PASO ISD,WHITAKER ELEM.,4,INDEPENDENT,4700 RUTHERFORD DR,EL PASO,79924-6905,29.0,38.0,20.0,14.0
71902155,EL PASO ISD,JOHNSON ELEM.,4,INDEPENDENT,499 CABARET DR,EL PASO,79912-5498,10.0,26.0,12.0,5.0
71902156,EL PASO ISD,RIVERA ELEM.,4,INDEPENDENT,6445 ESCONDIDO DR,EL PASO,79912-2995,9.0,39.0,23.0,11.0
71902158,EL PASO ISD,BRADLEY ELEM.,4,INDEPENDENT,5330 SWEETWATER DR,EL PASO,79924-1238,21.0,40.0,24.0,13.0
71902159,EL PASO ISD,POLK ELEM.,4,INDEPENDENT,940 BELVIDERE ST,EL PASO,79912-2425,14.0,91.0,73.0,50.0
71902160,EL PASO ISD,MITZI BOND ELEM,4,INDEPENDENT,250 LINDBERG AVE,EL PASO,79932-2114,7.0,85.0,64.0,42.0
71902161,EL PASO ISD,NIXON ELEM.,4,INDEPENDENT,11141 LOMA ROJA,EL PASO,79934-0100,29.0,62.0,35.0,17.0
71902162,EL PASO ISD,GREEN ELEM.,4,INDEPENDENT,5430 BUCKLEY DR,EL PASO,79912-6421,5.0,40.0,27.0,20.0
71902163,EL PASO ISD,GUERRERO ELEM.,4,INDEPENDENT,7530 LAKEHURST RD,EL PASO,79912-0100,8.0,55.0,34.0,25.0
71902165,EL PASO ISD,BARRON ELEM.,4,INDEPENDENT,11155 WHITEY FORD ST,EL PASO,79934,30.0,30.0,11.0,5.0
71902166,EL PASO ISD,KOHLBERG ELEM.,4,INDEPENDENT,1445 NARDO ODMAN,EL PASO,79912-8460,18.0,70.0,49.0,27.0
