CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level Hispanic,Below Grade Level Asian,Below Grade Level Black,Below Grade Level White,Approach Grade Level Hispanic,Approach Grade Level Asian,Approach Grade Level Black,Approach Grade Level White,Meet Grade Level Hispanic,Meet Grade Level Asian,Meet Grade Level Black,Meet Grade Level White,Master Grade Level Hispanic,Master Grade Level Asian,Master Grade Level Black,Master Grade Level White
21805101,ARROW ACADEMY,ARROW ACAD. - L,3,CHARTER,11600 W AIRPORT BLVD,MEADOWS PLACE,77477,0.0,0.0,4.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0
21805102,ARROW ACADEMY,ARROW ACAD. - H,3,CHARTER,17770 IMPERIAL VALLEY DR,HOUSTON,77060,3.0,0.0,5.0,4.0,4.0,0.0,15.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0
21805105,ARROW ACADEMY,ARROW ACAD. - C,3,CHARTER,2113 CYPRESS LANDING DR,HOUSTON,77090,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0
21901101,COLLEGE STATION,SOUTH KNOLL ELE,3,INDEPENDENT,1220 BOSWELL ST,COLLEGE STATION,77840-4398,5.0,0.0,13.0,5.0,26.0,7.0,12.0,31.0,9.0,5.0,2.0,22.0,3.0,5.0,1.0,12.0
21901102,COLLEGE STATION,COLLEGE HILLS E,3,INDEPENDENT,1101 WILLIAMS ST,COLLEGE STATION,77840-2599,13.0,0.0,16.0,3.0,25.0,0.0,13.0,40.0,12.0,0.0,6.0,32.0,4.0,0.0,1.0,21.0
21901104,COLLEGE STATION,SOUTHWOOD VALLE,3,INDEPENDENT,2700 BROTHERS BLVD,COLLEGE STATION,77845-5330,6.0,0.0,7.0,4.0,23.0,0.0,8.0,32.0,15.0,0.0,2.0,20.0,5.0,0.0,0.0,16.0
21901105,COLLEGE STATION,ROCK PRAIRIE EL,3,INDEPENDENT,3400 WELSH AVE,COLLEGE STATION,77845-7900,0.0,0.0,0.0,2.0,8.0,14.0,14.0,44.0,5.0,14.0,9.0,38.0,1.0,13.0,3.0,31.0
21901107,COLLEGE STATION,PEBBLE CREEK EL,3,INDEPENDENT,200 PARKVIEW DR,COLLEGE STATION,77845-8956,1.0,0.0,0.0,2.0,5.0,0.0,0.0,62.0,2.0,0.0,0.0,55.0,2.0,0.0,0.0,28.0
21901108,COLLEGE STATION,FOREST RIDGE,3,INDEPENDENT,1950 GREENS PRAIRIE RD W,COLLEGE STATION,77845,4.0,1.0,6.0,2.0,12.0,11.0,5.0,79.0,11.0,8.0,2.0,59.0,6.0,8.0,2.0,36.0
21901109,COLLEGE STATION,CREEK VIEW ELEM,3,INDEPENDENT,1001 EAGLE AVE,COLLEGE STATION,77845,5.0,1.0,13.0,5.0,15.0,6.0,10.0,53.0,7.0,5.0,1.0,36.0,2.0,3.0,0.0,18.0
21901110,COLLEGE STATION,GREENS PRAIRIE,3,INDEPENDENT,4315 GREENS PRAIRIE TRAIL,COLLEGE STATION,77845,0.0,0.0,4.0,7.0,16.0,0.0,8.0,112.0,8.0,0.0,3.0,84.0,4.0,0.0,2.0,48.0
21901111,COLLEGE STATION,SPRING CREEK EL,3,INDEPENDENT,2450 BREWSTER DR,COLLEGE STATION,77845,5.0,1.0,1.0,9.0,11.0,12.0,7.0,76.0,5.0,11.0,3.0,54.0,2.0,9.0,0.0,30.0
21902101,BRYAN ISD,KEMP-CARVER ELE,3,INDEPENDENT,750 BRUIN TRACE,BRYAN,77803,6.0,0.0,8.0,1.0,45.0,0.0,13.0,5.0,26.0,0.0,6.0,3.0,14.0,0.0,3.0,1.0
21902103,BRYAN ISD,BONHAM ELEM.,3,INDEPENDENT,3100 WILKES DR,BRYAN,77803-0898,7.0,0.0,1.0,1.0,59.0,0.0,5.0,15.0,36.0,0.0,2.0,9.0,18.0,0.0,1.0,4.0
21902105,BRYAN ISD,CROCKETT ELEM.,3,INDEPENDENT,401 ELM,BRYAN,77801-3118,6.0,0.0,4.0,3.0,22.0,0.0,13.0,6.0,13.0,0.0,8.0,0.0,5.0,0.0,3.0,0.0
21902106,BRYAN ISD,FANNIN ELEM.,3,INDEPENDENT,1200 BAKER AVE,BRYAN,77803-4799,9.0,0.0,5.0,0.0,48.0,0.0,13.0,6.0,27.0,0.0,4.0,1.0,10.0,0.0,0.0,1.0
21902107,BRYAN ISD,HENDERSON ELEM.,3,INDEPENDENT,801 MATOUS DR,BRYAN,77802-1826,16.0,0.0,2.0,1.0,70.0,0.0,5.0,6.0,24.0,0.0,1.0,6.0,11.0,0.0,0.0,4.0
21902108,BRYAN ISD,JOHNSON ELEM.,3,INDEPENDENT,3800 OAK HILL DR,BRYAN,77802-4625,9.0,0.0,2.0,7.0,27.0,0.0,5.0,27.0,13.0,0.0,1.0,18.0,6.0,0.0,0.0,10.0
21902110,BRYAN ISD,SUL ROSS ELEM.,3,INDEPENDENT,3300 PKWY TER,BRYAN,77802-3760,11.0,0.0,17.0,0.0,23.0,0.0,14.0,18.0,12.0,0.0,3.0,15.0,7.0,0.0,2.0,9.0
21902112,BRYAN ISD,SAM HOUSTON ELE,3,INDEPENDENT,4501 CANTERBURY,BRYAN,77802-5908,0.0,0.0,0.0,4.0,10.0,0.0,0.0,43.0,5.0,0.0,0.0,28.0,1.0,0.0,0.0,13.0
21902113,BRYAN ISD,NAVARRO ELEM.,3,INDEPENDENT,4619 NORTHWOOD DR,BRYAN,77803-0499,4.0,0.0,3.0,0.0,48.0,0.0,8.0,9.0,24.0,0.0,4.0,6.0,11.0,0.0,0.0,5.0
21902114,BRYAN ISD,MARY BRANCH ELE,3,INDEPENDENT,2040 W VILLA MARIA RD,BRYAN,77807-4819,4.0,0.0,12.0,0.0,34.0,0.0,14.0,19.0,16.0,0.0,6.0,11.0,5.0,0.0,1.0,3.0
21902115,BRYAN ISD,ANSON JONES ELE,3,INDEPENDENT,1400 PECAN ST,BRYAN,77803,16.0,0.0,4.0,0.0,73.0,0.0,4.0,0.0,37.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0
21902117,BRYAN ISD,ALTON BOWEN ELE,3,INDEPENDENT,3870 COPPERFIELD DR,BRYAN,77802-5804,5.0,0.0,4.0,2.0,23.0,0.0,8.0,30.0,17.0,0.0,3.0,21.0,9.0,0.0,1.0,11.0
21902118,BRYAN ISD,NEAL ELEM.,3,INDEPENDENT,801 W M L K ST,BRYAN,77803-2697,7.0,0.0,6.0,1.0,52.0,0.0,14.0,5.0,26.0,0.0,6.0,2.0,8.0,0.0,1.0,0.0
21902119,BRYAN ISD,MITCHELL ELEM.,3,INDEPENDENT,2500 AUSTIN'S COLONY PKWY,BRYAN,77808,6.0,0.0,9.0,1.0,22.0,0.0,12.0,22.0,10.0,0.0,7.0,17.0,1.0,0.0,3.0,8.0
22004001,TERLINGUA CSD,BIG BEND H.S.,3,COMMON,550 ROADRUNNER CIR,TERLINGUA,79852-0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22901101,ALPINE ISD,ALPINE ELEM.,3,INDEPENDENT,200 E AVE A,ALPINE,79830-3618,9.0,0.0,0.0,4.0,35.0,0.0,0.0,27.0,20.0,0.0,0.0,12.0,6.0,0.0,0.0,7.0
22902001,MARATHON ISD,MARATHON INDEPE,3,INDEPENDENT,109 NE 5TH ST,MARATHON,79842-0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22903101,SAN VICENTE ISD,SAN VICENTE ELE,3,INDEPENDENT,195 ESCUELA VISTA,BIG BEND NATL PARK,79834-0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23902001,SILVERTON ISD,SILVERTON SCHOO,3,INDEPENDENT,700 LORETTA ST,SILVERTON,79257-0608,1.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
24901101,BROOKS COUNTY I,FALFURRIAS ELEM,3,INDEPENDENT,100 E ALLEN ST,FALFURRIAS,78355-0589,33.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
25901101,BANGS ISD,J.B. STEPHENS E,3,INDEPENDENT,2001 N SIXTH ST,BANGS,76823,3.0,0.0,0.0,10.0,6.0,0.0,0.0,39.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,12.0
25902106,BROWNWOOD ISD,NORTHWEST ELEM.,3,INDEPENDENT,311 BLUFFVIEW DR,BROWNWOOD,76801-1907,11.0,0.0,2.0,8.0,28.0,0.0,4.0,35.0,13.0,0.0,3.0,26.0,6.0,0.0,3.0,17.0
25902107,BROWNWOOD ISD,WOODLAND HEIGHT,3,INDEPENDENT,3900 4TH ST,BROWNWOOD,76801-6799,10.0,0.0,0.0,16.0,32.0,0.0,0.0,38.0,18.0,0.0,0.0,23.0,8.0,0.0,0.0,11.0
25902109,BROWNWOOD ISD,EAST ELEM.,3,INDEPENDENT,2700 VICENT ST,BROWNWOOD,76801-5845,12.0,0.0,0.0,8.0,16.0,0.0,0.0,30.0,4.0,0.0,0.0,15.0,1.0,0.0,0.0,7.0
25904001,BLANKET ISD,BLANKET SCHOOL,3,INDEPENDENT,901 AVE H,BLANKET,76432-9756,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25905101,MAY ISD,MAY ELEM.,3,INDEPENDENT,3400 CR 411 E,MAY,76857,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
25906001,ZEPHYR ISD,ZEPHYR SCHOOL,3,INDEPENDENT,11625 C R 281,ZEPHYR,76890-0708,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0
25908001,BROOKESMITH ISD,BROOKESMITH SCH,3,INDEPENDENT,13400 FM 586 S,BROOKESMITH,76827-0706,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
25909101,EARLY ISD,EARLY ELEM.,3,INDEPENDENT,201 SUDDERTH,EARLY,76802-3315,6.0,0.0,0.0,6.0,14.0,0.0,0.0,58.0,3.0,0.0,0.0,29.0,1.0,0.0,0.0,12.0
26901101,CALDWELL ISD,CALDWELL ELEM.,3,INDEPENDENT,675 COUNTY RD 300,CALDWELL,77836-1549,10.0,0.0,8.0,7.0,34.0,0.0,6.0,47.0,18.0,0.0,0.0,27.0,8.0,0.0,0.0,19.0
26902101,SOMERVILLE ISD,SOMERVILLE ELEM,3,INDEPENDENT,700 8TH ST,SOMERVILLE,77879-0997,4.0,0.0,4.0,2.0,8.0,0.0,3.0,9.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0
26903101,SNOOK ISD,SNOOK ELEM.,3,INDEPENDENT,10110 FM 2155,SOMERVILLE,77879,4.0,0.0,1.0,3.0,12.0,0.0,4.0,10.0,8.0,0.0,3.0,6.0,2.0,0.0,2.0,5.0
27903102,BURNET CISD,BERTRAM ELEM.,3,INDEPENDENT,315 MAIN,BERTRAM,78605-4409,9.0,0.0,0.0,9.0,7.0,0.0,0.0,20.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0
27903104,BURNET CISD,R.J. RICHEY ELE,3,INDEPENDENT,500 E GRAVES,BURNET,78611,12.0,0.0,0.0,28.0,23.0,0.0,0.0,80.0,8.0,0.0,0.0,44.0,5.0,0.0,0.0,24.0
27904101,MARBLE FALLS IS,MARBLE FALLS EL,3,INDEPENDENT,901 AVE U,MARBLE FALLS,78654-4802,13.0,0.0,0.0,14.0,24.0,0.0,0.0,43.0,11.0,0.0,0.0,34.0,6.0,0.0,0.0,16.0
27904102,MARBLE FALLS IS,COLT ELEM.,3,INDEPENDENT,2200 MANZANO MILE,MARBLE FALLS,78654-4803,16.0,0.0,0.0,12.0,33.0,0.0,0.0,40.0,15.0,0.0,0.0,18.0,7.0,0.0,0.0,7.0
27904103,MARBLE FALLS IS,HIGHLAND LAKES,3,INDEPENDENT,8200 W FM 1431,GRANITE SHOALS,78654-4803,26.0,0.0,0.0,10.0,34.0,0.0,0.0,10.0,11.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0
27904104,MARBLE FALLS IS,SPICEWOOD ELEM.,3,INDEPENDENT,1005 SPUR 191,SPICEWOOD,78669,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0
28902101,LOCKHART ISD,CLEAR FORK ELEM,3,INDEPENDENT,1102 CLEAR FORK ST,LOCKHART,78644-2930,19.0,0.0,0.0,5.0,30.0,0.0,0.0,17.0,10.0,0.0,0.0,13.0,2.0,0.0,0.0,8.0
28902103,LOCKHART ISD,NAVARRO ELEM.,3,INDEPENDENT,715 MEDINA ST,LOCKHART,78644-3221,13.0,0.0,0.0,10.0,31.0,0.0,0.0,18.0,19.0,0.0,0.0,12.0,5.0,0.0,0.0,7.0
28902104,LOCKHART ISD,PLUM CREEK ELEM,3,INDEPENDENT,710 FLORES ST,LOCKHART,78644-1848,11.0,0.0,0.0,1.0,56.0,0.0,0.0,5.0,33.0,0.0,0.0,3.0,13.0,0.0,0.0,1.0
28902105,LOCKHART ISD,BLUEBONNET ELEM,3,INDEPENDENT,211 S MOCKINGBIRD LN,LOCKHART,78644-0120,27.0,0.0,0.0,4.0,43.0,0.0,0.0,10.0,18.0,0.0,0.0,6.0,7.0,0.0,0.0,3.0
28902106,LOCKHART ISD,ALMA BREWER STR,3,INDEPENDENT,9000 FM 1854,DALE,78616,11.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
28903101,LULING ISD,LEONARD SHANKLI,3,INDEPENDENT,122 E HOUSTON,LULING,78648-2916,23.0,0.0,3.0,2.0,46.0,0.0,2.0,21.0,18.0,0.0,1.0,14.0,8.0,0.0,1.0,5.0
28906001,PRAIRIE LEA ISD,PRAIRIE LEA SCH,3,INDEPENDENT,6910 HWY 80,PRAIRIE LEA,78661,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29901101,CALHOUN COUNTY,HARRISON-JEFFER,3,INDEPENDENT,605 N COMMERCE ST,PORT LAVACA,77979-3013,1.0,0.0,0.0,0.0,65.0,11.0,0.0,23.0,46.0,10.0,0.0,21.0,20.0,7.0,0.0,13.0
29901102,CALHOUN COUNTY,JACKSON-ROOSEVE,3,INDEPENDENT,1512 JACKSON ST,PORT LAVACA,77979-4651,9.0,0.0,0.0,6.0,86.0,0.0,0.0,31.0,48.0,0.0,0.0,25.0,21.0,0.0,0.0,10.0
29901105,CALHOUN COUNTY,PORT O'CONNOR E,3,INDEPENDENT,508 W MONROE ST,PORT O'CONNOR,77982-0687,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8.0,4.0,0.0,0.0,8.0,2.0,0.0,0.0,4.0
29901107,CALHOUN COUNTY,SEADRIFT SCHOOL,3,INDEPENDENT,1801 W BROADWAY,SEADRIFT,77983-0979,1.0,0.0,0.0,3.0,10.0,0.0,0.0,16.0,6.0,0.0,0.0,12.0,3.0,0.0,0.0,6.0
30901101,CROSS PLAINS IS,CROSS PLAINS EL,3,INDEPENDENT,700 N MAIN,CROSS PLAINS,76443-2112,0.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0
30902103,CLYDE CISD,CLYDE INTERMEDI,3,INDEPENDENT,505 HAYS RD,CLYDE,79510-5501,5.0,0.0,0.0,25.0,4.0,0.0,0.0,64.0,3.0,0.0,0.0,33.0,3.0,0.0,0.0,12.0
30903101,BAIRD ISD,BAIRD ELEM.,3,INDEPENDENT,400 W 7TH ST,BAIRD,79504-3208,1.0,0.0,0.0,2.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
30906101,EULA ISD,EULA ELEM.,3,INDEPENDENT,6040 F M 603,CLYDE,79510-6610,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0
31901101,BROWNSVILLE ISD,CANALES ELEM.,3,INDEPENDENT,1811 INTERNATIONAL BLVD,BROWNSVILLE,78521-3163,19.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
31901102,BROWNSVILLE ISD,CROMACK ELEM.,3,INDEPENDENT,3200 E 30TH ST,BROWNSVILLE,78521-4744,14.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
31901103,BROWNSVILLE ISD,LONGORIA ELEM.,3,0,0,0,0,4.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
31901104,BROWNSVILLE ISD,MARTIN ELEM.,3,INDEPENDENT,1701 STANFORD AVE,BROWNSVILLE,78520-8199,3.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
31901105,BROWNSVILLE ISD,EL JARDIN ELEM.,3,INDEPENDENT,6911 BOCA CHICA BLVD,BROWNSVILLE,78521-6898,14.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
31901106,BROWNSVILLE ISD,GARDEN PARK ELE,3,INDEPENDENT,855 MILITARY HWY,BROWNSVILLE,78520-4661,13.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
31901108,BROWNSVILLE ISD,PUTEGNAT ELEM.,3,INDEPENDENT,730 E 8TH ST,BROWNSVILLE,78520-5914,2.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
31901109,BROWNSVILLE ISD,RESACA ELEM.,3,0,0,0,0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
31901110,BROWNSVILLE ISD,RUSSELL ELEM.,3,INDEPENDENT,800 LAKESIDE BLVD,BROWNSVILLE,78520-7617,27.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
31901111,BROWNSVILLE ISD,SHARP ELEM.,3,INDEPENDENT,1439 PALM BLVD,BROWNSVILLE,78520-7292,7.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
31901112,BROWNSVILLE ISD,SKINNER ELEM.,3,INDEPENDENT,411 W ST CHARLES ST,BROWNSVILLE,78520-5518,12.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
31901113,BROWNSVILLE ISD,VICTORIA HEIGHT,3,0,0,0,0,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
31901115,BROWNSVILLE ISD,CASTANEDA ELEM.,3,INDEPENDENT,3201 LIMA ST,BROWNSVILLE,78521-4740,6.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
31901117,BROWNSVILLE ISD,VILLA NUEVA ELE,3,INDEPENDENT,7455 OLD MILITARY RD,BROWNSVILLE,78520-9724,16.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
31901120,BROWNSVILLE ISD,DEL CASTILLO EL,3,INDEPENDENT,105 MORNINGSIDE RD,BROWNSVILLE,78521-4932,10.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
31901121,BROWNSVILLE ISD,PEREZ ELEM.,3,INDEPENDENT,2514 SHIDLER DR,BROWNSVILLE,78521-2435,11.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
31901122,BROWNSVILLE ISD,PALM GROVE ELEM,3,INDEPENDENT,7942 SOUTHMOST RD,BROWNSVILLE,78521-9104,12.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
31901123,BROWNSVILLE ISD,EGLY ELEM.,3,INDEPENDENT,445 LAND O'LAKES,BROWNSVILLE,78521-4295,24.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
31901124,BROWNSVILLE ISD,GARZA ELEM.,3,INDEPENDENT,200 ESPERANZA RD,BROWNSVILLE,78521-4699,16.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
31901126,BROWNSVILLE ISD,VERMILLION ROAD,3,INDEPENDENT,6895 FM 802,BROWNSVILLE,78521-6915,30.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
31901128,BROWNSVILLE ISD,BURNS ELEM.,3,INDEPENDENT,1974 ALTON GLOOR BLVD,BROWNSVILLE,78521-8857,25.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
31901129,BROWNSVILLE ISD,MORNINGSIDE ELE,3,INDEPENDENT,1025 MORNINGSIDE RD,BROWNSVILLE,78521-7635,10.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
31901130,BROWNSVILLE ISD,GONZALEZ ELEM.,3,INDEPENDENT,4350 COFFEEPORT RD,BROWNSVILLE,78521-4497,12.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
31901131,BROWNSVILLE ISD,SOUTHMOST ELEM.,3,INDEPENDENT,5245 SOUTHMOST RD,BROWNSVILLE,78521-8012,5.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
31901132,BROWNSVILLE ISD,YTURRIA ELEM.,3,INDEPENDENT,2955 W TANDY RD,BROWNSVILLE,78520-9537,10.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
31901133,BROWNSVILLE ISD,AIKEN ELEM.,3,INDEPENDENT,6290 SOUTHMOST RD,BROWNSVILLE,78521-6537,19.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
31901134,BROWNSVILLE ISD,HUDSON ELEM.,3,INDEPENDENT,2980 FM 802,BROWNSVILLE,78521-2814,7.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
31901135,BROWNSVILLE ISD,BENAVIDES ELEM.,3,INDEPENDENT,3101 MCALLEN RD,BROWNSVILLE,78520,12.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
31901136,BROWNSVILLE ISD,CHAMPION ELEM.,3,INDEPENDENT,4750 BOWIE RD,BROWNSVILLE,78521,15.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
31901137,BROWNSVILLE ISD,PAREDES ELEM.,3,INDEPENDENT,3700 HERITAGE TRL,BROWNSVILLE,78521,9.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
31901138,BROWNSVILLE ISD,GALLEGOS ELEM.,3,INDEPENDENT,2700 AVENIDA RANCHO VIEJO,BROWNSVILLE,78521,2.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
31901139,BROWNSVILLE ISD,ORTIZ ELEM.,3,INDEPENDENT,2500 W ALTON GLOOR BLVD,BROWNSVILLE,78521,4.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
31901140,BROWNSVILLE ISD,BRITE ELEM.,3,INDEPENDENT,450 S BROWNE AVE,BROWNSVILLE,78521-9426,15.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
31901141,BROWNSVILLE ISD,PENA ELEM.,3,INDEPENDENT,4975 SALIDA DE LA LUNA,BROWNSVILLE,78526,1.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
31901142,BROWNSVILLE ISD,PULLAM ELEM.,3,INDEPENDENT,3200 MADRID AVE,BROWNSVILLE,78520,5.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
31901143,BROWNSVILLE ISD,KELLER ELEM.,3,INDEPENDENT,2540 W ALTON GLOOR,BROWNSVILLE,78520,11.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
31901144,BROWNSVILLE ISD,BREEDEN ELEM.,3,INDEPENDENT,3955 DANA AVE,BROWNSVILLE,78521,7.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
31903102,HARLINGEN CISD,AUSTIN ELEM.,3,INDEPENDENT,700 E AUSTIN AVE,HARLINGEN,78550-5008,11.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
31903103,HARLINGEN CISD,BONHAM ELEM.,3,INDEPENDENT,2400 E JEFFERSON,HARLINGEN,78550-5723,22.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
31903104,HARLINGEN CISD,BOWIE ELEM.,3,INDEPENDENT,309 W LINCOLN AVE,HARLINGEN,78550-6735,12.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
31903105,HARLINGEN CISD,CROCKETT ELEM.,3,INDEPENDENT,1406 W JEFFERSON ST,HARLINGEN,78550-5329,12.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
31903106,HARLINGEN CISD,DISHMAN ELEM.,3,INDEPENDENT,309 MADELEY,COMBES,78535-0008,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
31903107,HARLINGEN CISD,HOUSTON ELEM.,3,INDEPENDENT,301 E TAFT AVE,HARLINGEN,78550-7760,16.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
