,Unnamed: 0,CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Full Address,Latitude,Longitude,Total Students,% Pass,Quadrant,random,university
1623,1649,71905114,YSLETA ISD,RAMONA ELEM.,3,INDEPENDENT,351 NICHOLS RD,EL PASO,79915,2.0,25.0,20.0,11.0,"351 NICHOLS RD EL PASO,TX 79915",31.7584085,-106.38860179999999,58.0,53.44827586206897,NW,3036,1
2187,2220,101912128,HOUSTON ISD,LYONS ELEM.,3,INDEPENDENT,800 ROXELLA RD,HOUSTON,77076-4431,12.0,69.0,58.0,35.0,"800 ROXELLA RD HOUSTON,TX 77076-4431",29.855851300000005,-95.3663504,174.0,53.44827586206897,SE,2236,1
4463,4521,246913115,LEANDER ISD,RUTLEDGE ELEM.,3,INDEPENDENT,11501 STAKED PLAINS DR,AUSTIN,78717,10.0,125.0,91.0,64.0,"11501 STAKED PLAINS DR AUSTIN,TX 78717",30.49764819999999,-97.7935031,290.0,53.44827586206897,SE,4415,1
447,452,19912200,PLEASANT GROVE,PLEASANT GROVE,3,INDEPENDENT,8480 N KINGS HWY,TEXARKANA,75503,14.0,115.0,88.0,60.0,"8480 N KINGS HWY TEXARKANA,TX 75503",33.48251090000001,-94.1211674,277.0,53.42960288808664,NE,3160,1
2986,3022,130901102,BOERNE ISD,FABRA ELEM.,3,INDEPENDENT,723 JOHNS RD,BOERNE,78006-2025,6.0,69.0,54.0,32.0,"723 JOHNS RD BOERNE,TX 78006-2025",29.793895199999998,-98.7473255,161.0,53.41614906832298,SE,1938,1
1784,1812,79907153,FORT BEND ISD,DONALD LEONETTI,3,INDEPENDENT,1757 WATERS LAKE BLVD,MISSOURI CITY,77459-2308,5.0,91.0,68.0,42.0,"1757 WATERS LAKE BLVD MISSOURI CITY,TX 77459-2308",29.471105699999995,-95.50777610000002,206.0,53.398058252427184,SE,2,0
3974,4021,221801033,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,1501 S WHEELER ST,JASPER,75951,4.0,17.0,14.0,10.0,"1501 S WHEELER ST JASPER,TX 75951",30.904773499999997,-93.9941413,45.0,53.333333333333336,SE,2774,1
722,733,43905118,FRISCO ISD,BLEDSOE ELEM.,3,INDEPENDENT,1900 TIMBER RDG DR,FRISCO,75034-4796,10.0,102.0,78.0,50.0,"1900 TIMBER RDG DR FRISCO,TX 75034-4796",33.130313300000005,-96.8738864,240.0,53.333333333333336,NE,4565,1
2684,2717,108905102,HIDALGO ISD,J.C. KELLY ELEM,3,INDEPENDENT,201 E LAS MILPAS RD,PHARR,78577-9784,3.0,46.0,35.0,21.0,"201 E LAS MILPAS RD PHARR,TX 78577-9784",26.1162141,-98.1946377,105.0,53.333333333333336,SE,2707,0
2188,2221,101912130,HOUSTON ISD,CONDIT ELEM.,3,INDEPENDENT,7000 S THIRD,BELLAIRE,77401-4496,8.0,118.0,85.0,59.0,"7000 S THIRD BELLAIRE,TX 77401-4496",29.7029793,-95.4672658,270.0,53.333333333333336,SE,1184,1
825,836,43912108,PROSPER ISD,RALPH AND MARY,3,INDEPENDENT,1616 MONTGOMERY LN,PROSPER,75078,8.0,125.0,95.0,57.0,"1616 MONTGOMERY LN PROSPER,TX 75078",33.2642272,-96.8084977,285.0,53.333333333333336,NE,3576,0
735,746,43905131,FRISCO ISD,PUREFOY ELEM.,3,INDEPENDENT,11880 TEEL PKWY,FRISCO,75034,5.0,93.0,67.0,45.0,"11880 TEEL PKWY FRISCO,TX 75034",33.1766256,-96.864837,210.0,53.333333333333336,NE,4153,1
1728,1756,79901123,LAMAR CISD,H.F. MCNEILL EL,3,INDEPENDENT,7300 S MASON RD,RICHMOND,77407,6.0,127.0,95.0,57.0,"7300 S MASON RD RICHMOND,TX 77407",29.6975298,-95.7429003,285.0,53.333333333333336,SE,120,1
657,668,36902104,BARBERS HILL IS,BARBERS HILL EL,3,INDEPENDENT,4400 PERRY AVE,MONT BELVIEU,77580,23.0,202.0,157.0,100.0,"4400 PERRY AVE MONT BELVIEU,TX 77580",29.841133799999998,-94.84815019999999,482.0,53.3195020746888,SE,2459,0
1849,1877,84911104,FRIENDSWOOD ISD,WINDSONG INTERM,3,INDEPENDENT,2100 W PARKWOOD,FRIENDSWOOD,77546,8.0,91.0,67.0,46.0,"2100 W PARKWOOD FRIENDSWOOD,TX 77546",29.488018800000003,-95.2150866,212.0,53.301886792452834,SE,2307,1
1027,1042,57905126,DALLAS ISD,CENTRAL ELEM.,3,INDEPENDENT,902 SHADY LN,SEAGOVILLE,75159-2628,4.0,60.0,46.0,27.0,"902 SHADY LN SEAGOVILLE,TX 75159-2628",32.658014,-96.53770820000001,137.0,53.284671532846716,NE,2579,0
2430,2463,101915131,KLEIN ISD,FRENCH ELEM.,3,INDEPENDENT,5802 W RAYFORD RD,SPRING,77389,9.0,112.0,87.0,51.0,"5802 W RAYFORD RD SPRING,TX 77389",30.1283094,-95.5083801,259.0,53.28185328185328,SE,243,1
2266,2299,101912241,HOUSTON ISD,SINCLAIR ELEM.,3,INDEPENDENT,6410 GROVEWOOD LN,HOUSTON,77008-3222,7.0,79.0,59.0,39.0,"6410 GROVEWOOD LN HOUSTON,TX 77008-3222",29.7939337,-95.4284041,184.0,53.26086956521739,SE,3990,1
3168,3208,161903104,MIDWAY ISD,SPRING VALLEY E,3,INDEPENDENT,610 SPRING VLY RD,HEWITT,76643-3699,7.0,101.0,76.0,47.0,"610 SPRING VLY RD HEWITT,TX 76643-3699",31.44169,-97.198018,231.0,53.246753246753244,NE,168,0
3526,3569,191901108,CANYON ISD,REEVES-HINGER E,3,INDEPENDENT,1005 21ST ST,CANYON,79015-5333,12.0,119.0,92.0,57.0,"1005 21ST ST CANYON,TX 79015-5333",34.97258300000001,-101.921595,280.0,53.214285714285715,NW,4807,1
4163,4217,227901181,AUSTIN ISD,MILLS ELEM.,3,INDEPENDENT,6201 DAVIS LN,AUSTIN,78749,12.0,98.0,78.0,47.0,"6201 DAVIS LN AUSTIN,TX 78749",30.210915600000003,-97.8781976,235.0,53.191489361702125,SE,2058,1
3289,3331,170902129,CONROE ISD,BIRNHAM WOODS E,3,INDEPENDENT,31150 BIRNHAM WOODS DR,SPRING,77386,18.0,151.0,116.0,76.0,"31150 BIRNHAM WOODS DR SPRING,TX 77386",30.142364,-95.3849576,361.0,53.18559556786703,SE,4389,1
3478,3521,187910101,ONALASKA ISD,ONALASKA ELEM.,3,INDEPENDENT,391 OLD TRINITY,ONALASKA,77360-2289,9.0,72.0,57.0,35.0,"391 OLD TRINITY ONALASKA,TX 77360-2289",30.808311199999995,-95.11718559999998,173.0,53.179190751445084,SE,3996,0
2691,2724,108906111,MCALLEN ISD,MILAM ELEM.,3,INDEPENDENT,3800 N MAIN ST,MCALLEN,78501-9999,13.0,127.0,101.0,58.0,"3800 N MAIN ST MCALLEN,TX 78501-9999",26.2380897,-98.2273865,299.0,53.17725752508361,SE,3856,1
2584,2617,105906115,HAYS CISD,CARPENTER HILL,3,INDEPENDENT,4410 RR 967,BUDA,78610,7.0,89.0,67.0,42.0,"4410 RR 967 BUDA,TX 78610",30.0970451,-97.8967387,205.0,53.170731707317074,SE,3035,0
3099,3137,152901195,LUBBOCK ISD,MILLER ELEM.,3,INDEPENDENT,6705 JOLIET DR,LUBBOCK,79413,10.0,101.0,77.0,49.0,"6705 JOLIET DR LUBBOCK,TX 79413",33.532103,-101.892099,237.0,53.164556962025316,NW,3337,1
1725,1753,79901120,LAMAR CISD,FROST ELEM.,3,INDEPENDENT,3306 SKINNER LN,RICHMOND,77406,9.0,102.0,78.0,48.0,"3306 SKINNER LN RICHMOND,TX 77406",29.6403162,-95.74528670000001,237.0,53.164556962025316,SE,156,1
3246,3286,167901101,GOLDTHWAITE ISD,GOLDTHWAITE ELE,3,INDEPENDENT,1501 CAMPBELL ST,GOLDTHWAITE,76844,1.0,36.0,29.0,13.0,"1501 CAMPBELL ST GOLDTHWAITE,TX 76844",31.457762899999995,-98.576533,79.0,53.164556962025316,NE,1439,0
3851,3898,220906110,GRAPEVINE-COLLE,SILVER LAKE ELE,3,INDEPENDENT,1301 N DOOLEY,GRAPEVINE,76051-2922,6.0,68.0,50.0,34.0,"1301 N DOOLEY GRAPEVINE,TX 76051-2922",32.952627,-97.074277,158.0,53.164556962025316,NE,2416,1
1063,1079,57905172,DALLAS ISD,JIMMIE TYLER BR,3,INDEPENDENT,2959 HAMPTON RD,DALLAS,75204,8.0,81.0,63.0,38.0,"2959 HAMPTON RD DALLAS,TX 75204",32.713128399999995,-96.8581278,190.0,53.1578947368421,NE,3602,1
4483,4541,249901101,ALVORD ISD,ALVORD ELEM.,3,INDEPENDENT,711 W STADIUM DR,ALVORD,76225-0070,5.0,47.0,38.0,21.0,"711 W STADIUM DR ALVORD,TX 76225-0070",33.359869,-97.70222530000001,111.0,53.153153153153156,NE,1565,0
3831,3878,220905207,FORT WORTH ISD,WESTPARK ELEM.,3,INDEPENDENT,10117 WESTPARK DR,FORT WORTH,76126-4046,16.0,104.0,78.0,58.0,"10117 WESTPARK DR FORT WORTH,TX 76126-4046",32.6655942,-97.4859498,256.0,53.125,NE,183,1
602,612,31903106,HARLINGEN CISD,DISHMAN ELEM.,3,INDEPENDENT,309 MADELEY,COMBES,78535-0008,1.0,59.0,44.0,24.0,"309 MADELEY COMBES,TX 78535-0008",26.2521164,-97.73140670000001,128.0,53.125,SE,3890,0
3966,4013,220920106,WHITE SETTLEMEN,FINE ARTS ACAD.,3,INDEPENDENT,8301 DOWNE DR,FORT WORTH,76108,1.0,44.0,33.0,18.0,"8301 DOWNE DR FORT WORTH,TX 76108",32.7450997,-97.462925,96.0,53.125,NE,795,1
156,158,15834101,BASIS TEXAS,BASIS SAN ANTON,3,CHARTER,8519 FLOYD CURL DR,SAN ANTONIO,78240,6.0,122.0,94.0,51.0,"8519 FLOYD CURL DR SAN ANTONIO,TX 78240",29.5205687,-98.5901314,273.0,53.11355311355312,SE,3025,1
2659,2692,108904108,EDINBURG CISD,LINCOLN ELEM.,3,INDEPENDENT,1319 E LOVETT ST,EDINBURG,78539,9.0,59.0,49.0,28.0,"1319 E LOVETT ST EDINBURG,TX 78539",26.3053151,-98.1476724,145.0,53.10344827586207,SE,3120,1
1209,1226,57909155,GARLAND ISD,JOHN W. ARMSTRO,3,INDEPENDENT,4750 BEN DAVIS RD,SACHSE,75048-4241,9.0,120.0,88.0,58.0,"4750 BEN DAVIS RD SACHSE,TX 75048-4241",32.966702399999996,-96.5999466,275.0,53.09090909090909,NE,3315,1
1731,1759,79901127,LAMAR CISD,JUDGE JAMES C.,3,INDEPENDENT,7910 WINSTON RANCH PKWY,RICHMOND,77406,14.0,138.0,108.0,64.0,"7910 WINSTON RANCH PKWY RICHMOND,TX 77406",29.6622032,-95.7497259,324.0,53.08641975308642,SE,438,1
793,804,43910126,PLANO ISD,MITCHELL ELEM.,3,INDEPENDENT,4223 BRIARGROVE LN,DALLAS,75287-6604,12.0,103.0,76.0,54.0,"4223 BRIARGROVE LN DALLAS,TX 75287-6604",32.993451300000004,-96.8376437,245.0,53.06122448979592,NE,723,1
2201,2234,101912152,HOUSTON ISD,FIELD ELEM.,3,INDEPENDENT,703 E 17TH ST,HOUSTON,77008-4414,2.0,67.0,51.0,27.0,"703 E 17TH ST HOUSTON,TX 77008-4414",29.800950899999997,-95.388808,147.0,53.06122448979592,SE,4589,1
1237,1254,57911101,HIGHLAND PARK I,ARMSTRONG ELEM.,3,INDEPENDENT,3600 CORNELL AVE,DALLAS,75205-2819,10.0,121.0,89.0,59.0,"3600 CORNELL AVE DALLAS,TX 75205-2819",32.8340623,-96.79131170000001,279.0,53.04659498207885,NE,2318,1
2669,2702,108904118,EDINBURG CISD,SAN CARLOS ELEM,3,INDEPENDENT,505 S 83RD ST,EDINBURG,78539,1.0,53.0,41.0,20.0,"505 S 83RD ST EDINBURG,TX 78539",26.2913833,-98.0746386,115.0,53.04347826086956,SE,3099,1
2944,2980,126905104,JOSHUA ISD,NORTH JOSHUA EL,3,INDEPENDENT,100 S RANCHWAY,BURLESON,76028,5.0,96.0,71.0,43.0,"100 S RANCHWAY BURLESON,TX 76028",32.493190999999996,-97.3734343,215.0,53.02325581395349,NE,4653,1
614,624,31903123,HARLINGEN CISD,LEE H. MEANS EL,3,INDEPENDENT,1204 E LOOP 499,HARLINGEN,78550,7.0,110.0,85.0,47.0,"1204 E LOOP 499 HARLINGEN,TX 78550",26.20476,-97.6624563,249.0,53.01204819277108,SE,4822,1
2531,2564,101921111,TOMBALL ISD,CANYON POINTE E,3,INDEPENDENT,13002 NORTHPOINTE BLVD,TOMBALL,77377,10.0,139.0,106.0,62.0,"13002 NORTHPOINTE BLVD TOMBALL,TX 77377",30.029994899999995,-95.6278879,317.0,52.996845425867505,SE,1562,1
1199,1216,57909140,GARLAND ISD,BACK ELEM.,3,INDEPENDENT,7300 BLUEBONNET DR,ROWLETT,75088-6700,7.0,48.0,37.0,25.0,"7300 BLUEBONNET DR ROWLETT,TX 75088-6700",32.9245774,-96.57362109999998,117.0,52.99145299145299,NE,578,1
3710,3756,220901137,ARLINGTON ISD,COREY FINE ARTS,3,INDEPENDENT,5200 KELLY ELLIOTT RD,ARLINGTON,76017-2221,9.0,102.0,77.0,48.0,"5200 KELLY ELLIOTT RD ARLINGTON,TX 76017-2221",32.6633572,-97.1770898,236.0,52.96610169491525,NE,1107,1
490,495,20908106,PEARLAND ISD,CHALLENGER ELEM,3,INDEPENDENT,9434 HUGHES RANCH RD,PEARLAND,77581,18.0,117.0,93.0,59.0,"9434 HUGHES RANCH RD PEARLAND,TX 77581",29.5695597,-95.3665579,287.0,52.961672473867594,SE,2091,1
4221,4277,227913103,LAKE TRAVIS ISD,BEE CAVE ELEM.,3,INDEPENDENT,14300 HAMILTON POOL RD,AUSTIN,78738,12.0,139.0,108.0,62.0,"14300 HAMILTON POOL RD AUSTIN,TX 78738",30.3086635,-97.9687726,321.0,52.9595015576324,SE,4094,1
1813,1841,84903001,HIGH ISLAND ISD,HIGH ISLAND SCH,3,INDEPENDENT,2113 6TH ST,HIGH ISLAND,77623-0246,0.0,8.0,7.0,2.0,"2113 6TH ST HIGH ISLAND,TX 77623-0246",29.563100300000002,-94.3904506,17.0,52.94117647058823,SE,162,0
1730,1758,79901126,LAMAR CISD,JOE HUBENAK ELE,3,INDEPENDENT,11344 RANCHO BELLA PKWY,RICHMOND,77406,17.0,135.0,105.0,66.0,"11344 RANCHO BELLA PKWY RICHMOND,TX 77406",29.6900799,-95.8001194,323.0,52.94117647058823,SE,2,1
1881,1911,91907101,TIOGA ISD,TIOGA SCHOOL,3,INDEPENDENT,405 N FLORENCE,TIOGA,76271-0159,2.0,46.0,35.0,19.0,"405 N FLORENCE TIOGA,TX 76271-0159",33.4704296,-96.9137441,102.0,52.94117647058823,NE,1430,0
719,730,43905115,FRISCO ISD,BOALS ELEM.,3,INDEPENDENT,2035 JAGUAR DR,FRISCO,75034-0936,11.0,102.0,78.0,49.0,"2035 JAGUAR DR FRISCO,TX 75034-0936",33.187341700000005,-96.87338359999998,240.0,52.916666666666664,NE,382,0
590,600,31901137,BROWNSVILLE ISD,PAREDES ELEM.,3,INDEPENDENT,3700 HERITAGE TRL,BROWNSVILLE,78521,9.0,104.0,81.0,46.0,"3700 HERITAGE TRL BROWNSVILLE,TX 78521",25.963429,-97.4828973,240.0,52.916666666666664,SE,3920,1
2118,2150,101907153,CYPRESS-FAIRBAN,SWENKE ELEM.,3,INDEPENDENT,22400 FAIRFIELD PLACE DR,CYPRESS,77433,18.0,161.0,124.0,77.0,"22400 FAIRFIELD PLACE DR CYPRESS,TX 77433",30.019484499999997,-95.7546045,380.0,52.89473684210526,SE,4053,0
3938,3985,220916125,HURST-EULESS-BE,VIRIDIAN ELEM.,3,INDEPENDENT,4001 CASCADE SKY DR,ARLINGTON,76005,10.0,104.0,78.0,50.0,"4001 CASCADE SKY DR ARLINGTON,TX 76005",32.799341999999996,-97.092608,242.0,52.892561983471076,NE,2405,1
4099,4153,227901107,AUSTIN ISD,BRENTWOOD ELEM.,3,INDEPENDENT,6700 ARROYO SECO ST,AUSTIN,78757-2599,9.0,97.0,72.0,47.0,"6700 ARROYO SECO ST AUSTIN,TX 78757-2599",30.3396402,-97.7314434,225.0,52.888888888888886,SE,7,1
293,298,15910143,NORTH EAST ISD,WILDERNESS OAK,3,INDEPENDENT,21019 WILDERNESS OAK,SAN ANTONIO,78258-2633,5.0,93.0,67.0,43.0,"21019 WILDERNESS OAK SAN ANTONIO,TX 78258-2633",29.636681,-98.5086624,208.0,52.88461538461539,SE,2444,1
2576,2609,105906107,HAYS CISD,ELM GROVE ELEM.,3,INDEPENDENT,801 FM 1626,BUDA,78610-9789,12.0,160.0,122.0,71.0,"801 FM 1626 BUDA,TX 78610-9789",30.0891488,-97.8739729,365.0,52.87671232876713,SE,2304,1
4205,4261,227909103,EANES ISD,VALLEY VIEW ELE,3,INDEPENDENT,1201 LOOP 360 S,AUSTIN,78746-6427,6.0,76.0,56.0,36.0,"1201 LOOP 360 S AUSTIN,TX 78746-6427",30.2974538,-97.828129,174.0,52.87356321839081,SE,2731,1
2105,2137,101907140,CYPRESS-FAIRBAN,ROBISON ELEM.,3,INDEPENDENT,17100 ROBISON WOODS RD,CYPRESS,77429,18.0,138.0,108.0,67.0,"17100 ROBISON WOODS RD CYPRESS,TX 77429",29.9719637,-95.68598270000001,331.0,52.87009063444109,SE,1420,1
1434,1455,61910101,ARGYLE ISD,HILLTOP ELEM.,3,INDEPENDENT,1050 HARRISON LN,ARGYLE,76226-0989,17.0,222.0,166.0,102.0,"1050 HARRISON LN ARGYLE,TX 76226-0989",33.125552,-97.1783651,507.0,52.85996055226825,NE,465,0
1941,1971,98901101,GRUVER ISD,GRUVER ELEM.,3,INDEPENDENT,400 GARRETT AVE,GRUVER,79040-1139,2.0,31.0,22.0,15.0,"400 GARRETT AVE GRUVER,TX 79040-1139",36.264072600000006,-101.4006329,70.0,52.857142857142854,NW,607,0
2857,2891,116915101,BLAND ISD,BLAND ELEM.,3,INDEPENDENT,5123 FM 2194,CELESTE,75423,3.0,30.0,23.0,14.0,"5123 FM 2194 CELESTE,TX 75423",33.2212631,-96.2727466,70.0,52.857142857142854,NE,2398,0
3670,3715,220802102,ARLINGTON CLASS,ARLINGTON CLASS,3,CHARTER,2800 B W ARKANSAS LN,ARLINGTON,76016,9.0,165.0,121.0,74.0,"2800 B W ARKANSAS LN ARLINGTON,TX 76016",32.70655200000001,-97.153402,369.0,52.84552845528455,NE,3004,1
788,799,43910121,PLANO ISD,CARLISLE ELEM.,3,INDEPENDENT,6525 OLD ORCHARD DR,PLANO,75023-4129,11.0,72.0,55.0,38.0,"6525 OLD ORCHARD DR PLANO,TX 75023-4129",33.062546000000005,-96.7418724,176.0,52.84090909090909,NE,1992,1
717,728,43905113,FRISCO ISD,GUNSTREAM ELEM.,3,INDEPENDENT,7600 ROCKYRIDGE DR,FRISCO,75035-8906,8.0,100.0,75.0,46.0,"7600 ROCKYRIDGE DR FRISCO,TX 75035-8906",33.1421604,-96.7763742,229.0,52.838427947598255,NE,3142,1
2214,2247,101912170,HOUSTON ISD,HELMS ELEM.,3,INDEPENDENT,503 W 21ST ST,HOUSTON,77008-3641,4.0,46.0,35.0,21.0,"503 W 21ST ST HOUSTON,TX 77008-3641",29.8052238,-95.407004,106.0,52.83018867924528,SE,2913,1
1594,1620,71902159,EL PASO ISD,POLK ELEM.,3,INDEPENDENT,940 BELVIDERE ST,EL PASO,79912-2425,9.0,100.0,75.0,47.0,"940 BELVIDERE ST EL PASO,TX 79912-2425",31.8515442,-106.5428935,231.0,52.81385281385281,NW,2353,1
2766,2799,108912110,LA JOYA ISD,JOSE DE ESCANDO,3,INDEPENDENT,700 N SCHUEBACH RD,MISSION,78572,8.0,76.0,62.0,32.0,"700 N SCHUEBACH RD MISSION,TX 78572",26.2173821,-98.3605838,178.0,52.80898876404494,SE,2630,0
707,718,43905103,FRISCO ISD,CURTSINGER ELEM,3,INDEPENDENT,12450 JEREME TRL,FRISCO,75035-8229,4.0,97.0,69.0,44.0,"12450 JEREME TRL FRISCO,TX 75035-8229",33.123759,-96.77047,214.0,52.80373831775701,NE,951,1
373,378,15915181,NORTHSIDE ISD,BLATTMAN ELEM.,3,INDEPENDENT,3300 N LOOP 1604 W,SAN ANTONIO,78231,7.0,69.0,54.0,31.0,"3300 N LOOP 1604 W SAN ANTONIO,TX 78231",29.601383799999997,-98.5470873,161.0,52.79503105590062,SE,355,1
3968,4015,221801011,TEXAS COLLEGE P,AMARILLO COLLEG,3,CHARTER,6000 S GEORGIA,AMARILLO,79119,0.0,34.0,25.0,13.0,"6000 S GEORGIA AMARILLO,TX 79119",35.1473005,-101.86716379999999,72.0,52.77777777777778,NW,319,1
3853,3900,220907101,KELLER ISD,KELLER-HARVEL E,3,INDEPENDENT,635 NORMA LN,KELLER,76248-3805,8.0,86.0,64.0,41.0,"635 NORMA LN KELLER,TX 76248-3805",32.942926899999996,-97.2498786,199.0,52.76381909547739,NE,4680,1
1539,1560,70912110,WAXAHACHIE ISD,MARGARET L. FEL,3,INDEPENDENT,231 PARK PL BLVD,WAXAHACHIE,75165,11.0,83.0,66.0,39.0,"231 PARK PL BLVD WAXAHACHIE,TX 75165",32.4117147,-96.81621,199.0,52.76381909547739,NE,3049,1
2246,2279,101912215,HOUSTON ISD,PARKER ELEM.,3,INDEPENDENT,10626 ATWELL DR,HOUSTON,77096-4925,15.0,97.0,75.0,50.0,"10626 ATWELL DR HOUSTON,TX 77096-4925",29.6655658,-95.4831062,237.0,52.742616033755276,SE,2574,1
2588,2621,107901102,ATHENS ISD,SOUTH ATHENS EL,3,INDEPENDENT,718 ROBBINS RD,ATHENS,75751-2928,8.0,61.0,48.0,29.0,"718 ROBBINS RD ATHENS,TX 75751-2928",32.1933484,-95.8460166,146.0,52.73972602739726,NE,4558,1
1904,1934,93901101,ANDERSON-SHIRO,ANDERSON-SHIRO,3,INDEPENDENT,458 FM 149 W,ANDERSON,77830,6.0,46.0,36.0,22.0,"458 FM 149 W ANDERSON,TX 77830",30.488008899999997,-95.99554499999999,110.0,52.72727272727273,SE,879,0
2108,2140,101907143,CYPRESS-FAIRBAN,KEITH ELEM.,3,INDEPENDENT,20550 FAIRFIELD GREEN,CYPRESS,77433,8.0,141.0,104.0,62.0,"20550 FAIRFIELD GREEN CYPRESS,TX 77433",30.007863,-95.745439,315.0,52.698412698412696,SE,176,0
790,801,43910123,PLANO ISD,BRINKER ELEM.,3,INDEPENDENT,3800 JOHN CLARK PKWY,PLANO,75093-5898,13.0,101.0,73.0,54.0,"3800 JOHN CLARK PKWY PLANO,TX 75093-5898",33.044969099999996,-96.8222782,241.0,52.697095435684645,NE,4763,1
2170,2203,101912109,HOUSTON ISD,BERRY ELEM.,3,INDEPENDENT,2310 BERRY RD,HOUSTON,77093-7418,9.0,70.0,54.0,34.0,"2310 BERRY RD HOUSTON,TX 77093-7418",29.8365956,-95.350386,167.0,52.69461077844311,SE,4535,1
1671,1697,71909120,SOCORRO ISD,DESERT WIND ELE,3,INDEPENDENT,1100 COLINA DE PAZ,EL PASO,79928,4.0,49.0,41.0,18.0,"1100 COLINA DE PAZ EL PASO,TX 79928",31.648083000000003,-106.226102,112.0,52.67857142857143,NW,3397,1
709,720,43905105,FRISCO ISD,ANDERSON ELEM.,3,INDEPENDENT,2800 OAKLAND HILLS DR,PLANO,75025-6450,15.0,100.0,73.0,55.0,"2800 OAKLAND HILLS DR PLANO,TX 75025-6450",33.1054016,-96.7471411,243.0,52.674897119341566,NE,4118,1
4187,4242,227904116,PFLUGERVILLE IS,HIGHLAND PARK E,3,INDEPENDENT,528 KINGSTON LACY,PFLUGERVILLE,78660,8.0,90.0,69.0,40.0,"528 KINGSTON LACY PFLUGERVILLE,TX 78660",30.477938199999997,-97.6143869,207.0,52.65700483091788,SE,333,1
718,729,43905114,FRISCO ISD,RIDDLE ELEM.,3,INDEPENDENT,8201 ROBINSON RD,PLANO,75024-6805,18.0,107.0,83.0,56.0,"8201 ROBINSON RD PLANO,TX 75024-6805",33.0896387,-96.7893063,264.0,52.65151515151515,NE,1571,1
4184,4239,227904112,PFLUGERVILLE IS,MURCHISON ELEM.,3,INDEPENDENT,2215 KELLY LN,PFLUGERVILLE,78660,14.0,130.0,99.0,61.0,"2215 KELLY LN PFLUGERVILLE,TX 78660",30.4678902,-97.5858355,304.0,52.63157894736842,SE,2577,1
3850,3897,220906109,GRAPEVINE-COLLE,GRAPEVINE ELEM.,3,INDEPENDENT,1801 HALL JOHNSON RD,GRAPEVINE,76051-5705,4.0,77.0,59.0,31.0,"1801 HALL JOHNSON RD GRAPEVINE,TX 76051-5705",32.890142,-97.092194,171.0,52.63157894736842,NE,3991,1
2830,2864,112909001,SALTILLO ISD,SALTILLO SCHOOL,3,INDEPENDENT,150 COUNTY RD 3534,SALTILLO,75478-0269,1.0,17.0,14.0,6.0,"150 COUNTY RD 3534 SALTILLO,TX 75478-0269",33.1851016,-95.3288478,38.0,52.63157894736842,NE,739,0
2964,3000,129902101,FORNEY ISD,JOHNSON ELEM.,3,INDEPENDENT,701 S BOIS D' ARC,FORNEY,75126-9680,7.0,74.0,58.0,32.0,"701 S BOIS D' ARC FORNEY,TX 75126-9680",32.7411832,-96.4765713,171.0,52.63157894736842,NE,3776,0
659,670,36903101,EAST CHAMBERS I,EAST CHAMBERS E,3,INDEPENDENT,2045 STATE HWY 124,WINNIE,77665,9.0,100.0,76.0,45.0,"2045 STATE HWY 124 WINNIE,TX 77665",29.781575399999994,-94.3798077,230.0,52.608695652173914,SE,3459,0
785,796,43910118,PLANO ISD,HARRINGTON ELEM,3,INDEPENDENT,1540 BAFFIN BAY DR,PLANO,75075-2204,5.0,77.0,54.0,37.0,"1540 BAFFIN BAY DR PLANO,TX 75075-2204",33.0329667,-96.7254836,173.0,52.60115606936416,NE,825,1
1349,1366,57922111,COPPELL ISD,DENTON CREEK EL,3,INDEPENDENT,250 NATCHES TRACE,COPPELL,75019,6.0,76.0,62.0,29.0,"250 NATCHES TRACE COPPELL,TX 75019",32.9837866,-96.9888698,173.0,52.60115606936416,NE,194,1
1418,1439,61902133,LEWISVILLE ISD,BLUEBONNET ELEM,3,INDEPENDENT,2000 SPINKS RD,FLOWER MOUND,75028-4261,4.0,78.0,60.0,31.0,"2000 SPINKS RD FLOWER MOUND,TX 75028-4261",32.999927,-97.0590032,173.0,52.60115606936416,NE,44,1
3118,3156,152910101,IDALOU ISD,IDALOU ELEM.,3,INDEPENDENT,601 S WALNUT,IDALOU,79329,7.0,75.0,56.0,35.0,"601 S WALNUT IDALOU,TX 79329",33.6610125,-101.6843195,173.0,52.60115606936416,NW,4592,0
1342,1359,57922103,COPPELL ISD,AUSTIN ELEM.,3,INDEPENDENT,161 S MOORE,COPPELL,75019-5750,12.0,71.0,56.0,36.0,"161 S MOORE COPPELL,TX 75019-5750",32.9658374,-96.9783875,175.0,52.57142857142857,NE,1004,1
4458,4516,246913110,LEANDER ISD,CHARLOTTE COX E,3,INDEPENDENT,1001 BRUSHY CREEK RD,CEDAR PARK,76813,10.0,73.0,59.0,33.0,"1001 BRUSHY CREEK RD CEDAR PARK,TX 76813",30.50347279999999,-97.80544090000001,175.0,52.57142857142857,SE,1702,1
386,391,15915198,NORTHSIDE ISD,HENDERSON ELEM.,3,INDEPENDENT,14605 KALLISON BEND,SAN ANTONIO,78254,6.0,68.0,54.0,28.0,"14605 KALLISON BEND SAN ANTONIO,TX 78254",29.521859999999997,-98.7848417,156.0,52.56410256410256,SE,3361,1
