CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
46902101,COMAL ISD,RAHE BULVERDE E,5,INDEPENDENT,1715 E AMMANN RD,BULVERDE,78163,6,76,60,47
46902102,COMAL ISD,GARDEN RIDGE EL,5,INDEPENDENT,9401 MUNICIPAL PKWY,GARDEN RIDGE,78266,21,141,109,81
46902104,COMAL ISD,GOODWIN FRAZIER,5,INDEPENDENT,1441 N BUSINESS 35,NEW BRAUNFELS,78130,27,82,54,34
46902105,COMAL ISD,STARTZVILLE ELE,5,INDEPENDENT,42111 FM 3159,CANYON LAKE,78133,19,60,36,19
46902107,COMAL ISD,BILL BROWN ELEM,5,INDEPENDENT,20410 HWY 46 W,SPRING BRANCH,78070,13,113,77,52
46902110,COMAL ISD,ARLON R. SEAY E,5,INDEPENDENT,20911 HWY 46 W,SPRING BRANCH,78070,7,69,49,31
46902111,COMAL ISD,M.H. SPECHT ELE,5,INDEPENDENT,25815 OVERLOOK PKWY,SAN ANTONIO,78260,1,122,102,69
46902112,COMAL ISD,HOFFMANN LANE E,5,INDEPENDENT,4600 FM 306,NEW BRAUNFELS,78132,2,145,133,114
46902113,COMAL ISD,REBECCA CREEK E,5,INDEPENDENT,125 QUEST AVE,SPRING BRANCH,78070,15,89,68,49
46902114,COMAL ISD,TIMBERWOOD PARK,5,INDEPENDENT,26715 S GLENROSE,SAN ANTONIO,78258,1,111,99,78
46902115,COMAL ISD,FREIHEIT ELEM.,5,INDEPENDENT,2002 FM 1101,NEW BRAUNFELS,78130,27,86,51,35
46902117,COMAL ISD,MORNINGSIDE ELE,5,INDEPENDENT,3855 MORNINGSIDE DR,NEW BRAUNFELS,78132,22,93,61,34
46902119,COMAL ISD,CLEAR SPRING EL,5,INDEPENDENT,550 AVERY PKWY,NEW BRAUNFELS,78130,28,103,61,37
46902120,COMAL ISD,MOUNTAIN VALLEY,5,INDEPENDENT,310 CANNAN RD,CANYON LAKE,78133,4,79,54,32
46902121,COMAL ISD,JOHNSON RANCH E,5,INDEPENDENT,30501 JOHNSON WAY,BULVERDE,78163,3,73,56,33
46902122,COMAL ISD,KINDER RANCH EL,5,INDEPENDENT,2035 KINDER PKWY,SAN ANTONIO,78260,3,86,67,56
46902123,COMAL ISD,OAK CREEK ELEM.,5,INDEPENDENT,3060 GOODWIN LN,NEW BRAUNFELS,78130,9,96,70,50
46902125,COMAL ISD,INDIAN SPRINGS,5,INDEPENDENT,25751 WILDERNESS OAK,SAN ANTONIO,78261,10,133,107,78
47901101,COMANCHE ISD,COMANCHE ELEM.,5,INDEPENDENT,308 FM 3381,COMANCHE,76442,19,88,37,16
47902101,DE LEON ISD,DE LEON ELEM.,5,INDEPENDENT,133 E PECAN,DE LEON,76444,5,47,32,21
47903001,GUSTINE ISD,GUSTINE SCHOOL,5,INDEPENDENT,503 W MAIN ST,GUSTINE,76455,0,8,6,0
47905001,SIDNEY ISD,SIDNEY SCHOOL,5,INDEPENDENT,4100 HWY 1689,SIDNEY,76474,8,8,5,2
48901001,EDEN CISD,EDEN CISD,5,INDEPENDENT,113 W BRYAN,EDEN,76837,9,12,6,1
48903001,PAINT ROCK ISD,PAINT ROCK SCHO,5,INDEPENDENT,698 S SIMS ST,PAINT ROCK,76866,9,7,4,1
49901104,GAINESVILLE ISD,ROBERT E. LEE I,5,INDEPENDENT,2100 N GRAND AVE,GAINESVILLE,76240,46,190,122,73
49902101,MUENSTER ISD,MUENSTER ELEM.,5,INDEPENDENT,912 N WALNUT ST,MUENSTER,76252,4,39,32,22
49903041,VALLEY VIEW ISD,VALLEY VIEW M.S,5,INDEPENDENT,804 S LEE ST,VALLEY VIEW,76272,25,37,23,12
49905101,CALLISBURG ISD,CALLISBURG ELEM,5,INDEPENDENT,648 FM 3164,GAINESVILLE,76240,16,65,37,15
49906001,ERA ISD,ERA SCHOOL,5,INDEPENDENT,108 HARGROVE ST,ERA,76238,5,27,15,5
49907101,LINDSAY ISD,LINDSAY ELEM.,5,INDEPENDENT,625 KNIGHT DR,LINDSAY,76250,0,42,39,31
49908101,WALNUT BEND ISD,WALNUT BEND ELE,5,INDEPENDENT,47 C R 198,GAINESVILLE,76240,6,6,3,2
49909101,SIVELLS BEND IS,SIVELLS BEND EL,5,INDEPENDENT,1053 CR (17 MILES N OF US 82 ON FM 1201),GAINESVILLE,76240,1,4,1,1
50901101,EVANT ISD,EVANT ELEM.,5,INDEPENDENT,101 MEMORY LN,EVANT,76525,4,18,7,4
50902103,GATESVILLE ISD,GATESVILLE INTE,5,INDEPENDENT,311 HORNET WAY,GATESVILLE,76528,53,127,64,35
50904001,OGLESBY ISD,OGLESBY SCHOOL,5,INDEPENDENT,125 COLLEGE AVE,OGLESBY,76561,0,6,4,2
50909001,JONESBORO ISD,JONESBORO SCHOO,5,INDEPENDENT,14909 E ST HWY 36,JONESBORO,76538,10,17,7,3
50910101,COPPERAS COVE I,FAIRVIEW-MISS J,5,INDEPENDENT,710 S 5TH ST,COPPERAS COVE,76522,17,71,41,23
50910102,COPPERAS COVE I,HETTIE HALSTEAD,5,INDEPENDENT,910 N MAIN ST,COPPERAS COVE,76522,7,45,25,17
50910104,COPPERAS COVE I,C.R. CLEMENTS-H,5,INDEPENDENT,1115 NORTHERN DANCER,COPPERAS COVE,76522,18,122,83,52
50910106,COPPERAS COVE I,MARTIN WALKER E,5,INDEPENDENT,100 FM 3046,COPPERAS COVE,76522,10,91,63,39
50910107,COPPERAS COVE I,J.L. WILLIAMS-L,5,INDEPENDENT,909 COURTNEY LN,COPPERAS COVE,76522,27,102,59,34
50910110,COPPERAS COVE I,HOUSE CREEK ELE,5,INDEPENDENT,351 LUTHERAN CHURCH RD,COPPERAS COVE,76522,27,89,53,21
51901001,PADUCAH ISD,PADUCAH SCHOOL,5,INDEPENDENT,810 GOODWIN,PADUCAH,79248,1,9,7,4
52901101,CRANE ISD,CRANE ELEM.,5,INDEPENDENT,300 W 7TH ST,CRANE,79731,33,60,23,7
53001103,CROCKETT COUNTY,OZONA ELEM.,5,COMMON,1701 AVE E,OZONA,76943,29,38,20,9
54901101,CROSBYTON CISD,CROSBYTON ELEM.,5,INDEPENDENT,204 S HARRISON,CROSBYTON,79322,9,13,5,3
54902102,LORENZO ISD,LORENZO ELEM.,5,,,,,9,13,6,1
54903102,RALLS ISD,RALLS ELEM.,5,INDEPENDENT,1401 16TH ST,RALLS,79357,15,27,9,4
55901001,CULBERSON COUNT,VAN HORN SCHOOL,5,INDEPENDENT,200 W 7TH ST,VAN HORN,79855,10,19,8,7
56901105,DALHART ISD,DALHART INTERME,5,INDEPENDENT,801 OAK,DALHART,79022,21,97,69,39
56902001,TEXLINE ISD,TEXLINE SCHOOL,5,INDEPENDENT,302 E PINE ST,TEXLINE,79087,0,12,7,4
57802001,PEGASUS SCHOOL,PEGASUS CHARTER,5,CHARTER,601 N AKARD ST STE 203,DALLAS,75201,38,20,2,0
57803003,UPLIFT EDUCATIO,UPLIFT EDUCATIO,5,CHARTER,300 E CHURCH ST,GRAND PRAIRIE,75050,14,60,39,24
57803008,UPLIFT EDUCATIO,UPLIFT MIGHTY S,5,CHARTER,3700 MIGHTY MITE DR,FORT WORTH,76105,28,52,33,15
57803101,UPLIFT EDUCATIO,UPLIFT EDUCATII,5,CHARTER,606 E ROYAL LN,IRVING,75039,5,92,78,60
57803102,UPLIFT EDUCATIO,UPLIFT EDUCATIO,5,CHARTER,1401 S MACARTHUR BLVD,IRVING,75060,9,67,40,27
57803103,UPLIFT EDUCATIO,UPLIFT GRADUS P,5,CHARTER,121 SEAHAWK DR,DESOTO,75115,8,40,22,11
57803104,UPLIFT EDUCATIO,UPLIFT HEIGHTS,5,CHARTER,2202 CALYPSO ST,DALLAS,75212,16,133,86,47
57803105,UPLIFT EDUCATIO,UPLIFT PINNACLE,5,CHARTER,2510 S VERNON AVE,DALLAS,75224,24,75,45,22
57803106,UPLIFT EDUCATIO,UPLIFT TRIUMPH,5,CHARTER,9411 HARGROVE ST,DALLAS,75220,17,69,45,24
57803107,UPLIFT EDUCATIO,UPLIFT LUNA PRE,5,CHARTER,2020 N LAMAR STE 100,DALLAS,75202,13,63,44,26
57803108,UPLIFT EDUCATIO,UPLIFT MERIDIAN,5,CHARTER,1801 S BEACH ST,FORT WORTH,76105,28,74,36,15
57803109,UPLIFT EDUCATIO,UPLIFT SUMMIT I,5,CHARTER,1301 N CENTER ST,ARLINGTON,76011,24,77,58,34
57803110,UPLIFT EDUCATIO,UPLIFT PEAK PRE,5,CHARTER,4600 BRYAN ST,DALLAS,75204,6,98,64,37
57803111,UPLIFT EDUCATIO,UPLIFT HAMPTON,5,CHARTER,8915 S HAMPTON RD,DALLAS,75237,12,84,47,27
57803112,UPLIFT EDUCATIO,UPLIFT WILLIAMS,5,CHARTER,1750 VICEROY DR,DALLAS,75235,23,69,42,31
57806101,ADVANTAGE ACADE,ADVANTAGE ACAD.,5,CHARTER,955 FREETOWN RD,GRAND PRAIRIE,75051,51,91,46,29
57807001,LIFE SCHOOL,LIFE SCHOOL OAK,5,CHARTER,4400 S R L THORNTON FRWY,DALLAS,75224,55,51,30,14
57807101,LIFE SCHOOL,LIFE SCHOOL RED,5,CHARTER,777 S I-35 E,RED OAK,75154,19,135,94,46
57807102,LIFE SCHOOL,LIFE SCHOOL LAN,5,CHARTER,954 S I-35 E,LANCASTER,75146,35,44,17,8
57807104,LIFE SCHOOL,LIFE SCHOOL CED,5,CHARTER,129 W WINTERGREEN RD,CEDAR HILL,75104,32,67,32,19
57807105,LIFE SCHOOL,LIFE SCHOOL MOU,5,CHARTER,5525 W ILLINOIS AVE,DALLAS,75211,23,47,22,11
57808101,UNIVERSAL ACADE,UNIVERSAL ACAD.,5,CHARTER,2616 N MACARTHUR BLVD,IRVING,75062,11,65,47,31
57808102,UNIVERSAL ACADE,UNIVERSAL ACAD.,5,CHARTER,1001 E SANDY LAKE RD,COPPELL,75019,13,106,94,78
57810101,ACADEMY OF DALL,ACAD. OF DALLAS,5,CHARTER,1030 OAK PARK DR,DALLAS,75232,20,9,3,1
57813101,TRINITY BASIN P,TRINITY BASIN P,5,CHARTER,808 N EWING AVE,DALLAS,75203,29,155,93,47
57813104,TRINITY BASIN P,TRINITY BASIN P,5,CHARTER,101 W PAFFORD ST,FORT WORTH,76110,19,116,64,35
57814001,ACADEMY FOR ACA,DALLAS COUNTY J,5,CHARTER,2600 LONE STAR DR STE 5,DALLAS,75212,,,,
57814005,ACADEMY FOR ACA,LETOT CAMPUS,5,CHARTER,10505 DENTON DR,DALLAS,75220,,,,
57816101,A.W. BROWN LEAD,A.W. BROWN-F.L.,5,CHARTER,5701 RED BIRD CTR DR,DALLAS,75237,29,43,21,10
57816102,A.W. BROWN LEAD,A.W. BROWN - F.,5,CHARTER,6901 S WESTMORELAND RD,DALLAS,75237,16,47,20,12
57819001,JEAN MASSIEU AC,JEAN MASSIEU AC,5,CHARTER,823 N CENTER ST,ARLINGTON,76011,6,18,3,2
57827101,NOVA ACADEMY SO,NOVA ACAD. CEDA,5,CHARTER,820 E WINTERGREEN RD BLDG B,CEDAR HILL,75104,,,,
57827102,NOVA ACADEMY SO,NOVA ACAD. PRIC,5,CHARTER,2800 PRICHARD LN,DALLAS,75227,6,48,29,14
57829001,A+ ACADEMY,A+ ACAD. ELEM.,5,CHARTER,10327 RYLIE RD,DALLAS,75217,29,85,55,32
57830001,INSPIRED VISION,INSPIRED VISION,5,CHARTER,8421 BOHANNON DR,DALLAS,75217,29,70,31,13
57831001,GATEWAY CHARTER,GATEWAY CHARTER,5,CHARTER,6103 UNIVERSITY HILLS BLVD,DALLAS,75241,4,20,12,5
57833001,EDUCATION CENTE,EDUCATION CENTE,5,CHARTER,302 N TOWN E BLVD,SUNNYVALE,75182,9,32,18,9
57833002,EDUCATION CENTE,EDUCATION CENTE,5,CHARTER,8200 SCHRADE RD,ROWLETT,75088,6,11,6,2
57833003,EDUCATION CENTE,EDUCATION CENTE,5,CHARTER,201 N ERBY CAMPBELL BLVD,ROYSE CITY,75189,3,10,5,2
57835001,GOLDEN RULE CHA,GOLDEN RULE CHA,5,CHARTER,2602 W ILLINOIS AVE,DALLAS,75233,16,53,27,14
57835102,GOLDEN RULE CHA,GOLDEN RULE DES,5,CHARTER,135 W WINTERGREEN RD,DESOTO,75115,4,7,4,1
57835103,GOLDEN RULE CHA,GOLDEN RULE SOU,5,CHARTER,10747 BRUTON RD,DALLAS,75217,2,8,6,2
57836101,ST. ANTHONY SCH,ST. ANTHONY ACA,5,CHARTER,3732 MYRTLE ST,DALLAS,75215,10,29,23,10
57839101,LA ACADEMIA DE,LA ACADEMIA DE,5,CHARTER,4680 W KIEST BLVD,DALLAS,75236,20,70,38,19
57841001,CITYSCAPE SCHOO,EAST GRAND PREP,5,CHARTER,6211 E GRAND BLVD,DALLAS,75223,33,39,17,8
57844101,MANARA ACADEMY,MANARA ACAD.,5,CHARTER,8201 TRISTAR DR,IRVING,75063,8,36,26,13
57844102,MANARA ACADEMY,MANARA STEM ACA,5,CHARTER,6101 S COLLINS ST,ARLINGTON,76018,14,13,2,0
57845001,UME PREPARATORY,UME PREP. ACAD.,5,CHARTER,3838 SPUR 408,DALLAS,75236,2,40,25,14
57845002,UME PREPARATORY,UME PREP. ACAD.,5,CHARTER,415 N CEDAR RIDGE DR,DUNCANVILLE,75116,4,27,18,9
57846001,LEGACY PREPARAT,LEGACY PREP CHA,5,CHARTER,2727 MILITARY PKWY,MESQUITE,75149,33,54,28,14
57846003,LEGACY PREPARAT,LEGACY PREPARAT,5,CHARTER,601 ACCENT DR,PLANO,75075,7,24,10,8
57847001,VILLAGE TECH SC,VILLAGE TECH SC,5,CHARTER,402 W DANIELDALE RD,DUNCANVILLE,75137,31,54,25,11
57848001,INTERNATIONAL L,ILTEXAS GARLAND,5,CHARTER,3301 N SHILOH RD,GARLAND,75044,28,129,85,51
57848004,INTERNATIONAL L,ILTEXAS ARLINGT,5,CHARTER,4950 S BOWEN RD,ARLINGTON,76017,33,80,40,24
57848007,INTERNATIONAL L,ILTEXAS KELLER,5,CHARTER,2301 HERITAGE TRACE PKWY,FORT WORTH,76177,13,131,107,78
57848010,INTERNATIONAL L,ILTEXAS GRAND P,5,CHARTER,3501 GREAT SOUTHWEST PKWY,GRAND PRAIRIE,75052,28,126,82,54
57848012,INTERNATIONAL L,ILTEXAS NORTH R,5,CHARTER,4131 RUFE SNOW DR,N RICHLAND HILLS,76180,49,92,59,31
57848014,INTERNATIONAL L,ILTEXAS KATY EL,5,CHARTER,24406 FRANZ RD,KATY,77493,28,101,56,37
57848016,INTERNATIONAL L,ILTEXAS WESTPAR,5,CHARTER,15300 BELLAIRE BLVD,HOUSTON,77083,48,90,46,28
57848019,INTERNATIONAL L,ILTEXAS LANCAST,5,CHARTER,1900 W PLEASANT RUN RD,LANCASTER,75146,45,99,45,22
57848021,INTERNATIONAL L,ILTEXAS EAST FO,5,CHARTER,5901 BOCA RATON BLVD,FORT WORTH,76112,64,87,48,29
57848023,INTERNATIONAL L,ILTEXAS SAGINAW,5,CHARTER,500 OLD DECATUR RD,SAGINAW,76179,30,118,73,42
57848025,INTERNATIONAL L,ILTEXAS HOUSTON,5,CHARTER,9898 WINDMILL LAKES BLVD,HOUSTON,77075,40,90,50,33
57848027,INTERNATIONAL L,ILTEXAS HOUSTON,5,CHARTER,5445 E OREM DR,HOUSTON,77048,41,67,22,11
57848030,INTERNATIONAL L,ILTEXAS COLLEGE,5,CHARTER,3610 LONGMIRE DR,COLLEGE STATION,77845,25,92,61,41
57850002,PIONEER TECHNOL,PIONEER TECHNOL,5,CHARTER,300 AEROBIC LN,GREENVILLE,75402,0,17,12,6
57903102,CARROLLTON-FARM,CARROLLTON ELEM,5,INDEPENDENT,1805 PEARL ST,CARROLLTON,75006,8,77,51,36
57903103,CARROLLTON-FARM,CENTRAL ELEM.,5,INDEPENDENT,1600 S PERRY RD,CARROLLTON,75006,23,59,36,24
57903105,CARROLLTON-FARM,GOOD ELEM.,5,INDEPENDENT,1012 STUDY LN,CARROLLTON,75006,10,80,54,36
57903106,CARROLLTON-FARM,STARK ELEM.,5,INDEPENDENT,12400 JOSEY LN,FARMERS BRANCH,75234,7,87,71,59
57903109,CARROLLTON-FARM,FARMERS BRANCH,5,INDEPENDENT,13521 TOM FIELD RD,FARMERS BRANCH,75234,11,75,63,39
57903110,CARROLLTON-FARM,BLANTON ELEM.,5,INDEPENDENT,2525 SCOTT MILL RD,CARROLLTON,75006,9,61,48,29
57903111,CARROLLTON-FARM,THOMPSON ELEM.,5,INDEPENDENT,2915 SCOTT MILL RD,CARROLLTON,75007,10,66,45,23
57903112,CARROLLTON-FARM,COUNTRY PLACE E,5,INDEPENDENT,2115 RAINTREE,CARROLLTON,75006,3,57,43,29
57903113,CARROLLTON-FARM,DAVIS ELEM.,5,INDEPENDENT,3205 DORCHESTER DR,CARROLLTON,75007,11,83,69,44
57903114,CARROLLTON-FARM,MCCOY ELEM.,5,INDEPENDENT,2425 MCCOY RD,CARROLLTON,75006,3,83,68,55
57903116,CARROLLTON-FARM,FURNEAUX ELEM.,5,INDEPENDENT,3210 FURNEAUX RD,CARROLLTON,75007,3,48,35,21
57903118,CARROLLTON-FARM,ROSEMEADE ELEM.,5,INDEPENDENT,3550 KIMBERLY,CARROLLTON,75007,2,52,46,37
57903120,CARROLLTON-FARM,LAS COLINAS ELE,5,INDEPENDENT,2200 KINWEST PKWY,IRVING,75063,9,69,51,37
57903121,CARROLLTON-FARM,LANDRY ELEM.,5,INDEPENDENT,265 RED RIVER TRL,IRVING,75063,22,33,19,12
57903122,CARROLLTON-FARM,KENT ELEM.,5,INDEPENDENT,1800 W ROSEMEADE PKWY,CARROLLTON,75007,13,73,57,41
57903123,CARROLLTON-FARM,RIVERCHASE ELEM,5,INDEPENDENT,272 S MACARTHUR BLVD,COPPELL,75019,10,44,25,16
57903124,CARROLLTON-FARM,MCKAMY ELEM.,5,INDEPENDENT,3443 BRIARGROVE LN,DALLAS,75287,14,53,34,20
57903125,CARROLLTON-FARM,SHEFFIELD ELEM.,5,INDEPENDENT,18110 KELLY BLVD,DALLAS,75287,47,50,22,10
57903126,CARROLLTON-FARM,RAINWATER ELEM.,5,INDEPENDENT,1408 E FRANKFORD,CARROLLTON,75007,3,54,44,31
57903128,CARROLLTON-FARM,FREEMAN ELEM.,5,INDEPENDENT,8757 VALLEY RANCH PKWY,IRVING,75063,7,63,46,38
57903129,CARROLLTON-FARM,MCWHORTER ELEM.,5,INDEPENDENT,3678 TIMBERGLEN RD,DALLAS,75287,18,46,31,18
57903131,CARROLLTON-FARM,BLAIR ELEM.,5,INDEPENDENT,14055 HEARTSIDE DR,FARMERS BRANCH,75234,20,80,44,23
57903132,CARROLLTON-FARM,LA VILLITA ELEM,5,INDEPENDENT,1601 CAMINO LAGO WAY,IRVING,75039,8,91,70,55
57903135,CARROLLTON-FARM,MCLAUGHLIN STRI,5,INDEPENDENT,3030 FYKE RD,FARMERS BRANCH,75234,32,76,51,32
57904101,CEDAR HILL ISD,BRAY ELEM.,5,INDEPENDENT,218 N BROAD ST,CEDAR HILL,75104,6,35,12,6
57904102,CEDAR HILL ISD,PLUMMER ELEM.,5,INDEPENDENT,1203 CLARK RD,CEDAR HILL,75104,9,97,58,36
57904104,CEDAR HILL ISD,HIGH POINTE ELE,5,INDEPENDENT,1351 HIGH POINTE LN,CEDAR HILL,75104,36,45,28,10
57904105,CEDAR HILL ISD,HIGHLANDS ELEM.,5,INDEPENDENT,131 SIMS DR,CEDAR HILL,75104,27,92,54,32
57904107,CEDAR HILL ISD,WATERFORD OAKS,5,INDEPENDENT,401 N WATERFORD OAKS DR,CEDAR HILL,75104,36,73,33,11
57904108,CEDAR HILL ISD,LAKERIDGE ELEM.,5,INDEPENDENT,1020 LAKERIDGE PWKY,CEDAR HILL,75104,11,36,24,15
57904110,CEDAR HILL ISD,CEDAR HILL COLL,5,INDEPENDENT,975 PICKARD DR,CEDAR HILL,75104,3,74,57,40
57905099,DALLAS ISD,HOSPITAL-HOMEBO,5,INDEPENDENT,912 S ERVAY STE 309,DALLAS,75201,,,,
57905101,DALLAS ISD,JOHN Q. ADAMS E,5,INDEPENDENT,8239 LK JUNE RD,DALLAS,75217,26,101,54,30
57905103,DALLAS ISD,GABE P. ALLEN C,5,INDEPENDENT,5220 NOMAS ST,DALLAS,75212,25,39,21,10
57905104,DALLAS ISD,WILLIAM M. ANDE,5,INDEPENDENT,620 N ST AUGUSTINE DR,DALLAS,75217,12,92,66,37
57905105,DALLAS ISD,ARCADIA PARK EL,5,INDEPENDENT,1300 N JUSTIN AVE,DALLAS,75211,16,94,67,37
57905107,DALLAS ISD,JOSE 'JOE' MAY,5,INDEPENDENT,9818 BROCKBANK DR,DALLAS,75220,20,64,43,23
57905108,DALLAS ISD,BAYLES ELEM.,5,INDEPENDENT,2444 TELEGRAPH AVE,DALLAS,75228,11,42,27,19
57905109,DALLAS ISD,W.A. BLAIR ELEM,5,INDEPENDENT,7720 GAYGLEN DR,DALLAS,75217,17,71,48,36
57905110,DALLAS ISD,ANNIE WEBB BLAN,5,INDEPENDENT,8915 GREENMOUND AVE,DALLAS,75227,9,74,59,38
57905112,DALLAS ISD,JAMES BOWIE ELE,5,INDEPENDENT,330 N MARSALIS AVE,DALLAS,75203,8,53,43,29
57905114,DALLAS ISD,JOHN NEELY BRYA,5,INDEPENDENT,2001 DEER PATH DR,DALLAS,75216,13,47,27,10
57905115,DALLAS ISD,HARRELL BUDD EL,5,INDEPENDENT,2121 S MARSALIS AVE,DALLAS,75216,15,50,29,10
57905116,DALLAS ISD,DAVID G. BURNET,5,INDEPENDENT,3200 KINKAID DR,DALLAS,75220,22,76,49,29
57905117,DALLAS ISD,RUFUS C. BURLES,5,INDEPENDENT,6300 ELAM RD,DALLAS,75217,38,75,46,23
57905118,DALLAS ISD,W.W. BUSHMAN EL,5,INDEPENDENT,4200 BONNIE VIEW RD,DALLAS,75216,8,63,39,17
57905119,DALLAS ISD,CHAPEL HILL PRE,5,INDEPENDENT,12701 TEMPLETON TRL,DALLAS,75234,10,55,38,24
57905120,DALLAS ISD,F.P. CAILLET EL,5,INDEPENDENT,3033 MERRELL RD,DALLAS,75229,9,90,64,40
57905121,DALLAS ISD,JOHN W. CARPENT,5,INDEPENDENT,2121 TOSCA LN,DALLAS,75224,19,37,20,7
57905122,DALLAS ISD,C.F. CARR ELEM.,5,INDEPENDENT,1952 BAYSIDE ST,DALLAS,75212,10,46,34,17
57905125,DALLAS ISD,CASA VIEW ELEM.,5,INDEPENDENT,2100 N FAROLA DR,DALLAS,75228,8,86,70,46
57905126,DALLAS ISD,CENTRAL ELEM.,5,INDEPENDENT,902 SHADY LN,SEAGOVILLE,75159,0,63,56,41
57905128,DALLAS ISD,MARTIN LUTHER K,5,INDEPENDENT,1817 WARREN AVE,DALLAS,75215,19,52,24,9
57905129,DALLAS ISD,S.S. CONNER ELE,5,INDEPENDENT,3037 GREENMEADOW DR,DALLAS,75228,22,49,28,14
57905130,DALLAS ISD,LEILA P. COWART,5,INDEPENDENT,1515 S RAVINIA DR,DALLAS,75211,8,70,51,36
57905131,DALLAS ISD,IGNACIO ZARAGOZ,5,INDEPENDENT,4550 WORTH ST,DALLAS,75246,3,45,30,21
57905133,DALLAS ISD,BARBARA JORDAN,5,INDEPENDENT,1111 W KIEST BLVD,DALLAS,75224,27,57,29,18
57905134,DALLAS ISD,GEORGE B. DEALE,5,INDEPENDENT,6501 ROYAL LN,DALLAS,75230,2,54,52,42
57905135,DALLAS ISD,EVERETTE LEE DE,5,INDEPENDENT,3453 FLAIR DR,DALLAS,75229,2,51,44,34
57905136,DALLAS ISD,L.O. DONALD ELE,5,INDEPENDENT,1218 PHINNEY AVE,DALLAS,75211,0,66,59,42
57905137,DALLAS ISD,JULIUS DORSEY E,5,INDEPENDENT,133 N ST AUGUSTINE DR,DALLAS,75217,5,55,44,32
57905139,DALLAS ISD,PAUL L. DUNBAR,5,INDEPENDENT,4200 METROPOLITAN AVE,DALLAS,75210,22,63,44,32
57905141,DALLAS ISD,JILL STONE ELEM,5,INDEPENDENT,6606 RIDGECREST RD,DALLAS,75231,4,44,31,22
57905142,DALLAS ISD,J.N. ERVIN ELEM,5,INDEPENDENT,3722 BLACK OAK DR,DALLAS,75241,32,63,30,10
57905144,DALLAS ISD,TOM W. FIELD EL,5,,,,,7,41,25,13
57905145,DALLAS ISD,STEPHEN C. FOST,5,INDEPENDENT,3700 CLOVER LN,DALLAS,75220,10,94,52,29
57905147,DALLAS ISD,CHARLES A. GILL,5,INDEPENDENT,10910 FERGUSON RD,DALLAS,75228,10,104,80,52
57905148,DALLAS ISD,TOM C. GOOCH EL,5,INDEPENDENT,4030 CALCULUS RD,DALLAS,75244,8,32,23,15
57905149,DALLAS ISD,LENORE KIRK HAL,5,INDEPENDENT,2120 KEATS DR,DALLAS,75211,8,71,57,38
57905152,DALLAS ISD,MARGARET B. HEN,5,INDEPENDENT,2200 S EDGEFIELD AVE,DALLAS,75224,4,59,48,39
57905153,DALLAS ISD,VICTOR H. HEXTE,5,INDEPENDENT,9720 WATERVIEW RD,DALLAS,75218,2,76,52,37
57905154,DALLAS ISD,LARRY G. SMITH,5,INDEPENDENT,5299 GUS THOMASSON RD,MESQUTE,75150,17,91,66,45
57905155,DALLAS ISD,C.A. TATUM JR.,5,INDEPENDENT,3002 ST AUGUSTINE RD,DALLAS,75227,35,66,37,22
57905156,DALLAS ISD,NATHANIEL HAWTH,5,INDEPENDENT,7800 UMPHRESS RD,DALLAS,75217,5,52,36,22
57905157,DALLAS ISD,JAMES S. HOGG E,5,INDEPENDENT,1144 N MADISON AVE,DALLAS,75208,7,19,10,8
57905158,DALLAS ISD,LIDA HOOE ELEM.,5,INDEPENDENT,2419 GLADSTONE DR,DALLAS,75211,6,58,46,30
57905159,DALLAS ISD,L.L. HOTCHKISS,5,INDEPENDENT,6929 TOWN N DR,DALLAS,75231,12,91,70,43
57905160,DALLAS ISD,PERSONALIZED LE,5,INDEPENDENT,2827 THROCKMORTON AVE,DALLAS,75219,2,16,10,5
57905161,DALLAS ISD,JOHN IRELAND EL,5,INDEPENDENT,1515 N JIM MILLER RD,DALLAS,75217,9,65,43,22
57905162,DALLAS ISD,MOCKINGBIRD ELE,5,INDEPENDENT,5828 E MOCKINGBIRD LN,DALLAS,75206,1,83,73,57
57905163,DALLAS ISD,CEDAR CREST ELE,5,INDEPENDENT,2020 MOUSER ST,DALLAS,75203,22,28,8,4
57905164,DALLAS ISD,ANSON JONES ELE,5,INDEPENDENT,3901 MEREDITH AVE,DALLAS,75211,35,63,38,18
57905166,DALLAS ISD,EDWIN J. KIEST,5,INDEPENDENT,2611 HEALEY DR,DALLAS,75228,27,80,54,31
57905167,DALLAS ISD,KLEBERG ELEM.,5,INDEPENDENT,1450 EDD RD,DALLAS,75253,28,94,62,37
57905168,DALLAS ISD,OBADIAH KNIGHT,5,INDEPENDENT,2615 ANSON RD,DALLAS,75235,3,59,48,36
57905169,DALLAS ISD,ARTHUR KRAMER E,5,INDEPENDENT,7131 MIDBURY DR,DALLAS,75230,11,58,33,21
57905170,DALLAS ISD,RICHARD LAGOW E,5,INDEPENDENT,687 EDGEWORTH DR,DALLAS,75217,9,68,46,17
57905171,DALLAS ISD,LAKEWOOD ELEM.,5,INDEPENDENT,3000 HILLBROOK ST,DALLAS,75214,3,122,106,83
57905172,DALLAS ISD,JIMMIE TYLER BR,5,INDEPENDENT,2959 HAMPTON RD,DALLAS,75204,6,97,71,47
