CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Income Below 75K,Income Over 100K,High School Diploma,Master Degree,Poverty Family,Non Poverty Family
61902114,LEWISVILLE ISD,MCAULIFFE ELEM.,5,INDEPENDENT,2300 BRIARHILL BLVD,HIGHLAND VILLAGE,75077.0,5.0,90.0,73.0,45.0,65.0,0.0,3449.0,2876.0,39.0,5134.0
61902115,LEWISVILLE ISD,B.B. OWEN ELEM.,5,INDEPENDENT,5640 SQUIRES DR,THE COLONY,75056.0,15.0,45.0,27.0,15.0,111.0,25.0,5998.0,3505.0,133.0,6893.0
61902116,LEWISVILLE ISD,CREEKSIDE ELEM.,5,INDEPENDENT,901 VALLEY VIEW DR,LEWISVILLE,75067.0,10.0,79.0,54.0,38.0,4.0,6.0,8436.0,3635.0,656.0,5314.0
61902117,LEWISVILLE ISD,DONALD ELEM.,5,INDEPENDENT,2400 FOREST VISTA DR,FLOWER MOUND,75028.0,3.0,86.0,73.0,53.0,96.0,35.0,3161.0,4966.0,90.0,7511.0
61902118,LEWISVILLE ISD,HEBRON VALLEY E,5,INDEPENDENT,4108 CREEK VALLEY BLVD,CARROLLTON,75010.0,7.0,95.0,71.0,59.0,17.0,18.0,2723.0,2179.0,324.0,3403.0
61902119,LEWISVILLE ISD,ETHRIDGE ELEM.,5,INDEPENDENT,6001 ETHRIDGE DR,THE COLONY,75056.0,10.0,77.0,60.0,44.0,111.0,25.0,5998.0,3505.0,133.0,6893.0
61902120,LEWISVILLE ISD,GARDEN RIDGE EL,5,INDEPENDENT,2220 S GARDEN RIDGE BLVD,FLOWER MOUND,75028.0,3.0,68.0,58.0,45.0,96.0,35.0,3161.0,4966.0,90.0,7511.0
61902121,LEWISVILLE ISD,MORNINGSIDE ELE,5,INDEPENDENT,6350 PAIGE RD,THE COLONY,75056.0,2.0,55.0,41.0,30.0,111.0,25.0,5998.0,3505.0,133.0,6893.0
61902122,LEWISVILLE ISD,HERITAGE ELEM.,5,INDEPENDENT,100 BARNETT BLVD,HIGHLAND VILLAGE,75077.0,1.0,101.0,80.0,52.0,65.0,0.0,3449.0,2876.0,39.0,5134.0
61902123,LEWISVILLE ISD,OLD SETTLERS EL,5,INDEPENDENT,2525 OLD SETTLERS RD,FLOWER MOUND,75022.0,9.0,102.0,78.0,62.0,141.0,62.0,1348.0,2738.0,192.0,5232.0
61902124,LEWISVILLE ISD,PARKWAY ELEM.,5,INDEPENDENT,2100 S VALLEY PKWY,LEWISVILLE,75067.0,7.0,76.0,57.0,40.0,4.0,6.0,8436.0,3635.0,656.0,5314.0
61902125,LEWISVILLE ISD,POLSER ELEM.,5,INDEPENDENT,1520 POLSER RD,CARROLLTON,75010.0,10.0,56.0,34.0,24.0,17.0,18.0,2723.0,2179.0,324.0,3403.0
61902126,LEWISVILLE ISD,PRAIRIE TRAIL E,5,INDEPENDENT,5555 TIMBER CREEK RD,FLOWER MOUND,75028.0,8.0,119.0,98.0,73.0,96.0,35.0,3161.0,4966.0,90.0,7511.0
61902127,LEWISVILLE ISD,VALLEY RIDGE EL,5,INDEPENDENT,1604 N GARDEN RIDGE BLVD,LEWISVILLE,75077.0,5.0,75.0,52.0,31.0,65.0,0.0,3449.0,2876.0,39.0,5134.0
61902128,LEWISVILLE ISD,FOREST VISTA EL,5,INDEPENDENT,900 FOREST VISTA DR,FLOWER MOUND,75028.0,3.0,85.0,71.0,50.0,96.0,35.0,3161.0,4966.0,90.0,7511.0
61902129,LEWISVILLE ISD,BRIDLEWOOD ELEM,5,INDEPENDENT,4901 REMINGTON PARK DR,FLOWER MOUND,75028.0,0.0,80.0,66.0,48.0,96.0,35.0,3161.0,4966.0,90.0,7511.0
61902130,LEWISVILLE ISD,WELLINGTON ELEM,5,INDEPENDENT,3900 KENWOOD DR,FLOWER MOUND,75022.0,3.0,154.0,128.0,97.0,141.0,62.0,1348.0,2738.0,192.0,5232.0
61902131,LEWISVILLE ISD,SOUTHRIDGE ELEM,5,INDEPENDENT,495 W CORPORATE DR,LEWISVILLE,75067.0,26.0,75.0,47.0,23.0,4.0,6.0,8436.0,3635.0,656.0,5314.0
61902132,LEWISVILLE ISD,HOMESTEAD ELEM.,5,INDEPENDENT,1830 E BRANCH HOLLOW DR,CARROLLTON,75007.0,5.0,94.0,85.0,63.0,42.0,10.0,6724.0,3577.0,411.0,5680.0
61902133,LEWISVILLE ISD,BLUEBONNET ELEM,5,INDEPENDENT,2000 SPINKS RD,FLOWER MOUND,75028.0,1.0,96.0,88.0,66.0,96.0,35.0,3161.0,4966.0,90.0,7511.0
61902134,LEWISVILLE ISD,TOM HICKS ELEM.,5,INDEPENDENT,3651 COMPASS DR,FRISCO,75034.0,7.0,78.0,63.0,48.0,290.0,96.0,6343.0,10321.0,372.0,17460.0
61902135,LEWISVILLE ISD,LIBERTY ELEM.,5,INDEPENDENT,4600 QUAIL RUN RD,FLOWER MOUND,75022.0,2.0,113.0,101.0,86.0,141.0,62.0,1348.0,2738.0,192.0,5232.0
61902136,LEWISVILLE ISD,CASTLE HILLS EL,5,INDEPENDENT,1025 HOLY GRAIL DR,LEWISVILLE,75056.0,0.0,126.0,120.0,110.0,111.0,25.0,5998.0,3505.0,133.0,6893.0
61902138,LEWISVILLE ISD,MARJORY VICKERY,5,INDEPENDENT,3301 WAGER RD,FLOWER MOUND,75028.0,6.0,68.0,48.0,32.0,96.0,35.0,3161.0,4966.0,90.0,7511.0
61902139,LEWISVILLE ISD,ROCKBROOK ELEM.,5,INDEPENDENT,2751 ROCKBROOK DR,LEWISVILLE,75067.0,39.0,66.0,33.0,15.0,4.0,6.0,8436.0,3635.0,656.0,5314.0
61902140,LEWISVILLE ISD,COYOTE RIDGE EL,5,INDEPENDENT,4520 MAUMEE DR,CARROLLTON,75010.0,17.0,85.0,57.0,39.0,17.0,18.0,2723.0,2179.0,324.0,3403.0
61902142,LEWISVILLE ISD,INDEPENDENCE EL,5,INDEPENDENT,2511 WINDHAVEN PKWY,LEWISVILLE,75056.0,19.0,111.0,79.0,58.0,111.0,25.0,5998.0,3505.0,133.0,6893.0
61902143,LEWISVILLE ISD,LEWISVILLE ELEM,5,INDEPENDENT,285 W COUNTRY RIDGE RD,LEWISVILLE,75067.0,34.0,66.0,26.0,15.0,4.0,6.0,8436.0,3635.0,656.0,5314.0
61903102,PILOT POINT ISD,PILOT POINT INT,5,INDEPENDENT,501 E CARROLL ST,PILOT POINT,76258.0,22.0,79.0,41.0,22.0,40.0,0.0,946.0,229.0,74.0,685.0
61905102,KRUM ISD,BLANCHE DODD IN,5,INDEPENDENT,915 E MCCART,KRUM,76249.0,12.0,149.0,108.0,76.0,0.0,0.0,1065.0,329.0,0.0,1573.0
61906101,PONDER ISD,PONDER ELEM.,5,INDEPENDENT,401 W BAILEY,PONDER,76259.0,24.0,97.0,65.0,41.0,42.0,0.0,848.0,143.0,0.0,558.0
61907041,AUBREY ISD,AUBREY M.S.,5,INDEPENDENT,815 SHERMAN DR,AUBREY,76227.0,27.0,172.0,124.0,77.0,58.0,2.0,3533.0,1410.0,57.0,4851.0
61908101,SANGER ISD,CLEAR CREEK INT,5,INDEPENDENT,1901 S STEMMONS,SANGER,76266.0,22.0,133.0,79.0,47.0,25.0,0.0,2845.0,497.0,20.0,1853.0
61908104,SANGER ISD,BUTTERFIELD ELE,5,INDEPENDENT,291 INDIAN LN,SANGER,76266.0,8.0,71.0,49.0,30.0,25.0,0.0,2845.0,497.0,20.0,1853.0
61910042,ARGYLE ISD,ARGYLE INTERMED,5,INDEPENDENT,800 EAGLE DR,ARGYLE,76226.0,18.0,210.0,161.0,122.0,128.0,137.0,2038.0,2251.0,3.0,5007.0
61911101,NORTHWEST ISD,HASLET ELEM.,5,INDEPENDENT,501 SCHOOLHOUSE RD,HASLET,76052.0,6.0,79.0,63.0,48.0,3.0,0.0,2382.0,877.0,0.0,3930.0
61911102,NORTHWEST ISD,JUSTIN ELEM.,5,INDEPENDENT,425 BOSS RANGE RD,JUSTIN,76247.0,12.0,101.0,73.0,51.0,15.0,0.0,1736.0,466.0,38.0,2375.0
61911106,NORTHWEST ISD,LAKEVIEW ELEM.,5,INDEPENDENT,100 VILLAGE TRL,ROANOKE,76262.0,2.0,68.0,64.0,51.0,74.0,40.0,3248.0,2911.0,164.0,5530.0
61911107,NORTHWEST ISD,ROANOKE ELEM.,5,INDEPENDENT,1401 LANCELOT,ROANOKE,76262.0,5.0,117.0,106.0,84.0,74.0,40.0,3248.0,2911.0,164.0,5530.0
61911108,NORTHWEST ISD,SEVEN HILLS ELE,5,INDEPENDENT,654 FM 3433,RHOME,76078.0,23.0,61.0,38.0,26.0,7.0,0.0,1768.0,255.0,165.0,1491.0
61911109,NORTHWEST ISD,SAMUEL BECK ELE,5,INDEPENDENT,401 PARKVIEW DR,TROPHY CLUB,76262.0,1.0,159.0,145.0,121.0,74.0,40.0,3248.0,2911.0,164.0,5530.0
61911110,NORTHWEST ISD,W.R. HATFIELD E,5,INDEPENDENT,2051 TEXAN DR,JUSTIN,76247.0,8.0,63.0,44.0,29.0,15.0,0.0,1736.0,466.0,38.0,2375.0
61911111,NORTHWEST ISD,PRAIRIE VIEW EL,5,INDEPENDENT,609 FM 3433,RHOME,76078.0,15.0,51.0,33.0,16.0,7.0,0.0,1768.0,255.0,165.0,1491.0
61911112,NORTHWEST ISD,SONNY AND ALLEG,5,INDEPENDENT,701 TIERRA VISTA WAY,FORT WORTH,76131.0,19.0,84.0,50.0,32.0,38.0,0.0,4811.0,1382.0,132.0,6173.0
61911113,NORTHWEST ISD,J. LYNDAL HUGHE,5,INDEPENDENT,13824 LOST SPURS RD,ROANOKE,76262.0,11.0,104.0,73.0,43.0,74.0,40.0,3248.0,2911.0,164.0,5530.0
61911114,NORTHWEST ISD,KAY GRANGER ELE,5,INDEPENDENT,12771 SARATOGA SPRINGS CIR,KELLER,76248.0,4.0,132.0,117.0,79.0,99.0,6.0,2948.0,3635.0,28.0,7024.0
61911115,NORTHWEST ISD,SENDERA RANCH E,5,INDEPENDENT,1216 DIAMOND BACK,HASLET,76052.0,19.0,92.0,55.0,35.0,3.0,0.0,2382.0,877.0,0.0,3930.0
61911116,NORTHWEST ISD,O.A. PETERSON,5,INDEPENDENT,2000 WINTER HAWK DR,FORT WORTH,76177.0,9.0,91.0,64.0,44.0,0.0,0.0,797.0,455.0,0.0,971.0
61911117,NORTHWEST ISD,CLARA LOVE ELEM,5,INDEPENDENT,16301 ELEMENTARY DR,JUSTIN,76247.0,23.0,100.0,65.0,41.0,15.0,0.0,1736.0,466.0,38.0,2375.0
61911118,NORTHWEST ISD,J.C. THOMPSON E,5,INDEPENDENT,440 WISHBONE LN,HASLET,76052.0,16.0,68.0,46.0,30.0,3.0,0.0,2382.0,877.0,0.0,3930.0
61911119,NORTHWEST ISD,CARL E. SCHLUTE,5,INDEPENDENT,1220 MESA CREST DR,HASLET,76052.0,9.0,122.0,96.0,69.0,3.0,0.0,2382.0,877.0,0.0,3930.0
61911120,NORTHWEST ISD,WAYNE A. COX EL,5,INDEPENDENT,1100 LITSEY RD,ROANOKE,76262.0,7.0,99.0,90.0,74.0,74.0,40.0,3248.0,2911.0,164.0,5530.0
61911121,NORTHWEST ISD,LIZZIE CURTIS E,5,INDEPENDENT,9640 BELLE PRAIRIE TRAIL,FORT WORTH,76131.0,11.0,72.0,53.0,41.0,38.0,0.0,4811.0,1382.0,132.0,6173.0
61912101,LAKE DALLAS ISD,LAKE DALLAS ELE,5,INDEPENDENT,190 FALCON DR,LAKE DALLAS,75065.0,32.0,83.0,41.0,15.0,0.0,0.0,2237.0,524.0,20.0,991.0
61912103,LAKE DALLAS ISD,CORINTH ELEM.,5,INDEPENDENT,3501 CLIFF OAK DR,CORINTH,76205.0,18.0,70.0,47.0,28.0,8.0,0.0,1984.0,1350.0,169.0,1254.0
61912105,LAKE DALLAS ISD,SHADY SHORES EL,5,INDEPENDENT,300 DOBBS RD,SHADY SHORES,76208.0,9.0,78.0,52.0,30.0,0.0,0.0,2205.0,1418.0,154.0,2784.0
61914042,LITTLE ELM ISD,PRESTWICK K-8 S,5,INDEPENDENT,3101 STONEFIELD DR,THE COLONY,75065.0,2.0,64.0,47.0,28.0,0.0,0.0,2237.0,524.0,20.0,991.0
61914103,LITTLE ELM ISD,D.H. BRENT ELEM,5,INDEPENDENT,500 WITT RD,LITTLE ELM,75068.0,19.0,98.0,63.0,45.0,45.0,19.0,5366.0,3816.0,399.0,8712.0
61914104,LITTLE ELM ISD,CESAR CHAVEZ EL,5,INDEPENDENT,2600 HART RD,LITTLE ELM,75068.0,9.0,108.0,82.0,56.0,45.0,19.0,5366.0,3816.0,399.0,8712.0
61914105,LITTLE ELM ISD,HACKBERRY ELEM.,5,INDEPENDENT,7200 SNUG HARBOR,FRISCO,75034.0,12.0,80.0,50.0,28.0,290.0,96.0,6343.0,10321.0,372.0,17460.0
61914107,LITTLE ELM ISD,LAKEVIEW ELEM.,5,INDEPENDENT,1800 WATERSIDE,LITTLE ELM,75068.0,17.0,84.0,50.0,37.0,45.0,19.0,5366.0,3816.0,399.0,8712.0
61914108,LITTLE ELM ISD,OAK POINT ELEM.,5,INDEPENDENT,401 SHAHAN PRAIRIE,OAK POINT,75068.0,25.0,117.0,61.0,36.0,45.0,19.0,5366.0,3816.0,399.0,8712.0
62901042,CUERO ISD,HUNT ELEM.,5,INDEPENDENT,550 INDUSTRIAL BLVD,CUERO,77954.0,38.0,103.0,51.0,27.0,79.0,0.0,2696.0,298.0,44.0,1046.0
62902001,NORDHEIM ISD,NORDHEIM SCHOOL,5,INDEPENDENT,500 N BROADWAY,NORDHEIM,78141.0,2.0,11.0,4.0,2.0,0.0,0.0,114.0,7.0,10.0,20.0
62903102,YOAKUM ISD,YOAKUM INTERMED,5,INDEPENDENT,208 AUBREY ST,YOAKUM,77995.0,10.0,107.0,79.0,46.0,0.0,0.0,2456.0,85.0,102.0,1189.0
62904102,YORKTOWN ISD,YORKTOWN ELEM.,5,INDEPENDENT,416 W 4TH,YORKTOWN,78164.0,4.0,30.0,16.0,6.0,0.0,0.0,734.0,97.0,40.0,183.0
62905101,WESTHOFF ISD,WESTHOFF ELEM.,5,INDEPENDENT,244 LYNCH AVE,WESTHOFF,77994.0,0.0,10.0,4.0,4.0,0.0,0.0,107.0,0.0,0.0,36.0
62906101,MEYERSVILLE ISD,MEYERSVILLE ELE,5,INDEPENDENT,1897 MEYERSVILLE RD,MEYERSVILLE,77974.0,3.0,8.0,4.0,4.0,0.0,0.0,76.0,8.0,14.0,79.0
63903001,SPUR ISD,SPUR SCHOOL,5,INDEPENDENT,800 N WILLIAMS,SPUR,79370.0,0.0,15.0,9.0,7.0,0.0,0.0,233.0,50.0,0.0,193.0
63906001,PATTON SPRINGS,PATTON SPRINGS,5,INDEPENDENT,1261 E FM 193,AFTON,79220.0,0.0,8.0,7.0,5.0,0.0,0.0,30.0,4.0,11.0,39.0
64903103,CARRIZO SPRINGS,CARRIZO SPRINGS,5,INDEPENDENT,451 HWY 85 E,CARRIZO SPRINGS,78834.0,56.0,123.0,68.0,36.0,0.0,0.0,1016.0,193.0,251.0,798.0
65901101,CLARENDON ISD,CLARENDON ELEM.,5,INDEPENDENT,822 5TH ST,CLARENDON,79226.0,1.0,24.0,19.0,10.0,0.0,0.0,510.0,111.0,16.0,243.0
65902001,HEDLEY ISD,HEDLEY SCHOOL,5,INDEPENDENT,301 JONES,HEDLEY,79237.0,0.0,7.0,6.0,4.0,0.0,0.0,89.0,2.0,4.0,19.0
66005101,RAMIREZ CSD,RAMIREZ ELEM.,5,COMMON,18 MILES SO OF BENAVIDES TX ON HWY 339,RAMIREZ,78376.0,,,,,0.0,0.0,147.0,2.0,30.0,78.0
66901041,BENAVIDES ISD,BENAVIDES ELEM.,5,INDEPENDENT,106 W SCHOOL ST,BENAVIDES,78341.0,2.0,20.0,8.0,5.0,0.0,0.0,378.0,111.0,5.0,164.0
66902101,SAN DIEGO ISD,COLLINS-PARR EL,5,INDEPENDENT,609 W LABBE AVE,SAN DIEGO,78384.0,64.0,59.0,31.0,16.0,0.0,0.0,920.0,98.0,143.0,260.0
66903102,FREER ISD,NORMAN M. THOMA,5,INDEPENDENT,1404 S NORTON,FREER,78357.0,6.0,29.0,14.0,6.0,0.0,0.0,588.0,0.0,7.0,263.0
67902101,CISCO ISD,CISCO ELEM.,5,INDEPENDENT,503 W 11TH ST,CISCO,76437.0,16.0,52.0,39.0,19.0,0.0,0.0,781.0,216.0,0.0,329.0
67903101,EASTLAND ISD,SIEBERT ELEM.,5,INDEPENDENT,100 LITTLE MAVERICK TRAIL,EASTLAND,76448.0,9.0,69.0,40.0,24.0,0.0,0.0,1294.0,69.0,250.0,403.0
67904101,GORMAN ISD,MAXFIELD ELEM.,5,INDEPENDENT,114 W LEXINGTON,GORMAN,76454.0,5.0,15.0,10.0,4.0,0.0,0.0,360.0,4.0,0.0,157.0
67907101,RANGER ISD,RANGER ELEM.,5,INDEPENDENT,1842 LOOP 254 E,RANGER,76470.0,2.0,19.0,9.0,6.0,0.0,0.0,651.0,115.0,34.0,427.0
67908101,RISING STAR ISD,RISING STAR ELE,5,INDEPENDENT,113 W NEWTON,RISING STAR,76471.0,1.0,9.0,4.0,2.0,0.0,0.0,440.0,77.0,34.0,242.0
68802001,COMPASS ACADEMY,COMPASS ACAD. C,5,CHARTER,5530 BILLY HEXT RD,ODESSA,79765.0,21.0,99.0,62.0,30.0,24.0,0.0,1537.0,823.0,94.0,1710.0
68803001,UTPB STEM ACADE,UTPB STEM ACAD.,5,CHARTER,4901 E UNIVERSITY BLVD,ODESSA,79762.0,14.0,50.0,36.0,19.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901004,ECTOR COUNTY IS,ALT. ED. CENTER,5,INDEPENDENT,1299 A YUKON,ODESSA,79762.0,,,,,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901005,ECTOR COUNTY IS,ECTOR COUNTY YO,5,INDEPENDENT,1401 YUKON RD,ODESSA,79762.0,,,,,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901101,ECTOR COUNTY IS,GALE POND ALAMO,5,INDEPENDENT,801 E 23RD ST,ODESSA,79760.0,8.0,45.0,27.0,18.0,,,,,,
68901102,ECTOR COUNTY IS,AUSTIN MONTESSO,5,INDEPENDENT,901 N LEE AVE,ODESSA,79761.0,9.0,35.0,30.0,18.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901103,ECTOR COUNTY IS,BURLESON ELEM.,5,INDEPENDENT,3900 GOLDER AVE,ODESSA,79764.0,35.0,51.0,27.0,14.0,0.0,0.0,3648.0,143.0,178.0,2483.0
68901104,ECTOR COUNTY IS,BURNET ELEM.,5,INDEPENDENT,3700 PERMIAN DR,ODESSA,79762.0,50.0,57.0,27.0,10.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901105,ECTOR COUNTY IS,CAMERON DUAL LA,5,INDEPENDENT,2401 W 8TH ST,ODESSA,79763.0,6.0,57.0,47.0,27.0,23.0,0.0,4601.0,247.0,485.0,4448.0
68901107,ECTOR COUNTY IS,DOWLING ELEM.,5,INDEPENDENT,1510 E 17TH,ODESSA,79761.0,38.0,62.0,25.0,14.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901110,ECTOR COUNTY IS,GOLIAD ELEM.,5,INDEPENDENT,501 E 52ND ST,ODESSA,79762.0,26.0,58.0,28.0,11.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901111,ECTOR COUNTY IS,GONZALES ELEM.,5,INDEPENDENT,2700 DISNEY ST,ODESSA,79761.0,18.0,61.0,29.0,11.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901112,ECTOR COUNTY IS,ELEM. MAGNET AT,5,INDEPENDENT,1101 E MONAHANS ST,ODESSA,79761.0,1.0,55.0,40.0,25.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901113,ECTOR COUNTY IS,SAM HOUSTON ELE,5,INDEPENDENT,300 E 37TH ST,ODESSA,79762.0,23.0,48.0,27.0,9.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901114,ECTOR COUNTY IS,IRELAND ELEM.,5,INDEPENDENT,4301 DAWN AVE,ODESSA,79762.0,30.0,64.0,33.0,15.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901116,ECTOR COUNTY IS,ELEM. MAGNET AT,5,INDEPENDENT,815 S DIXIE BLVD,ODESSA,79761.0,22.0,59.0,31.0,15.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901118,ECTOR COUNTY IS,ELEM. MAGNET AT,5,INDEPENDENT,2321 E 21ST ST,ODESSA,79761.0,0.0,91.0,87.0,74.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901119,ECTOR COUNTY IS,ROSS ELEM.,5,INDEPENDENT,4600 N EVERGLADE AVE,ODESSA,79762.0,43.0,52.0,21.0,7.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901121,ECTOR COUNTY IS,SAN JACINTO ELE,5,INDEPENDENT,1000 W 19TH ST,ODESSA,79763.0,7.0,78.0,59.0,33.0,23.0,0.0,4601.0,247.0,485.0,4448.0
68901122,ECTOR COUNTY IS,ELEM. MAGNET AT,5,INDEPENDENT,1400 S LEE,ODESSA,79761.0,42.0,111.0,69.0,49.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901124,ECTOR COUNTY IS,NOEL ELEM.,5,INDEPENDENT,2200 NEWCOMB DR,ODESSA,79764.0,50.0,103.0,45.0,23.0,0.0,0.0,3648.0,143.0,178.0,2483.0
68901125,ECTOR COUNTY IS,BLANTON ELEM.,5,INDEPENDENT,4101 LYNBROOK AVE,ODESSA,79762.0,18.0,78.0,43.0,28.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901126,ECTOR COUNTY IS,MURRY FLY ELEM.,5,INDEPENDENT,11688 WESTVIEW,ODESSA,79764.0,19.0,96.0,54.0,33.0,0.0,0.0,3648.0,143.0,178.0,2483.0
68901127,ECTOR COUNTY IS,ELEM. MAGNET AT,5,INDEPENDENT,501 S DIXIE BLVD,ODESSA,79761.0,28.0,73.0,31.0,15.0,14.0,0.0,4660.0,519.0,117.0,3182.0
68901128,ECTOR COUNTY IS,L.B. JOHNSON EL,5,INDEPENDENT,6401 AMBER DR,ODESSA,79762.0,41.0,81.0,44.0,22.0,21.0,0.0,5674.0,1299.0,83.0,5129.0
68901129,ECTOR COUNTY IS,BARBARA JORDAN,5,INDEPENDENT,9400 RAINBOW DR,ODESSA,79765.0,25.0,108.0,48.0,21.0,24.0,0.0,1537.0,823.0,94.0,1710.0
68901130,ECTOR COUNTY IS,LAURO CAVAZOS E,5,INDEPENDENT,9301 W 16TH ST,ODESSA,79763.0,27.0,88.0,53.0,24.0,23.0,0.0,4601.0,247.0,485.0,4448.0
68901131,ECTOR COUNTY IS,EDWARD K. DOWNI,5,INDEPENDENT,1480 N KNOX AVE,ODESSA,79763.0,51.0,64.0,33.0,18.0,23.0,0.0,4601.0,247.0,485.0,4448.0
68901132,ECTOR COUNTY IS,G.E. 'BUDDY' WE,5,INDEPENDENT,2225 W SYCAMORE DR,ODESSA,79763.0,32.0,85.0,43.0,20.0,23.0,0.0,4601.0,247.0,485.0,4448.0
68901133,ECTOR COUNTY IS,LEE BUICE ELEM.,5,INDEPENDENT,1800 E 87TH ST,ODESSA,79765.0,20.0,92.0,60.0,31.0,24.0,0.0,1537.0,823.0,94.0,1710.0
69901001,ROCKSPRINGS ISD,ROCKSPRINGS K-1,5,INDEPENDENT,201 N HWY 377,ROCKSPRINGS,78880.0,10.0,13.0,8.0,2.0,0.0,0.0,235.0,23.0,10.0,137.0
69902101,NUECES CANYON C,NUECES CANYON E,5,INDEPENDENT,200 E 3RD ST,CAMP WOOD,78833.0,6.0,14.0,9.0,5.0,0.0,0.0,247.0,31.0,0.0,51.0
70801002,WAXAHACHIE FAIT,OAK CLIFF FAITH,5,CHARTER,300 W KIEST BLVD,DALLAS,75224.0,89.0,76.0,32.0,10.0,0.0,0.0,4433.0,544.0,760.0,2819.0
70801041,WAXAHACHIE FAIT,FAITH FAMILY MA,5,CHARTER,701 OVILLA RD,WAXAHACHIE,75167.0,5.0,17.0,13.0,9.0,0.0,0.0,1630.0,337.0,66.0,1598.0
70901001,AVALON ISD,AVALON SCHOOL,5,INDEPENDENT,104 F M 55,AVALON,76623.0,5.0,25.0,14.0,8.0,0.0,0.0,20.0,4.0,6.0,29.0
70903043,ENNIS ISD,DORIE MILLER IN,5,INDEPENDENT,2200 W LAMPASAS,ENNIS,75119.0,37.0,178.0,119.0,74.0,20.0,0.0,4663.0,576.0,823.0,3199.0
70903105,ENNIS ISD,JACK LUMMUS INT,5,INDEPENDENT,501 N CLAY ST,ENNIS,75119.0,34.0,158.0,96.0,54.0,20.0,0.0,4663.0,576.0,823.0,3199.0
70905104,FERRIS ISD,FERRIS INTERMED,5,INDEPENDENT,601 W F M 664,FERRIS,75125.0,51.0,157.0,85.0,28.0,0.0,0.0,947.0,106.0,30.0,800.0
70907101,ITALY ISD,STAFFORD ELEM.,5,INDEPENDENT,301 HARRIS ST,ITALY,76651.0,15.0,32.0,11.0,5.0,0.0,0.0,701.0,55.0,20.0,328.0
70908103,MIDLOTHIAN ISD,IRVIN ELEM.,5,INDEPENDENT,600 S 5TH ST,MIDLOTHIAN,76065.0,5.0,63.0,47.0,35.0,81.0,0.0,4838.0,1541.0,124.0,5449.0
70908104,MIDLOTHIAN ISD,T.E. BAXTER ELE,5,INDEPENDENT,1050 PARK PL,MIDLOTHIAN,76065.0,14.0,88.0,54.0,37.0,81.0,0.0,4838.0,1541.0,124.0,5449.0
70908105,MIDLOTHIAN ISD,LONGBRANCH ELEM,5,INDEPENDENT,6631 F M 1387,MIDLOTHIAN,76065.0,8.0,89.0,62.0,44.0,81.0,0.0,4838.0,1541.0,124.0,5449.0
70908106,MIDLOTHIAN ISD,MOUNT PEAK ELEM,5,INDEPENDENT,5201 F M 663,MIDLOTHIAN,76065.0,13.0,106.0,76.0,50.0,81.0,0.0,4838.0,1541.0,124.0,5449.0
70908107,MIDLOTHIAN ISD,J.A. VITOVSKY E,5,INDEPENDENT,333 CHURCH ST,MIDLOTHIAN,76065.0,19.0,102.0,60.0,33.0,81.0,0.0,4838.0,1541.0,124.0,5449.0
70908108,MIDLOTHIAN ISD,LARUE MILLER EL,5,INDEPENDENT,2800 SUDITH LN,MIDLOTHIAN,76065.0,8.0,134.0,102.0,76.0,81.0,0.0,4838.0,1541.0,124.0,5449.0
70908109,MIDLOTHIAN ISD,DOLORES MCCLATC,5,INDEPENDENT,6631 SHILOH RD,OVILLA,75154.0,8.0,100.0,80.0,61.0,64.0,3.0,5328.0,1514.0,537.0,5604.0
70909001,MILFORD ISD,MILFORD SCHOOL,5,INDEPENDENT,205 THIRD AVE,MILFORD,76670.0,16.0,6.0,2.0,0.0,0.0,0.0,307.0,25.0,29.0,180.0
70910041,PALMER ISD,PALMER M.S.,5,INDEPENDENT,118 F M 813,PALMER,75152.0,11.0,83.0,60.0,33.0,0.0,0.0,639.0,42.0,57.0,573.0
70911101,RED OAK ISD,RED OAK ELEM.,5,INDEPENDENT,200 VALLEY RIDGE DR,RED OAK,75154.0,15.0,99.0,71.0,54.0,64.0,3.0,5328.0,1514.0,537.0,5604.0
70911102,RED OAK ISD,WOODEN ELEM.,5,INDEPENDENT,200 LOUISE RITTER BLVD,RED OAK,75154.0,14.0,81.0,53.0,36.0,64.0,3.0,5328.0,1514.0,537.0,5604.0
