CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
15915109,NORTHSIDE ISD,LOCKE HILL ELEM,3,23.0,12.0,11.0,15.0,,,7.0,,0.0,15.0,8.0,15.0,,,,,23.0,7.0,16.0,0.0,23.0,17.0,6.0,79.0,43.0,36.0,49.0,,,6.0,,16.0,34.0,45.0,30.0,,,,,79.0,3.0,76.0,11.0,68.0,28.0,51.0,55.0,34.0,21.0,32.0,,,3.0,,15.0,21.0,34.0,19.0,,,,,55.0,2.0,53.0,11.0,44.0,16.0,39.0,34.0,21.0,13.0,17.0,,,2.0,,11.0,9.0,25.0,8.0,,,,,34.0,2.0,32.0,11.0,23.0,7.0,27.0,'015915109,5050 DE ZAVALA RD,SAN ANTONIO,78249-2099,INDEPENDENT
15915111,NORTHSIDE ISD,GLASS ELEM.,3,38.0,20.0,18.0,33.0,,,,,1.0,31.0,7.0,28.0,,3.0,,,38.0,8.0,30.0,0.0,38.0,30.0,8.0,51.0,20.0,31.0,40.0,,,,,9.0,39.0,12.0,33.0,,5.0,,,51.0,2.0,49.0,10.0,41.0,14.0,37.0,28.0,12.0,16.0,21.0,,,,,5.0,22.0,6.0,19.0,,3.0,,,28.0,1.0,27.0,9.0,19.0,4.0,24.0,10.0,2.0,8.0,8.0,,,,,2.0,7.0,3.0,5.0,,2.0,,,10.0,0.0,10.0,4.0,6.0,1.0,9.0,'015915111,519 CLEARVIEW DR,SAN ANTONIO,78228-2498,INDEPENDENT
15915112,NORTHSIDE ISD,POWELL ELEM.,3,22.0,11.0,11.0,17.0,,,3.0,,2.0,16.0,6.0,13.0,,3.0,,,22.0,4.0,18.0,0.0,22.0,16.0,6.0,63.0,32.0,31.0,48.0,,,6.0,,8.0,41.0,22.0,30.0,,11.0,,,63.0,3.0,60.0,9.0,54.0,17.0,46.0,39.0,22.0,17.0,28.0,,,4.0,,6.0,25.0,14.0,20.0,,5.0,,,39.0,1.0,38.0,9.0,30.0,8.0,31.0,21.0,12.0,9.0,13.0,,,3.0,,5.0,13.0,8.0,9.0,,4.0,,,21.0,1.0,20.0,9.0,12.0,3.0,18.0,'015915112,6003 THUNDER DR,SAN ANTONIO,78238-3499,INDEPENDENT
15915113,NORTHSIDE ISD,VALLEY HI ELEM.,3,12.0,8.0,4.0,8.0,,,,,1.0,10.0,2.0,7.0,,3.0,,,12.0,4.0,8.0,,12.0,10.0,2.0,47.0,26.0,21.0,41.0,,,,,4.0,35.0,12.0,27.0,,8.0,,,47.0,6.0,41.0,,44.0,27.0,20.0,26.0,14.0,12.0,24.0,,,,,1.0,20.0,6.0,16.0,,4.0,,,26.0,3.0,23.0,,23.0,13.0,13.0,13.0,6.0,7.0,12.0,,,,,1.0,9.0,4.0,7.0,,2.0,,,13.0,2.0,11.0,,10.0,5.0,8.0,'015915113,8503 RAY ELLISON DR,SAN ANTONIO,78227-4599,INDEPENDENT
15915114,NORTHSIDE ISD,WESTWOOD TERRAC,3,18.0,14.0,4.0,16.0,,,,,,18.0,,14.0,,4.0,,,18.0,7.0,11.0,0.0,18.0,17.0,1.0,68.0,37.0,31.0,64.0,,,,,,66.0,,50.0,,16.0,,,66.0,6.0,62.0,5.0,63.0,45.0,23.0,41.0,27.0,14.0,39.0,,,,,,40.0,,28.0,,12.0,,,40.0,3.0,38.0,4.0,37.0,25.0,16.0,20.0,14.0,6.0,18.0,,,,,,20.0,,17.0,,3.0,,,20.0,1.0,19.0,2.0,18.0,13.0,7.0,'015915114,2315 HACKAMORE LN,SAN ANTONIO,78227-3499,INDEPENDENT
15915115,NORTHSIDE ISD,COLONIES NORTH,3,45.0,25.0,20.0,15.0,,10.0,6.0,,13.0,36.0,9.0,28.0,,8.0,,,45.0,8.0,37.0,,45.0,38.0,7.0,53.0,30.0,23.0,25.0,,7.0,4.0,,15.0,35.0,18.0,22.0,,13.0,,,53.0,2.0,51.0,,49.0,20.0,33.0,28.0,16.0,12.0,11.0,,3.0,4.0,,9.0,18.0,10.0,12.0,,6.0,,,28.0,0.0,28.0,,24.0,11.0,17.0,11.0,7.0,4.0,3.0,,3.0,0.0,,5.0,4.0,7.0,2.0,,2.0,,,11.0,0.0,11.0,,7.0,3.0,8.0,'015915115,9915 NORTHAMPTON DR,SAN ANTONIO,78230-4081,INDEPENDENT
15915116,NORTHSIDE ISD,VILLARREAL ELEM,3,21.0,14.0,7.0,15.0,,,3.0,,,18.0,3.0,15.0,,3.0,,,21.0,9.0,12.0,0.0,21.0,20.0,1.0,56.0,31.0,25.0,49.0,,,3.0,,,46.0,10.0,36.0,,10.0,,,56.0,4.0,52.0,8.0,48.0,31.0,25.0,26.0,14.0,12.0,22.0,,,0.0,,,20.0,6.0,14.0,,6.0,,,26.0,1.0,25.0,7.0,19.0,11.0,15.0,9.0,7.0,2.0,7.0,,,0.0,,,7.0,2.0,4.0,,3.0,,,9.0,1.0,8.0,3.0,6.0,4.0,5.0,'015915116,2902 WHITE TAIL DR,SAN ANTONIO,78228-2799,INDEPENDENT
15915117,NORTHSIDE ISD,MEADOW VILLAGE,3,26.0,14.0,12.0,22.0,,,3.0,,1.0,23.0,3.0,18.0,,5.0,,,26.0,10.0,16.0,0.0,26.0,22.0,4.0,48.0,24.0,24.0,38.0,,,2.0,,5.0,39.0,9.0,28.0,,11.0,,,48.0,1.0,47.0,8.0,40.0,10.0,38.0,18.0,11.0,7.0,15.0,,,1.0,,2.0,12.0,6.0,6.0,,6.0,,,18.0,1.0,17.0,6.0,12.0,1.0,17.0,4.0,3.0,1.0,2.0,,,1.0,,1.0,3.0,1.0,1.0,,2.0,,,4.0,0.0,4.0,4.0,0.0,0.0,4.0,'015915117,1406 MEADOW WAY DR,SAN ANTONIO,78227-1642,INDEPENDENT
15915118,NORTHSIDE ISD,OAK HILLS TERRA,3,39.0,16.0,23.0,29.0,,,7.0,,3.0,32.0,7.0,26.0,,6.0,,,39.0,9.0,30.0,1.0,38.0,27.0,12.0,78.0,37.0,41.0,60.0,,,6.0,,10.0,44.0,34.0,33.0,,9.0,,,78.0,7.0,71.0,14.0,64.0,24.0,54.0,35.0,17.0,18.0,26.0,,,2.0,,6.0,17.0,18.0,11.0,,5.0,,,35.0,0.0,35.0,12.0,23.0,4.0,31.0,8.0,4.0,4.0,6.0,,,1.0,,1.0,3.0,5.0,2.0,,1.0,,,8.0,0.0,8.0,4.0,4.0,0.0,8.0,'015915118,5710 CARY GRANT DR,SAN ANTONIO,78240-2499,INDEPENDENT
15915119,NORTHSIDE ISD,HOWSMAN ELEM.,3,26.0,15.0,10.0,19.0,,,3.0,,3.0,19.0,7.0,16.0,,3.0,,,26.0,7.0,19.0,0.0,26.0,17.0,9.0,52.0,22.0,30.0,29.0,,,7.0,,15.0,38.0,14.0,29.0,,9.0,,,52.0,4.0,48.0,7.0,45.0,22.0,30.0,20.0,9.0,11.0,8.0,,,3.0,,9.0,14.0,6.0,10.0,,4.0,,,20.0,1.0,19.0,7.0,13.0,6.0,14.0,10.0,3.0,7.0,6.0,,,1.0,,3.0,7.0,3.0,4.0,,3.0,,,10.0,0.0,10.0,6.0,4.0,3.0,7.0,'015915119,11431 VANCE JACKSON RD,SAN ANTONIO,78230-1899,INDEPENDENT
15915122,NORTHSIDE ISD,PASSMORE ELEM.,3,39.0,21.0,18.0,35.0,,,3.0,,,36.0,3.0,29.0,,7.0,,,39.0,7.0,32.0,0.0,39.0,35.0,4.0,52.0,28.0,24.0,44.0,,,3.0,,,45.0,7.0,39.0,,6.0,,,51.0,3.0,49.0,7.0,45.0,21.0,31.0,23.0,10.0,13.0,21.0,,,1.0,,,18.0,5.0,16.0,,2.0,,,23.0,0.0,23.0,7.0,16.0,3.0,20.0,7.0,4.0,3.0,6.0,,,1.0,,,2.0,5.0,2.0,,0.0,,,7.0,0.0,7.0,3.0,4.0,0.0,7.0,'015915122,570 PINN RD,SAN ANTONIO,78227-1299,INDEPENDENT
15915123,NORTHSIDE ISD,ADAMS HILL ELEM,3,23.0,10.0,12.0,19.0,,,0.0,,3.0,20.0,3.0,18.0,,2.0,,,23.0,8.0,15.0,0.0,23.0,17.0,6.0,55.0,23.0,32.0,40.0,,,6.0,,3.0,45.0,10.0,34.0,,11.0,,,55.0,5.0,50.0,6.0,49.0,12.0,43.0,29.0,12.0,17.0,23.0,,,2.0,,3.0,22.0,7.0,17.0,,5.0,,,29.0,1.0,28.0,5.0,24.0,4.0,25.0,8.0,2.0,6.0,6.0,,,0.0,,1.0,7.0,1.0,5.0,,2.0,,,8.0,1.0,7.0,2.0,6.0,0.0,8.0,'015915123,9627 ADAMS HILL DR,SAN ANTONIO,78245-1999,INDEPENDENT
15915124,NORTHSIDE ISD,ESPARZA ELEM.,3,15.0,7.0,8.0,15.0,,,,,,12.0,3.0,12.0,,0.0,,,15.0,,11.0,,14.0,12.0,3.0,35.0,18.0,17.0,33.0,,,,,,30.0,5.0,22.0,,8.0,,,35.0,,35.0,,33.0,17.0,18.0,6.0,3.0,3.0,5.0,,,,,,5.0,1.0,4.0,,1.0,,,6.0,,6.0,,4.0,2.0,4.0,1.0,1.0,0.0,0.0,,,,,,1.0,0.0,1.0,,0.0,,,1.0,,1.0,,1.0,0.0,1.0,'015915124,5700 HEMPHILL DR,SAN ANTONIO,78228-4392,INDEPENDENT
15915125,NORTHSIDE ISD,BOONE ELEM.,3,39.0,19.0,20.0,32.0,,,,,3.0,30.0,9.0,22.0,,7.0,,,39.0,12.0,27.0,0.0,39.0,15.0,24.0,38.0,25.0,13.0,29.0,,,,,7.0,19.0,19.0,14.0,,5.0,,,38.0,3.0,35.0,5.0,33.0,3.0,35.0,16.0,12.0,4.0,11.0,,,,,5.0,9.0,7.0,4.0,,5.0,,,16.0,2.0,14.0,4.0,12.0,2.0,14.0,6.0,6.0,0.0,4.0,,,,,2.0,3.0,3.0,1.0,,2.0,,,6.0,1.0,5.0,2.0,4.0,0.0,6.0,'015915125,6614 SPRINGTIME DR,SAN ANTONIO,78249-2799,INDEPENDENT
15915128,NORTHSIDE ISD,CARLOS COON ELE,3,31.0,19.0,12.0,26.0,,,4.0,,0.0,25.0,6.0,20.0,,5.0,,,31.0,4.0,27.0,0.0,31.0,24.0,7.0,75.0,43.0,32.0,58.0,,,8.0,,6.0,56.0,19.0,40.0,,15.0,,,75.0,3.0,72.0,12.0,63.0,21.0,54.0,45.0,29.0,16.0,34.0,,,2.0,,6.0,31.0,14.0,21.0,,10.0,,,45.0,1.0,44.0,11.0,34.0,7.0,38.0,22.0,15.0,7.0,15.0,,,0.0,,5.0,15.0,7.0,11.0,,4.0,,,22.0,0.0,22.0,9.0,13.0,3.0,19.0,'015915128,3110 TIMBER VIEW,SAN ANTONIO,78251-1899,INDEPENDENT
15915130,NORTHSIDE ISD,MURNIN ELEM.,3,21.0,13.0,8.0,18.0,,,2.0,,1.0,17.0,4.0,15.0,2.0,,,,21.0,9.0,12.0,0.0,21.0,19.0,2.0,109.0,63.0,46.0,88.0,,,6.0,,11.0,64.0,45.0,53.0,11.0,,,,109.0,8.0,101.0,11.0,98.0,27.0,82.0,70.0,45.0,25.0,51.0,,,5.0,,11.0,36.0,34.0,30.0,6.0,,,,70.0,3.0,67.0,11.0,59.0,9.0,61.0,31.0,22.0,9.0,21.0,,,2.0,,7.0,10.0,21.0,9.0,1.0,,,,31.0,2.0,29.0,8.0,23.0,4.0,27.0,'015915130,9019 DUGAS,SAN ANTONIO,78251,INDEPENDENT
15915131,NORTHSIDE ISD,LINTON ELEM.,3,25.0,15.0,10.0,17.0,,,,,5.0,23.0,2.0,21.0,,2.0,,,25.0,5.0,20.0,0.0,25.0,19.0,6.0,52.0,27.0,25.0,43.0,,,,,8.0,39.0,13.0,28.0,,11.0,,,52.0,4.0,48.0,5.0,47.0,28.0,24.0,22.0,12.0,10.0,16.0,,,,,5.0,15.0,7.0,8.0,,7.0,,,22.0,0.0,22.0,5.0,17.0,7.0,15.0,11.0,7.0,4.0,8.0,,,,,2.0,6.0,5.0,3.0,,3.0,,,11.0,0.0,11.0,4.0,7.0,2.0,9.0,'015915131,2103 OAKHILL RD,SAN ANTONIO,78238-4999,INDEPENDENT
15915132,NORTHSIDE ISD,TIMBERWILDE ELE,3,22.0,10.0,12.0,15.0,,,,,5.0,12.0,10.0,8.0,,4.0,,,22.0,6.0,16.0,0.0,22.0,12.0,10.0,60.0,40.0,20.0,39.0,,,,,20.0,33.0,27.0,26.0,,7.0,,,60.0,5.0,55.0,8.0,52.0,12.0,48.0,32.0,23.0,9.0,15.0,,,,,16.0,15.0,17.0,11.0,,4.0,,,32.0,1.0,31.0,6.0,26.0,3.0,29.0,15.0,11.0,4.0,4.0,,,,,10.0,6.0,9.0,5.0,,1.0,,,15.0,0.0,15.0,4.0,11.0,1.0,14.0,'015915132,8838 TIMBERWILDE,SAN ANTONIO,78250-4330,INDEPENDENT
15915134,NORTHSIDE ISD,BRAUN STATION E,3,18.0,10.0,8.0,17.0,,,,,1.0,7.0,11.0,6.0,1.0,,,,18.0,5.0,13.0,0.0,18.0,13.0,5.0,57.0,26.0,31.0,36.0,,,,,14.0,23.0,34.0,18.0,5.0,,,,57.0,2.0,55.0,6.0,51.0,8.0,49.0,40.0,18.0,22.0,25.0,,,,,12.0,12.0,28.0,8.0,4.0,,,,40.0,1.0,39.0,6.0,34.0,4.0,36.0,21.0,10.0,11.0,11.0,,,,,7.0,4.0,17.0,3.0,1.0,,,,21.0,1.0,20.0,6.0,15.0,1.0,20.0,'015915134,8631 TEZEL RD,SAN ANTONIO,78254,INDEPENDENT
15915135,NORTHSIDE ISD,CODY ELEM.,3,29.0,19.0,10.0,25.0,,,3.0,,0.0,24.0,5.0,16.0,,7.0,,,29.0,7.0,22.0,0.0,29.0,21.0,8.0,58.0,29.0,29.0,45.0,,,5.0,,8.0,40.0,18.0,27.0,,13.0,,,58.0,4.0,54.0,8.0,50.0,22.0,36.0,29.0,14.0,15.0,24.0,,,3.0,,2.0,17.0,12.0,10.0,,7.0,,,29.0,0.0,29.0,6.0,23.0,5.0,24.0,8.0,4.0,4.0,6.0,,,1.0,,1.0,7.0,1.0,5.0,,2.0,,,8.0,0.0,8.0,5.0,3.0,1.0,7.0,'015915135,10403 DUGAS DR,SAN ANTONIO,78245-1099,INDEPENDENT
15915136,NORTHSIDE ISD,NORTHWEST CROSS,3,11.0,7.0,4.0,8.0,,,,,3.0,4.0,7.0,4.0,0.0,,,,11.0,4.0,7.0,0.0,11.0,7.0,4.0,57.0,23.0,34.0,37.0,,,,,9.0,34.0,23.0,29.0,5.0,,,,57.0,4.0,53.0,14.0,43.0,21.0,36.0,32.0,11.0,21.0,19.0,,,,,6.0,17.0,15.0,14.0,3.0,,,,32.0,2.0,30.0,12.0,20.0,11.0,21.0,13.0,4.0,9.0,7.0,,,,,3.0,6.0,7.0,4.0,2.0,,,,13.0,2.0,11.0,8.0,5.0,3.0,10.0,'015915136,10255 DOVER RDG,SAN ANTONIO,78250-2969,INDEPENDENT
15915138,NORTHSIDE ISD,KNOWLTON ELEM.,3,18.0,10.0,8.0,14.0,,,,,2.0,15.0,3.0,9.0,,5.0,,,18.0,7.0,11.0,0.0,18.0,12.0,6.0,60.0,31.0,29.0,51.0,,,,,8.0,44.0,16.0,29.0,,15.0,,,60.0,6.0,54.0,6.0,54.0,21.0,39.0,32.0,18.0,14.0,27.0,,,,,5.0,22.0,10.0,15.0,,7.0,,,32.0,3.0,29.0,5.0,27.0,8.0,24.0,10.0,4.0,6.0,10.0,,,,,0.0,7.0,3.0,6.0,,1.0,,,10.0,1.0,9.0,2.0,8.0,2.0,8.0,'015915138,9500 TIMBER PATH,SAN ANTONIO,78250-3900,INDEPENDENT
15915141,NORTHSIDE ISD,FORESTER ELEM.,3,27.0,14.0,13.0,17.0,,,4.0,,4.0,17.0,10.0,13.0,4.0,,,,27.0,13.0,14.0,0.0,27.0,16.0,11.0,121.0,67.0,54.0,92.0,,,6.0,,18.0,65.0,56.0,50.0,15.0,,,,121.0,7.0,114.0,13.0,108.0,46.0,75.0,82.0,49.0,33.0,62.0,,,4.0,,11.0,44.0,38.0,33.0,11.0,,,,82.0,5.0,77.0,13.0,69.0,30.0,52.0,46.0,26.0,20.0,32.0,,,2.0,,9.0,25.0,21.0,19.0,6.0,,,,46.0,3.0,43.0,12.0,34.0,16.0,30.0,'015915141,10726 ROUSSEAU,SAN ANTONIO,78245,INDEPENDENT
15915143,NORTHSIDE ISD,SCOBEE ELEM.,3,18.0,10.0,8.0,14.0,,,,,1.0,14.0,4.0,13.0,1.0,,,,18.0,8.0,10.0,0.0,18.0,17.0,1.0,75.0,35.0,40.0,51.0,,,,,19.0,34.0,41.0,30.0,4.0,,,,75.0,5.0,70.0,12.0,63.0,29.0,46.0,41.0,21.0,20.0,26.0,,,,,13.0,17.0,24.0,14.0,3.0,,,,41.0,2.0,39.0,10.0,31.0,6.0,35.0,24.0,13.0,11.0,13.0,,,,,10.0,6.0,18.0,5.0,1.0,,,,24.0,1.0,23.0,8.0,16.0,2.0,22.0,'015915143,11223 CEDAR PARK,SAN ANTONIO,78249-4289,INDEPENDENT
15915144,NORTHSIDE ISD,GALM ELEM.,3,31.0,19.0,12.0,18.0,,,5.0,,5.0,20.0,11.0,17.0,3.0,,,,31.0,5.0,26.0,0.0,31.0,15.0,16.0,76.0,41.0,35.0,41.0,,,7.0,,22.0,30.0,46.0,25.0,5.0,,,,76.0,11.0,65.0,8.0,68.0,13.0,63.0,34.0,20.0,14.0,18.0,,,2.0,,10.0,8.0,26.0,7.0,1.0,,,,34.0,3.0,31.0,8.0,26.0,2.0,32.0,17.0,9.0,8.0,6.0,,,1.0,,7.0,2.0,15.0,2.0,0.0,,,,17.0,1.0,16.0,8.0,9.0,1.0,16.0,'015915144,1454 SAXON HILL DR,SAN ANTONIO,78253-5922,INDEPENDENT
15915145,NORTHSIDE ISD,ELROD ELEM.,3,12.0,8.0,4.0,12.0,,,,,0.0,9.0,3.0,7.0,2.0,,,,12.0,,11.0,0.0,12.0,11.0,1.0,57.0,35.0,22.0,38.0,,,,,14.0,30.0,27.0,24.0,6.0,,,,57.0,,55.0,13.0,44.0,14.0,43.0,39.0,26.0,13.0,26.0,,,,,9.0,17.0,22.0,12.0,5.0,,,,39.0,,38.0,13.0,26.0,5.0,34.0,16.0,11.0,5.0,11.0,,,,,4.0,3.0,13.0,3.0,0.0,,,,16.0,,15.0,9.0,7.0,0.0,16.0,'015915145,8885 HEATH CIR DR,SAN ANTONIO,78250-4657,INDEPENDENT
15915148,NORTHSIDE ISD,WANKE ELEM.,3,34.0,16.0,18.0,23.0,,0.0,2.0,,9.0,23.0,11.0,20.0,3.0,,,,34.0,3.0,31.0,0.0,34.0,22.0,12.0,80.0,51.0,29.0,41.0,,8.0,3.0,,19.0,20.0,60.0,17.0,3.0,,,,80.0,3.0,77.0,9.0,71.0,14.0,66.0,42.0,30.0,12.0,18.0,,5.0,1.0,,14.0,9.0,33.0,8.0,1.0,,,,42.0,1.0,41.0,8.0,34.0,6.0,36.0,17.0,12.0,5.0,7.0,,2.0,1.0,,6.0,4.0,13.0,3.0,1.0,,,,17.0,1.0,16.0,8.0,9.0,1.0,16.0,'015915148,10419 OLD PRUE RD,SAN ANTONIO,78249,INDEPENDENT
15915149,NORTHSIDE ISD,THORNTON ELEM.,3,30.0,16.0,14.0,19.0,,1.0,5.0,,4.0,20.0,10.0,19.0,,,,,30.0,7.0,23.0,0.0,30.0,17.0,13.0,53.0,32.0,21.0,25.0,,9.0,3.0,,14.0,20.0,33.0,18.0,,,,,53.0,5.0,48.0,6.0,47.0,15.0,38.0,29.0,16.0,13.0,15.0,,5.0,1.0,,7.0,7.0,22.0,5.0,,,,,29.0,2.0,27.0,6.0,23.0,6.0,23.0,14.0,8.0,6.0,6.0,,5.0,0.0,,3.0,4.0,10.0,3.0,,,,,14.0,1.0,13.0,5.0,9.0,5.0,9.0,'015915149,6450 PEMBROKE,SAN ANTONIO,78240-2585,INDEPENDENT
15915150,NORTHSIDE ISD,BRAUCHLE ELEM.,3,17.0,7.0,10.0,14.0,,,,,1.0,13.0,4.0,8.0,,5.0,,,17.0,5.0,12.0,0.0,17.0,11.0,6.0,82.0,37.0,45.0,60.0,,,,,13.0,50.0,32.0,28.0,,22.0,,,82.0,8.0,74.0,6.0,76.0,19.0,63.0,45.0,24.0,21.0,29.0,,,,,8.0,24.0,21.0,12.0,,12.0,,,45.0,1.0,44.0,6.0,39.0,3.0,42.0,18.0,10.0,8.0,10.0,,,,,4.0,9.0,9.0,3.0,,6.0,,,18.0,0.0,18.0,5.0,13.0,1.0,17.0,'015915150,8555 BOWENS CROSSING,SAN ANTONIO,78250-2719,INDEPENDENT
15915151,NORTHSIDE ISD,FERNANDEZ ELEM.,3,16.0,11.0,5.0,13.0,,,0.0,,2.0,9.0,7.0,7.0,2.0,,,,16.0,4.0,12.0,0.0,16.0,13.0,3.0,79.0,43.0,35.0,57.0,,,6.0,,11.0,38.0,41.0,34.0,4.0,,,,79.0,3.0,76.0,11.0,68.0,24.0,55.0,52.0,29.0,23.0,39.0,,,3.0,,8.0,19.0,33.0,15.0,4.0,,,,52.0,3.0,49.0,10.0,42.0,11.0,41.0,24.0,13.0,11.0,18.0,,,2.0,,3.0,9.0,15.0,7.0,2.0,,,,24.0,0.0,24.0,8.0,16.0,3.0,21.0,'015915151,6845 RIDGEBROOK,SAN ANTONIO,78250-3839,INDEPENDENT
15915152,NORTHSIDE ISD,LEON SPRINGS EL,3,6.0,2.0,4.0,5.0,,,,,1.0,2.0,4.0,2.0,,,,,6.0,,3.0,0.0,6.0,1.0,5.0,80.0,41.0,39.0,34.0,,,,,36.0,6.0,74.0,5.0,,,,,80.0,,79.0,8.0,72.0,12.0,68.0,64.0,33.0,31.0,28.0,,,,,27.0,5.0,59.0,4.0,,,,,64.0,,64.0,8.0,56.0,8.0,56.0,39.0,23.0,16.0,12.0,,,,,20.0,1.0,38.0,0.0,,,,,39.0,,39.0,8.0,31.0,2.0,37.0,'015915152,23881 IH 10 W,SAN ANTONIO,78257-1157,INDEPENDENT
15915156,NORTHSIDE ISD,EVERS ELEM.,3,41.0,24.0,17.0,33.0,,,1.0,,5.0,27.0,14.0,20.0,7.0,,,,41.0,14.0,27.0,0.0,41.0,26.0,15.0,88.0,46.0,42.0,56.0,,,8.0,,18.0,31.0,57.0,25.0,6.0,,,,88.0,7.0,81.0,10.0,78.0,19.0,69.0,46.0,24.0,22.0,26.0,,,4.0,,12.0,16.0,30.0,12.0,4.0,,,,46.0,3.0,43.0,10.0,36.0,6.0,40.0,16.0,9.0,7.0,10.0,,,2.0,,3.0,5.0,11.0,4.0,1.0,,,,16.0,1.0,15.0,5.0,11.0,2.0,14.0,'015915156,1715 RICHLAND HILLS DR,SAN ANTONIO,78251-2979,INDEPENDENT
15915157,NORTHSIDE ISD,MAY ELEM.,3,10.0,6.0,4.0,7.0,,0.0,,,3.0,8.0,2.0,7.0,,,,,10.0,,7.0,,10.0,4.0,6.0,52.0,29.0,23.0,30.0,,8.0,,,12.0,19.0,33.0,19.0,,,,,52.0,,51.0,,49.0,9.0,43.0,27.0,18.0,9.0,11.0,,5.0,,,9.0,8.0,19.0,8.0,,,,,27.0,,27.0,,24.0,4.0,23.0,9.0,7.0,2.0,1.0,,2.0,,,4.0,1.0,8.0,1.0,,,,,9.0,,9.0,,6.0,0.0,9.0,'015915157,15707 CHASE HILL,SAN ANTONIO,78256-1014,INDEPENDENT
15915158,NORTHSIDE ISD,MCDERMOTT ELEM.,3,28.0,17.0,11.0,17.0,,1.0,5.0,,2.0,25.0,3.0,20.0,,5.0,,,28.0,7.0,21.0,0.0,28.0,24.0,4.0,90.0,64.0,26.0,46.0,,13.0,15.0,,10.0,66.0,24.0,47.0,,18.0,,,90.0,6.0,84.0,14.0,76.0,37.0,53.0,52.0,38.0,14.0,26.0,,11.0,7.0,,7.0,33.0,19.0,25.0,,8.0,,,52.0,2.0,50.0,14.0,38.0,17.0,35.0,31.0,26.0,5.0,14.0,,7.0,5.0,,5.0,21.0,10.0,18.0,,3.0,,,31.0,2.0,29.0,13.0,18.0,10.0,21.0,'015915158,5111 USAA BLVD,SAN ANTONIO,78240-5010,INDEPENDENT
15915160,NORTHSIDE ISD,MYERS ELEM.,3,23.0,11.0,12.0,18.0,,,,,5.0,13.0,10.0,9.0,,4.0,,,23.0,6.0,17.0,0.0,23.0,20.0,3.0,67.0,40.0,27.0,57.0,,,,,3.0,44.0,23.0,28.0,,15.0,,,67.0,1.0,66.0,9.0,58.0,33.0,34.0,40.0,26.0,14.0,33.0,,,,,1.0,23.0,17.0,18.0,,4.0,,,40.0,0.0,40.0,8.0,32.0,12.0,28.0,14.0,10.0,4.0,10.0,,,,,1.0,9.0,5.0,6.0,,3.0,,,14.0,0.0,14.0,5.0,9.0,4.0,10.0,'015915160,3031 VILLAGE PKWY,SAN ANTONIO,78251-1830,INDEPENDENT
